,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,BETA_3,GAMMA_3,BETA_4,GAMMA_4,BETA_5,GAMMA_5,BETA_6,GAMMA_6,BETA_7,GAMMA_7,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance,corr_length,const_kernel,std_energies,average_distances,nit,time_opt_bayes,time_qaoa,time_opt_kernel,time_step
0,0,0.7321662223299845,2.31439553766313,0.596032399937972,2.1665061280683258,0.43171732723123996,0.9953690611164671,0.5731295252118304,1.5075217705705617,1.9777097393594942,1.4283923637233928,2.072084262752473,3.032253783562723,1.5557999323700045,2.059731935012408,0.8550749084974479,1.1407940712071756,-6.045318936596193,-6.045318936596193,0.5037765780496827,0.5037765780496827,0.005145408360472714,0.005145408360472714,9.152190018982218,11.694518640567097,28.5552435581613,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,2.972393385412297,1.0485646156596107,2.3196271274034244,2.9090078724312063,3.1358877198373376,0.11827257699300767,2.3455222133249567,2.2486687966437944,2.5343676794354204,0.3191435869990397,2.255875441597283,2.4359433993677553,2.319641027763539,0.3969338386155324,1.936870142236783,2.5338748697817643,-6.89436540244276,-6.89436540244276,0.5745304502035633,0.5745304502035633,0.002686592610392135,0.005145408360472714,5.397116343202647,11.694518640567097,28.5552435581613,0.0,0.0,0,0.0,0.0,0.0,0.0
2,2,2.316510231254574,1.6198864776079924,2.046255887016067,0.5632394184961459,2.1519912589120724,2.0461999226076077,0.7160634723294818,3.0008766412059074,1.6756072072404942,0.9102341008085051,0.018858879760972447,1.42739059422368,2.882661219442068,2.913322821081076,1.6444773736046265,0.5162962389108315,-7.047560546620424,-7.047560546620424,0.5872967122183687,0.5872967122183687,0.021516599185695102,0.021516599185695102,4.79934471126068,11.694518640567097,28.5552435581613,0.0,0.0,0,0.0,0.0,0.0,0.0
3,3,0.6016832849067623,2.685847343405876,1.785207612019906,2.703597022258476,2.2044806362719616,3.0448178869562375,1.957064360641584,1.2105394785141683,0.1372397849349731,1.7803804170970574,0.8735742935958852,2.7054786741436323,0.030565746960049434,2.3341555417629882,1.4135249229719828,2.2636206292896333,-7.155162447215107,-7.155162447215107,0.5962635372679256,0.5962635372679256,0.01481961503542708,0.021516599185695102,4.742334638861806,11.694518640567097,28.5552435581613,0.0,0.0,0,0.0,0.0,0.0,0.0
4,4,2.670693420628607,0.2878901992970212,1.221569457513927,1.3508087994012372,2.682254002624601,0.5709210377015582,1.2730066345159463,2.117450797701254,0.704344946968923,2.729210188783519,1.0289701005415164,0.7843100751509278,2.8170065518621237,0.0999284685409267,2.4238227595183575,1.752904483400652,-6.434666097665302,-7.155162447215107,0.5362221748054418,0.5962635372679256,0.0028990378309175233,0.021516599185695102,4.61320698619582,11.694518640567097,28.5552435581613,0.0,0.0,0,0.0,0.0,0.0,0.0
5,5,1.6654341445116971,1.8904303274597847,0.8094955779491838,0.11261568468372374,0.17107715397760212,2.3066384737689565,1.2128585681226374,0.011889246413151849,2.470208392610188,0.42727566791163074,1.8683151723644067,0.29580218227398813,1.9285085565771534,1.3410369914986568,1.2324602172392305,0.23512565854721368,-6.4124264003886715,-7.155162447215107,0.5343688666990559,0.5962635372679256,0.001654977990318731,0.021516599185695102,5.241905316279542,11.694518640567097,28.5552435581613,0.0,0.0,0,0.0,0.0,0.0,0.0
6,6,1.5538219466668908,0.6565047182637098,2.8764704418694844,1.64570263046009,1.6702333764056314,2.617858478188793,2.818157278082632,2.8107148463891765,3.0473623839433306,2.960906099996495,2.568763565247647,2.0634776711526963,1.8109206103050877,1.6902800943199723,2.843503303498677,1.4237704328054195,-7.351706169473357,-7.351706169473357,0.6126421807894464,0.6126421807894464,0.0036937512566884434,0.021516599185695102,3.6613601391478454,11.694518640567097,28.5552435581613,0.0,0.0,0,0.0,0.0,0.0,0.0
7,7,2.026082001682805,1.485011939183955,2.592476250752708,1.2168288319562661,1.0529572582421414,1.8205098537097484,2.9300804789080725,0.7922731786495799,0.37798923770829895,2.024731335487174,0.35223903181230415,0.49512405684256444,0.9447523837080759,0.95722859680166,0.08244382196985899,1.944564240312048,-7.57673744609477,-7.57673744609477,0.6313947871745641,0.6313947871745641,0.0046227740000218,0.021516599185695102,4.52414418032803,11.694518640567097,28.5552435581613,0.0,0.0,0,0.0,0.0,0.0,0.0
8,8,0.06390553921143229,0.5967768638967359,1.301956056429064,2.488935313133756,1.4790398067219646,1.5256648210411716,1.73772568560505,0.5769243333677483,1.1965052653661454,2.3338744129892643,1.5252480190997608,1.1117147173776654,1.0453381271001156,2.823534148267871,0.3593779667661573,2.90532438238132,-6.590005742305728,-7.57673744609477,0.5491671451921439,0.6313947871745641,0.010591502097578516,0.021516599185695102,5.750275831302055,11.694518640567097,28.5552435581613,0.0,0.0,0,0.0,0.0,0.0,0.0
9,9,1.02718734996251,2.914859060603465,0.022161018649213937,0.9043230727994268,0.9235733569883495,0.7178291227418022,0.317465229061354,1.6916562154757664,1.3804920150266995,0.9732264721257069,3.110953044663497,1.778690554152855,0.39842133069269997,0.8403198477846702,2.7371726833136134,0.8932883415246846,-7.2827415380553235,-7.57673744609477,0.606895128171277,0.6313947871745641,0.0033440054250890553,0.021516599185695102,5.937685350723861,11.694518640567097,28.5552435581613,0.0,0.0,0,0.0,0.0,0.0,0.0
10,1,2.422479863804811,3.141592653589793,3.141592653589793,0.01,2.713341570972768,0.913272637044791,3.141592653589793,3.141592653589793,0.01,0.01,3.141592653589793,0.01,0.01,2.495453674175731,3.141592653589793,2.9003824814853596,-5.850342364985018,-7.57673744609477,0.48752853041541816,0.6313947871745641,0.00031655372365863303,0.021516599185695102,6.408969080717263,5.622125045078329,13.954189605378291,7.9360894989728e-06,0.009868719345561655,531,49.46202635765076,3.080193281173706,0.15581274032592773,52.69810724258423
11,2,1.7522404411649237,1.4449069680515263,3.141592653589793,1.5031448679547303,2.0987459851143986,3.141592653589793,2.921171067130204,2.2642140634496717,1.948286272376728,2.0222782425271846,0.01,1.433904288492886,0.01,0.01,1.564857333617348,0.7626221813539256,-7.99977604859159,-7.99977604859159,0.6666480040492991,0.6666480040492991,0.0005094518439609909,0.021516599185695102,2.9686750674444013,5.7022773957664485,13.101706829049048,1.4558063548513779e-05,0.009572482353903457,181,17.06223702430725,3.2903990745544434,0.13329815864562988,20.485978364944458
12,3,1.8410149304362062,1.462478825895268,3.141592653589793,1.4996668258613137,1.9185885568013654,3.141592653589793,3.0155217724457697,2.003090250887765,1.6507118387044597,2.126269777073,0.01,1.372711512755658,0.01,0.048504553576156025,1.3664571806099135,0.9952364380479095,-6.408841483175361,-7.99977604859159,0.5340701235979467,0.6666480040492991,0.006172506819428391,0.021516599185695102,5.649226986942907,1.8412574691568038,18.569683000542142,9.070270433768437e-06,0.00983439118444431,175,16.356751203536987,3.3346166610717773,0.17075228691101074,19.862186908721924
13,4,1.3439452270476566,1.5196914402363262,2.8254744387975066,1.5002447391051947,2.6969577365776667,2.641728716366034,2.3856116823050924,3.0156440286320327,2.7606865833859318,1.4298984304074254,0.38830256100225463,1.5280992537385167,0.2758003599260249,0.2931679074256373,2.211737298549641,0.18216820505034576,-7.075540940574206,-7.99977604859159,0.5896284117145172,0.6666480040492991,0.0031260886750667967,0.021516599185695102,4.936645969641688,1.5087594482929791,17.87969002769297,3.0253620001463906e-05,0.009869772497814644,78,7.679097890853882,3.579880475997925,0.1604170799255371,11.41944670677185
14,5,1.8438499496515994,1.76526683668436,1.921270168345971,1.2834784594891864,1.7279190629142567,1.4792485130267656,1.9547084635319607,1.6934729683331031,1.1295660626558466,1.3682588947225127,1.5853587245987601,1.1970428311569752,1.4827644236370878,1.7141348270038004,1.5844840992252844,1.7765132265557189,-7.867033606203326,-7.99977604859159,0.6555861338502772,0.6666480040492991,0.01884141706950304,0.021516599185695102,4.253008974181469,1.5728577573673659,17.74018832539692,2.5779063150569235e-05,0.008925530626587743,70,6.872745990753174,3.463618040084839,0.153883695602417,10.490288019180298
15,6,1.7531886451968677,1.3111689343833244,3.141592653589793,1.5103651077779,2.240114704562804,3.141592653589793,2.7801649059740265,2.618872567079414,2.38556506860156,2.029514328828266,0.019269184415198932,1.6256537699125235,0.1796807168854438,0.01732931917372633,1.839655291254174,0.50365646670756,-7.0975925179105035,-7.99977604859159,0.5914660431592086,0.6666480040492991,0.018036960794526408,0.021516599185695102,4.1712511907919705,1.358077323847862,19.06195412875984,0.000133126647342771,0.009929117891934621,147,13.904535293579102,3.3268935680389404,0.14954566955566406,17.38101840019226
