,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,BETA_3,GAMMA_3,BETA_4,GAMMA_4,BETA_5,GAMMA_5,BETA_6,GAMMA_6,BETA_7,GAMMA_7,BETA_8,GAMMA_8,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance,corr_length,const_kernel,std_energies,average_distances,nit,time_opt_bayes,time_qaoa,time_opt_kernel,time_step
0,0,1.33118211652184,2.6387067775304494,1.0403562420966859,3.113690829160426,1.0651229983095276,1.894964898548021,0.8168845433515648,2.793233321225676,2.528343372181886,1.6772655077280367,0.5745657983953123,0.11269768230734889,0.32543229188468986,0.8838754789336865,0.05576515813722827,0.7306074080236737,1.1932174726515399,2.1442518775806914,-5.946314642331212,-5.946314642331212,0.4955262201942677,0.4955262201942677,0.0032744019670568687,0.0032744019670568687,6.598449011658303,8.496084256882689,29.91646509758319,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,0.33751541548320513,1.15602589539082,0.18493248831255255,0.7440179629933423,2.3773895021724987,2.5151912909996317,2.7469318510577794,1.427911406194345,2.276875856193807,0.4464230297515579,2.067395298184064,0.5764961974463174,2.582711233271576,2.769833936250842,1.9754567374888565,2.046346870904323,2.3423451527037447,2.708183499039211,-7.264301415031672,-7.264301415031672,0.6053584512526393,0.6053584512526393,0.00024392575399055904,0.0032744019670568687,4.519677780492508,8.496084256882689,29.91646509758319,0.0,0.0,0,0.0,0.0,0.0,0.0
2,2,1.1990685593872312,1.8357961084760532,1.6880676591205261,2.7419588317040304,2.197662290528352,0.575993419136377,1.9136323089732012,1.666077940187306,1.70724195183333,2.0763412120219136,2.885452339231224,0.8670589705877538,2.003862726239341,0.632559317920289,2.6262314901947064,2.210708291085878,0.4144826876789976,0.6122872450814539,-7.113262475637492,-7.264301415031672,0.592771872969791,0.6053584512526393,0.0184903007920268,0.0184903007920268,4.942362209563974,8.496084256882689,29.91646509758319,0.0,0.0,0,0.0,0.0,0.0,0.0
3,3,2.330036890697597,0.5371114149891678,2.8535814063718408,0.630647171252715,0.6325991946429653,1.2325102754481332,2.4090191269878107,0.9863031019270667,2.964768721584217,2.621007790315122,1.875069375230323,2.7736887387730986,1.4565631197357403,1.0660377204118392,0.7141381553003524,2.6484592458234237,2.7409044132933023,1.2064298096264385,-8.223199783151557,-8.223199783151557,0.6852666485959631,0.6852666485959631,0.039890911749113064,0.039890911749113064,5.339384729127474,8.496084256882689,29.91646509758319,0.0,0.0,0,0.0,0.0,0.0,0.0
4,4,0.19113059852587957,2.4351455326981126,1.964138770027934,2.2356028604854647,1.3239700443239835,0.28526615815752776,2.8950701986351817,2.5105443957635303,0.5939809563808452,0.7300176822360714,0.8485499790899839,1.3167802252769238,0.7338917049398851,1.375287835151265,2.3271884138671,0.037226424465750606,0.06255745768526094,3.1323836258012463,-7.243993995744987,-8.223199783151557,0.6036661663120823,0.6852666485959631,0.03544370607195153,0.039890911749113064,4.985276766916677,8.496084256882689,29.91646509758319,0.0,0.0,0,0.0,0.0,0.0,0.0
5,5,1.5805780896612696,1.440738967824933,0.8569389046419511,1.9298473786955028,2.853799104604852,2.5864239194629266,1.3503722902890571,0.6330800556827778,1.176024844102876,2.887277197596313,2.2026131628609513,3.0536858914415537,1.0243491656125965,2.479882843083642,2.907438031359609,0.524658563253223,0.9252406299105878,0.8944091057182736,-6.906005769186156,-8.223199783151557,0.575500480765513,0.6852666485959631,0.0012399132673757633,0.039890911749113064,4.940587941030394,8.496084256882689,29.91646509758319,0.0,0.0,0,0.0,0.0,0.0,0.0
6,6,2.024334597448679,0.8015231282608029,2.613186518556934,0.21405674551659545,1.7022036602681723,1.771337938199489,0.08259374123283394,2.200068339725953,1.3913689484772536,1.3917945024410854,1.2444202131677424,2.275814816793559,1.6902470126300138,0.025602712484191808,1.5171898247339102,3.008515055910144,2.870720125657426,0.027455422345511384,-7.184911110292112,-8.223199783151557,0.5987425925243427,0.6852666485959631,0.0010596207919066907,0.039890911749113064,5.6635868632193365,8.496084256882689,29.91646509758319,0.0,0.0,0,0.0,0.0,0.0,0.0
7,7,0.7348818421614447,2.091638417203468,2.282319619813925,1.4335291765260114,0.782066328274672,0.7373793509853626,1.5977078482371228,0.3203880018271952,1.9829519227413348,2.2288689906197274,0.20593327572015957,1.8147885953064042,0.14473353306901948,2.192709993843687,0.38424185869231087,1.1097818161621147,1.9943044230126366,1.6448062546304585,-9.46701863853882,-9.46701863853882,0.788918219878235,0.788918219878235,0.1595599523796408,0.1595599523796408,3.5056066722597734,8.496084256882689,29.91646509758319,0.0,0.0,0,0.0,0.0,0.0,0.0
8,8,3.1354522136054093,0.26375525839500125,0.5055226787011434,1.071652961050643,2.713640928509882,3.0544714407690923,0.6284221715008605,3.007750593903236,0.028914043096246213,0.31376930706044454,1.3878927373624768,2.1382137408579203,2.2109793605200943,2.888964450911365,1.1950225451758032,1.2716551768638666,1.4783528179402998,1.3595466809132655,-6.488650804525668,-9.46701863853882,0.540720900377139,0.788918219878235,0.00641768629834001,0.1595599523796408,5.2821233550168785,8.496084256882689,29.91646509758319,0.0,0.0,0,0.0,0.0,0.0,0.0
9,9,2.7464696796184125,3.0501099057985734,1.5558103991253378,1.7969046136758475,0.19469143101302594,1.567301658615256,1.2589620966196424,0.9462187287590077,0.6738587693853203,1.1327205372140654,2.541421459439757,1.1123922552696042,2.966507455939088,1.7724976525099023,1.6446359932346668,1.7814836239384646,1.6359960530324715,2.3926528775969538,-7.565372930084348,-9.46701863853882,0.6304477441736956,0.788918219878235,0.008807352982530603,0.1595599523796408,4.20251236437781,8.496084256882689,29.91646509758319,0.0,0.0,0,0.0,0.0,0.0,0.0
10,1,0.01,2.145436634144,3.141592653589793,0.01,0.01,0.01,2.794038031984975,0.01,0.5643107423532054,2.110012748987376,0.01,2.3319210879735945,0.07688623055998561,3.141592653589793,0.01,2.30703225239694,2.9051310840017557,0.8218187356292266,-8.859702402865453,-9.46701863853882,0.7383085335721211,0.788918219878235,0.03256304349729869,0.1595599523796408,3.5461304125170727,5.463624182579051,16.31243634551844,1.3197156830157778e-05,0.00980578283560918,400,40.98045039176941,5.867801666259766,0.3422813415527344,47.19058442115784
11,2,0.6974686543637174,1.652040684620365,3.0671141692330948,0.8696281197209051,0.6913619021984976,0.01,1.4689660826441109,0.01,2.433657973397497,2.033014848967946,0.01,2.200505172999094,0.583610181627754,2.8303291221333584,0.5015202063764274,0.9784329797479101,2.0561802836581413,2.1362365018140563,-7.030375497841027,-9.46701863853882,0.5858646248200856,0.788918219878235,0.02619323949668949,0.1595599523796408,5.720215675644205,3.2043808734692756,16.758285134841888,1.6553705840269048e-05,0.00987602867337929,148,15.633625745773315,6.116564512252808,0.3442037105560303,22.09443426132202
12,3,0.6859068699281908,2.4263533725133852,1.594174752379663,1.3373084560989204,0.5361025513968656,1.3715711334733476,2.7752756348565994,0.17035190115773638,0.7477259000858874,2.3783895784296964,0.67097987061692,1.8018689250138797,0.01,1.6348729691913515,0.29603207433730966,1.9457401926504003,2.3991996581317143,0.8061545953805519,-7.03864192620935,-9.46701863853882,0.5865534938507792,0.788918219878235,0.0246356671594425,0.1595599523796408,6.615447025286507,2.185301683536799,16.72228242885394,1.8489404153719103e-05,0.008724996574099923,135,14.361726522445679,6.187755346298218,0.389693021774292,20.939216375350952
13,4,0.7737787800224106,2.1113565781511077,2.2916373807669763,1.4006949246569087,0.8995795489287808,0.8835559335885503,1.449866819650993,0.8822707996817458,1.7970327504392698,2.160338008688493,0.4848803614115458,1.741763906200923,0.16989268175821384,2.2333923742386066,0.585231708433062,1.323981797552621,1.9571218489520825,1.4224725059539889,-7.488831949072713,-9.46701863853882,0.6240693290893927,0.788918219878235,0.010832786156229814,0.1595599523796408,4.595551885002131,1.8690059160134345,22.987819291604218,5.722986022356274e-05,0.00979707283043295,99,10.724543333053589,6.101633787155151,0.4243319034576416,17.250550031661987
14,5,0.7708914253966285,2.093478073752169,1.9604423763327208,1.6591837094397195,0.6401681707017383,0.7313740057326573,2.0066003713900527,0.01,2.1337568338451773,2.3128284416362574,0.01,1.8435085597196905,0.17901989160894657,1.7405442026070366,0.05898657187519572,0.7932545182218507,2.0197102965769544,1.9427390774113482,-6.635645735195165,-9.46701863853882,0.5529704779329304,0.788918219878235,0.0007968434445190448,0.1595599523796408,5.2221000261154416,1.2823934043112335,24.65527177280661,8.713404557281795e-05,0.009924522439413126,122,13.0531325340271,6.14594030380249,0.29480409622192383,19.49392032623291
15,6,1.9358827765126863,1.279945577678651,1.798179542672013,1.0794430252846656,1.4708012270395032,1.7284289603695324,1.8658948934880688,0.8523673330909902,1.5458929284463716,1.4880190793031611,1.9650838922141902,1.853366507997984,2.125452601982724,1.6167178975892476,1.8242979512277784,2.2171882886817165,1.9068202142175423,1.4862074766399256,-6.786501462650256,-9.46701863853882,0.565541788554188,0.788918219878235,0.0051344617089541045,0.1595599523796408,6.395826699676093,1.3179543498754789,24.693446085854706,8.823136726534967e-05,0.009018139501694781,108,11.75509262084961,6.162145614624023,0.4248073101043701,18.342087268829346
16,7,1.9558255370589277,1.6541867271522825,1.6572288803280737,1.3403708936415528,1.3534078932925,1.6811042809506989,1.7430011385859459,1.0057087184381905,1.3994602663080193,1.4367070839416543,2.095532618474516,1.6214747805189165,2.2134826152149776,1.6527156287717069,1.8478633442704815,2.050160890075265,1.7413024876720038,1.6404644084989797,-7.091729081348685,-9.46701863853882,0.5909774234457238,0.788918219878235,0.000646894639613382,0.1595599523796408,3.590476585868238,1.3558827996920129,23.97419950886033,0.0003613327625308882,0.009819884838745477,116,12.432952642440796,6.1746485233306885,0.42294788360595703,19.030592918395996
17,8,2.3873310635333342,2.800176879583469,1.4713950132590075,1.8476125202903313,0.6005604646217176,1.5761471007024983,1.3634378618935228,1.1554944311405362,0.8098976136241408,1.1477077877770254,2.4091964638574943,1.0870531990286003,2.6858926445894316,1.7814172693017483,1.7712818345240686,1.7013571732364166,1.4816343026273202,2.2626893952614098,-7.913484941965436,-9.46701863853882,0.6594570784971197,0.788918219878235,0.019219752804674257,0.1595599523796408,5.325152431862904,1.3905788375372534,23.34308639600868,0.0002117353331560635,0.009941853842118388,108,11.709346771240234,6.073292970657349,0.4138333797454834,18.19653630256653
18,9,2.0280927732277445,2.678516391021725,1.3014235418530409,2.008965319114547,0.9997485522813847,1.5905958756518235,1.4656958996486125,1.417642868044712,0.8585536350710168,1.0648281291915909,2.323398178770758,0.9525969286713473,2.480553772617667,1.8068935434701758,1.981697082210525,1.5168606743053872,1.2042805889370503,2.273167085263339,-7.213578847370637,-9.46701863853882,0.6011315706142197,0.788918219878235,0.004366066145727435,0.1595599523796408,4.47483356960916,1.3913270663292618,22.956748941429282,0.00012235740792105492,0.009583836189267697,105,11.371174097061157,6.2135984897613525,0.3610503673553467,17.945863485336304
19,10,2.4486659113968137,2.6865297413281146,1.693737881477443,1.6927094617171934,0.487545196372587,1.4922535807738253,1.279406395707403,1.0170923717194071,0.984417935225535,1.4227927106650873,2.3837336236714473,1.2498418489788792,2.5505473177880766,1.7417362086549295,1.5381577411615517,1.9598589767203913,1.741258536489593,1.9279581866821829,-6.074894130807161,-9.46701863853882,0.5062411775672634,0.788918219878235,0.0030453335448481725,0.1595599523796408,5.612822985973857,1.3025164450169315,24.12628791055076,0.00011866454807852274,0.009611747726659058,125,13.500604391098022,6.198420286178589,0.33545446395874023,20.034534215927124
20,11,2.5547778916635715,2.7784460932711137,1.322805567343761,1.7720098406241724,0.5634103339478447,1.7438548950019457,1.5418871262622011,1.0890503159681462,0.6123392916298893,0.8281962079991885,2.424986151947986,1.1408220473757047,3.003586183731574,1.7565384817179628,1.9495566854079414,1.5251774002039078,1.4232458566545982,2.688028436377613,-6.725804302810199,-9.46701863853882,0.5604836919008499,0.788918219878235,0.0022466748143400977,0.1595599523796408,5.371935824956374,1.2055574219241731,23.615468821038064,0.00028640848935517063,0.0097981840423464,104,11.318167448043823,6.186456918716431,0.34344053268432617,17.84812021255493
21,12,2.4369488328041045,3.141592653589793,1.4354142534984224,2.0903799305089077,0.42028587845965354,1.4695781083298838,1.1649472996588894,1.1928960460365703,0.7008177939795713,1.1552341732895546,2.5387163532684633,0.8306466551764797,2.7492811726544812,1.8726250048847732,1.7379665907708342,1.6492277394101915,1.3572101074833143,2.314386668218995,-6.290417960473723,-9.46701863853882,0.5242014967061436,0.788918219878235,0.0012375481885904928,0.1595599523796408,5.454855896542256,1.1170495082347733,23.919670627881597,0.00030997781529271584,0.009290102762744239,134,14.745057106018066,5.735580682754517,0.3685927391052246,20.849270820617676
22,13,2.3624331779958823,2.777488324910665,1.4740065274716776,1.650500735274459,0.7299872154634427,1.6978182802444668,1.59554853312824,1.304107155592917,0.8432357437889657,1.093151655650876,2.277771585329949,1.3572303839365416,2.626783771327134,1.5737108729064948,1.811880896461507,1.645679106634572,1.5640637037945337,2.3146292371243704,-8.000330047131774,-9.46701863853882,0.6666941705943145,0.788918219878235,0.0021538370570652558,0.1595599523796408,3.94170628986366,1.131276466110073,23.25506219625506,0.00025742460845712493,0.00904974446689348,163,17.27391743659973,6.077247381210327,0.3872828483581543,23.738508701324463
23,14,1.9557691179197751,2.2556175867528006,1.3684658260387739,1.6151050253889183,1.270633085289113,1.7469805837590526,1.8041084138344425,1.4471092259609293,1.062250606202552,1.1081416252031124,2.1155146182677633,1.4207744005948106,2.350176635104261,1.57220357796437,1.9845895639303153,1.5877989211047392,1.439628577645573,2.1608806616341494,-6.708005943391135,-9.46701863853882,0.5590004952825945,0.788918219878235,0.014901582873879436,0.1595599523796408,6.42240161372338,1.122889069225162,23.38003520413054,0.000292672484913623,0.009842004885076897,155,18.847246170043945,6.066033363342285,0.3645753860473633,25.277892589569092
24,15,2.4625734991786645,3.050907409423487,1.6114951325970956,1.5824662538236793,0.6258588086587229,1.7613212049229177,1.5109537662496846,1.0580965836063236,0.7521150008312707,1.0152910141938256,2.3069298540582404,1.2979145511027628,2.6643119365358805,1.6756416042844164,1.9307360908308007,1.8151705505498763,1.5681746615197092,2.307984876471744,-7.160966535991543,-9.46701863853882,0.5967472113326285,0.788918219878235,0.02064676727333926,0.1595599523796408,5.157330940433923,1.1158782196786243,22.92117145349569,0.00011758235276433364,0.009484496605799473,188,21.97182273864746,8.661263704299927,0.4448251724243164,31.077946662902832
25,16,2.5347542214518035,2.569049089449559,1.3398953132243188,1.7893713578310135,0.4956109923734609,1.5527386429873606,1.5193466097215846,1.4442174180974765,0.8357998666194207,1.2083846358794816,2.421404660349209,1.343183167252606,2.847601765679155,1.5142816023077548,1.5304427478433285,1.500544740974878,1.648608818185066,2.402812421764681,-7.175221521297285,-9.46701863853882,0.5979351267747738,0.788918219878235,0.003928034633398544,0.1595599523796408,5.363268845134719,1.0887141953808246,22.589210208282022,0.0002237128311988621,0.00991155852943579,117,17.334671020507812,6.0460474491119385,0.5131573677062988,23.893913507461548
26,17,2.2773796973139833,2.6876385237213096,1.4251383605771986,1.7855141992412134,0.6593803993728641,1.5665207883490897,1.595065111155646,1.0104894292258058,0.8986343420025786,1.1233445039054288,2.155164397225029,1.2223233157173428,2.583283542195404,1.7341947542406853,1.6748353177943032,1.5230998076544218,1.4999936847316786,2.414019729607719,-8.551801346763986,-9.46701863853882,0.7126501122303321,0.788918219878235,0.0055412240933480905,0.1595599523796408,4.298214600974234,1.0932878872125487,22.35917361767023,0.00020742446044445706,0.00987043115966481,138,17.982059240341187,10.694833517074585,0.48362016677856445,29.160568714141846
27,18,2.1222692125084253,2.6093064330482116,1.4284183989395975,1.7789390589523713,0.5994382048258964,1.4426088461030055,1.7543692705012806,0.7142643626377339,0.9501522071394201,1.1349040481494832,1.9130713617324075,1.2360576877304772,2.4632003566894514,1.880955734432835,1.5231285318403427,1.3724305893948052,1.501801460545713,2.554989307050596,-7.883773393792028,-9.46701863853882,0.6569811161493356,0.788918219878235,0.024833928813776763,0.1595599523796408,5.182558403665986,1.097512115833641,21.979433127374243,0.00012477716672225464,0.00966165591682521,157,22.179917812347412,7.437856674194336,1.053739309310913,30.671615600585938
28,19,2.398206453285356,2.6921877268858805,1.356302085240949,1.8883443867221223,0.7502268089173155,1.6689089092316285,1.5064997637163948,0.8854339314460032,1.0464108297734303,1.1308744197112814,2.102404346304388,1.1905683607168636,2.58957304835122,1.5449604656383034,1.659555882527996,1.5046085300350596,1.4577967042233335,2.4048830750657766,-7.437277136884552,-9.46701863853882,0.6197730947403793,0.788918219878235,0.0025638945707107358,0.1595599523796408,5.306827260329946,1.083288236089453,21.81315081695562,0.00044407206776451833,0.009945321688976425,100,15.240256786346436,10.384469985961914,0.5792150497436523,26.204035758972168
29,20,2.086296014115333,2.648037195037588,1.5044858856824266,1.6477484892694896,0.525587187725372,1.406165357563983,1.7730086485028487,1.1582073828359265,0.6871747819644121,1.1304373145518585,2.237648732858441,1.2716020742324463,2.587718084438216,1.9961198019625104,1.688940842227296,1.5452514184660007,1.56088337547904,2.427993493679792,-7.14908629800385,-9.46701863853882,0.5957571915003208,0.788918219878235,9.801406393649657e-05,0.1595599523796408,5.0831605749854205,1.0046645441453563,22.306493915682072,0.00022903046568922164,0.00897025613472847,120,18.213143348693848,12.23916220664978,0.4699263572692871,30.922287940979004
30,21,2.3213113482507284,2.677193908152161,1.5004120426392749,1.7035112299914088,0.660788403711364,1.5813614476749973,1.4064006987317133,1.1429499065332283,0.9081078504163921,1.0288296620645174,2.064048029710517,1.2433453522683582,2.517801937959158,1.8458856907192358,1.6457087052531243,1.4688625826147903,1.5269068002137838,2.4815350427583893,-7.637812961020359,-9.46701863853882,0.6364844134183633,0.788918219878235,0.008538419847638356,0.1595599523796408,4.351562109024492,0.9986958221325146,22.164097815697968,0.0005387208426968911,0.00903637625537612,118,19.54009461402893,11.966020345687866,0.47478437423706055,31.98093557357788
31,22,2.165933259264742,2.7439374135500683,1.4315795519098127,1.8893707927616663,0.5730393445406325,1.691965866831581,1.808317446026085,1.0023552809310536,0.8900996727962743,1.3083152533556972,2.2019461446195194,1.2074532142863537,2.7066635748824925,1.7083407929319805,1.7207961197085455,1.5657458296373565,1.4514462453291235,2.347104546990718,-8.04555350659426,-9.46701863853882,0.6704627922161883,0.788918219878235,0.00019003893295941438,0.1595599523796408,4.099514208616952,1.0015376699156466,21.73809835071535,9.55354131441689e-05,0.009976690859813064,510,101.84721779823303,15.97886061668396,5.041559219360352,122.86775469779968
32,23,2.269452143094444,2.734424705258568,1.2992656280138892,1.777020657511277,0.7235872120262435,1.3439866206159647,1.7333681919881894,0.914976266998988,0.7981118004772498,1.0818655268631985,2.3285135930513867,1.2167474214038818,2.5349196855122678,1.6012691804831571,1.697223998959308,1.588776352366375,1.5234286035833124,2.347266986819965,-6.2485419152409865,-9.46701863853882,0.5207118262700822,0.788918219878235,0.003839518388889477,0.1595599523796408,6.726455256872448,0.9076153811703713,23.61277964995287,0.00037674834229331635,0.00999160304900831,143,27.57713556289673,17.57220697402954,4.604218244552612,49.75365471839905
33,24,2.2453424459989675,2.5159865481868455,1.5601330860141385,1.8050384508834871,0.5858766183788413,1.7770660632810125,1.5938834576050986,1.0419717016854144,0.9536223657310405,1.2203464730021998,2.1038025120921433,1.2155009461662454,2.7601081262787037,1.8610026794053187,1.7427889661950897,1.565870101567963,1.4548095621485495,2.4049035886212065,-7.87614284514046,-9.46701863853882,0.6563452370950383,0.788918219878235,0.008077527018112816,0.1595599523796408,5.507816698698889,0.8833391051720519,23.40399487201564,0.0006020566792746175,0.008996985383123388,106,27.163552045822144,17.885377168655396,1.308739423751831,46.35779786109924
34,25,2.2293702255551144,2.8228539927191094,1.3469936420812119,1.8105912482475734,0.5930020786250013,1.7821290016356095,1.616199204981662,1.1082710667662505,0.9014944522355899,1.2423401654983643,2.1557741534250603,1.2331500659417651,2.5601637844534926,1.8253978800914477,1.6272913245263954,1.478525165968518,1.5606532541479368,2.417012507945084,-7.647172175037744,-9.46701863853882,0.637264347919812,0.788918219878235,0.0011731426831955009,0.1595599523796408,4.247733023933748,0.8724030490185478,23.479144165189336,0.0008221045536232528,0.009163537236455951,115,28.58665919303894,12.849386215209961,5.891172885894775,47.327343702316284
35,26,2.2368927084275048,2.7312979664217796,1.6459631051124468,1.8517716177343573,0.5780092315926141,1.5145108614598188,1.637716754489119,1.1226360137585634,0.9145902163513786,1.1610828889871845,2.0581665768248234,1.2232371165329068,2.6895956154206186,1.6391030354288019,1.7207426551925478,1.5231289802307046,1.3685097600108491,2.409702805971121,-8.077404561918115,-9.46701863853882,0.6731170468265096,0.788918219878235,0.004637863793169599,0.1595599523796408,4.739709341595841,0.8665450366481041,23.155262251090843,0.0007563650254822176,0.007311351256483815,94,22.595317363739014,16.79407525062561,5.0196990966796875,44.40922260284424
36,27,2.2906611635392418,2.7145592005437957,1.495434334710302,1.7768643899480199,0.733290514057292,1.5381266665322475,1.6330686279542872,1.0343829953587091,1.0304799124867254,1.1875914975567423,2.2097449139267127,1.2903445788781087,2.7494165313495587,1.8434717213589256,1.7263006888954242,1.5246944410018894,1.4457433278580292,2.406302633258588,-8.0131990614804,-9.46701863853882,0.6677665884567,0.788918219878235,0.013242662106371771,0.1595599523796408,6.366277997724282,0.8690707084583533,22.69388866717582,0.00017151804080048032,0.009899481516104461,586,158.45711493492126,22.259601831436157,3.9906885623931885,184.70754528045654
37,28,2.1641161480408244,2.5930281311805343,1.5142508070962004,1.7829124578244286,0.5277232746423272,1.621550500956863,1.5595685991317452,1.0164229662504092,0.9320828718624704,1.1781845483073645,2.2193768129956117,1.181942757558903,2.5735220461527244,1.649899892912299,1.8290594684878276,1.544237710177148,1.5277418463798726,2.4913655276169706,-8.29439338881981,-9.46701863853882,0.6911994490683174,0.788918219878235,0.00725025682556597,0.1595599523796408,5.867124358174792,0.8724906824583574,22.227710253343595,0.00028130388360372307,0.012821165336193732,900,265.2237455844879,24.244506120681763,4.225255250930786,293.69365763664246
38,29,2.1266321323371296,2.629433262842812,1.4534773765282623,1.7729925499222698,0.6385243337483977,1.621033925058303,1.5134751326711497,1.0029328332258636,0.7782316286104447,1.145213693875432,2.0696908785304813,1.2046454544853715,2.748712670240271,1.6667275919941127,1.719857598770535,1.5355798022608904,1.531718812709792,2.332533673986293,-7.497682947379076,-9.46701863853882,0.6248069122815897,0.788918219878235,0.0028317435293672517,0.1595599523796408,5.079612409374491,0.870428377383442,22.229942974246537,0.000382550426340226,0.01057938646870083,228,73.88964319229126,18.085524082183838,2.11483097076416,94.09014678001404
