,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,BETA_3,GAMMA_3,BETA_4,GAMMA_4,BETA_5,GAMMA_5,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance,corr_length,const_kernel,std_energies,average_distances,nit,time_opt_bayes,time_qaoa,time_opt_kernel,time_step
0,0,1.7573100773108083,2.8516480897485947,3.0558277293756944,0.9306730193240953,1.7917060308865052,1.0377306936890487,1.0180704535787453,1.7202567472381882,2.4176732095883273,1.6019921840864706,1.5983201467687211,3.004892065523867,-7.7961160001074195,-7.7961160001074195,0.6496763333422849,0.6496763333422849,0.0084612497549653,0.0084612497549653,3.638370234173742,6.926739974749602,32.6475439343987,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,2.386975088476398,1.3837529023897277,1.9786403141993496,0.1289636160922577,2.0665287738322466,1.4374118463670145,1.9998155023622186,0.9751995116146165,2.1870967343567136,3.113519905065321,1.0241527811086495,0.1792007798619927,-6.362265025008038,-7.7961160001074195,0.5301887520840032,0.6496763333422849,0.01124144801003231,0.01124144801003231,6.962180736550479,6.926739974749602,32.6475439343987,0.0,0.0,0,0.0,0.0,0.0,0.0
2,2,1.958742120401331,2.659517462490021,0.17852289612716857,2.5296247178535265,0.20779841892623088,2.6258147865601353,0.15296476765317618,3.1068286041872533,1.523310408932465,0.6935673363557818,2.038426135818069,2.302671880206288,-6.620833475317192,-7.7961160001074195,0.5517361229430994,0.6496763333422849,0.0013596065720271125,0.01124144801003231,5.845632957563609,6.926739974749602,32.6475439343987,0.0,0.0,0,0.0,0.0,0.0,0.0
3,3,1.1204826794231217,1.9359929895652892,1.3089795939150628,2.06729354437211,1.5353488995988736,0.0629542571048191,2.6721571675729416,0.1488374977617058,1.1034669886478752,0.31161350137814203,1.415203140924121,0.9194466017190387,-6.683498866523172,-7.7961160001074195,0.556958238876931,0.6496763333422849,0.006381844593640527,0.01124144801003231,5.3950218071797735,6.926739974749602,32.6475439343987,0.0,0.0,0,0.0,0.0,0.0,0.0
4,4,0.30350818255039735,0.37719420182990215,1.8443561645469129,1.6630069873330333,2.3776959114688734,0.4788886999972925,2.982448039627144,2.4629097431733906,2.8084513768515773,0.43655384176632106,0.6041363227250656,1.2422705173360216,-7.771210937513836,-7.7961160001074195,0.6476009114594864,0.6496763333422849,0.017526254854639822,0.017526254854639822,4.403577463559415,6.926739974749602,32.6475439343987,0.0,0.0,0,0.0,0.0,0.0,0.0
5,5,0.6221059692614355,1.0736599419418662,0.9665189613294126,1.406485966066389,0.6314872755574594,2.959809732256906,2.3655635664249526,1.986792414298842,1.852012273101516,2.6173701876479174,2.536603502806289,2.7601505129626553,-8.17764370349193,-8.17764370349193,0.6814703086243274,0.6814703086243274,0.04905185520619876,0.04905185520619876,4.509790831322164,6.926739974749602,32.6475439343987,0.0,0.0,0,0.0,0.0,0.0,0.0
6,6,2.843873144931654,0.13398030043926487,0.6851400210922629,3.0765002237682246,3.0202112065884665,0.6762871430762263,0.37583980648535714,1.3914968850316818,2.910207266713226,2.336906328436462,2.375429938865703,2.1058482920628645,-8.68831593567307,-8.68831593567307,0.7240263279727559,0.7240263279727559,0.025956809976244215,0.04905185520619876,3.521512285272351,6.926739974749602,32.6475439343987,0.0,0.0,0,0.0,0.0,0.0,0.0
7,7,0.7935505829671085,1.7269522882495385,2.677295585314728,0.6330343364005859,0.95572463738122,1.5788284087843065,0.7265183851142932,0.5788116122653822,0.36244959659777687,1.497354051825096,3.1297533507669284,1.8311902674145033,-9.228144742205899,-9.228144742205899,0.7690120618504915,0.7690120618504915,0.11709271894296755,0.11709271894296755,4.12673232920875,6.926739974749602,32.6475439343987,0.0,0.0,0,0.0,0.0,0.0,0.0
8,8,2.5813691449955987,2.242817644916351,0.33469863261643523,2.2633093287230897,0.8535980038643933,2.0287251974208313,1.6696712681620585,0.932088986344752,0.9226857508146481,1.9785118670869224,0.8424300859633471,1.5467653543000321,-6.7202137527717705,-9.228144742205899,0.5600178127309808,0.7690120618504915,0.010245081640864313,0.11709271894296755,5.695557558479273,6.926739974749602,32.6475439343987,0.0,0.0,0,0.0,0.0,0.0,0.0
9,9,1.4185542257093975,0.9208431984544869,2.304828695571597,1.2362602542613503,2.5229414464750337,2.2576426775342613,1.5120593256643335,2.7804042939420373,0.10064797488317569,1.1891042788740374,0.05155332128870362,0.40061782907553795,-7.384596118056256,-9.228144742205899,0.6153830098380213,0.7690120618504915,0.00048159887095872633,0.11709271894296755,5.450039677609325,6.926739974749602,32.6475439343987,0.0,0.0,0,0.0,0.0,0.0,0.0
10,1,0.01,0.01,3.141592653589793,1.779672425103389,2.579990837253991,1.6188028033305404,0.01,0.27712223043142836,0.01,2.082719313925656,3.141592653589793,3.141592653589793,-5.682031693021484,-9.228144742205899,0.4735026410851237,0.7690120618504915,0.00464102111513437,0.11709271894296755,6.485061611708879,2.9385620756641377,17.899141894314766,2.1319651828478915e-05,0.00971905680444745,272,18.26226305961609,2.3791615962982178,0.12173199653625488,20.76322889328003
11,2,0.9891732308193616,1.5512115866684109,2.5250899621541034,0.34413473997579064,0.568920172235082,1.5769511050767102,0.9366874696868567,1.4098293897624476,0.9313756806647276,1.1872578189538079,3.141592653589793,1.615823515353032,-6.458952044917172,-9.228144742205899,0.5382460037430977,0.7690120618504915,0.0006302835281743501,0.11709271894296755,4.087550198486376,1.8949966460672425,20.72496378123774,5.033725734488374e-05,0.00996009820064918,80,5.638096570968628,2.588747501373291,0.1561112403869629,8.38299560546875
