,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,BETA_3,GAMMA_3,BETA_4,GAMMA_4,BETA_5,GAMMA_5,BETA_6,GAMMA_6,BETA_7,GAMMA_7,BETA_8,GAMMA_8,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance,corr_length,const_kernel,noise_kernel,std_energies,average_distances,nit,time_opt_bayes,time_qaoa,time_opt_kernel,time_step
0,0,1.6368614679419422,1.3227821826274628,1.4144173526782355,2.4257727726448497,3.12470375445166,2.3952186058035476,2.38735695394368,2.18793651105138,0.30789033648707376,2.8286913954317767,0.7451823643491536,2.4418350803977265,0.5001106747934468,2.5233579556268846,1.9209987972283762,0.9982582899051152,2.705548231824298,1.421401600443798,-7.921376307807926,-7.921376307807926,0.6601146923173272,0.6601146923173272,0.0022106600109497,0.0022106600109497,3.8001352650677163,10.532446364969335,46.20447461226458,9.999999999999997e-06,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,1.0507255211402569,1.2435961285141397,0.46232845890676333,0.5513109456627959,0.9871661462221888,1.555686980780771,1.0499450715095613,0.9901607852497418,1.8177686898119993,0.9822191486139983,2.8684565615738613,2.822634549948719,2.9200338614777483,3.141216961559078,2.357641033210866,0.4995721974521602,1.1989865525961514,2.726674588371713,-6.381092239598986,-7.921376307807926,0.5317576866332488,0.6601146923173272,0.0021093322218965543,0.0022106600109497,5.978514233030133,10.532446364969335,46.20447461226458,9.999999999999997e-06,0.0,0.0,0,0.0,0.0,0.0,0.0
2,2,2.262800322086259,0.537218627505053,3.0949198402602818,0.7307322943444173,1.7484898510786524,2.8913973495335012,0.5625643699680086,1.7888120647344863,0.6989881113218803,2.3564810369996403,2.669854233196829,0.5623521509874057,1.8844034212740919,0.9703893504258791,1.5489191851092918,1.624358935722288,0.8342725341396888,2.2174524647410516,-6.647410269088023,-7.921376307807926,0.5539508557573353,0.6601146923173272,0.018931184323027463,0.018931184323027463,7.185471255975088,10.532446364969335,46.20447461226458,9.999999999999997e-06,0.0,0.0,0,0.0,0.0,0.0,0.0
3,3,0.19807554387714219,1.908859349375166,2.027948270784445,1.8137549891558415,1.969931792005718,1.0514456737563271,2.927327451924648,2.9963417577304874,3.07210619541029,2.627717044385446,2.4817380549338184,1.045861242443021,2.3162968593992668,2.3973657369603387,2.57836840388618,3.0808317780625005,1.4535205001971372,2.891712264014615,-6.702899737294825,-7.921376307807926,0.558574978107902,0.6601146923173272,0.01002264510355201,0.018931184323027463,5.434996904689285,10.532446364969335,46.20447461226458,9.999999999999997e-06,0.0,0.0,0,0.0,0.0,0.0,0.0
4,4,3.022443266031945,0.09979595661825119,2.6366177626591094,2.846909479480737,2.20472137070558,1.9754889332486743,2.5751364552033578,0.5884474323705764,1.978866666605939,0.3708771024970887,0.5106709702334792,0.7762224200553666,2.678277356140754,0.6493074376300817,1.1632785660601774,0.8235613010088946,2.2018268170306112,0.19157458515927406,-7.589285318219783,-7.921376307807926,0.6324404431849819,0.6601146923173272,0.004297325576662954,0.018931184323027463,3.8232411069827705,10.532446364969335,46.20447461226458,9.999999999999997e-06,0.0,0.0,0,0.0,0.0,0.0,0.0
5,5,0.43857846360043623,1.5961638627591574,0.9733791807238942,0.22064663830300585,2.5187623959058345,2.7696612418206814,0.6916687989034772,0.9002305306309687,1.1357766649080043,1.8659467438048178,1.307093485451522,1.9425690624749083,1.5320200127582126,1.7238873151893,1.8081161906208982,2.0481107405735584,1.7157140057386342,0.9162008501879969,-6.062646462227759,-7.921376307807926,0.50522053851898,0.6601146923173272,0.00034766870717959654,0.018931184323027463,5.542831936944211,10.532446364969335,46.20447461226458,9.999999999999997e-06,0.0,0.0,0,0.0,0.0,0.0,0.0
6,6,2.557746171895809,0.8622014615499012,2.375253311962737,1.5578652667119066,0.9486181092548754,0.5752025183068366,0.21616051570908576,1.2851490097001634,2.2366474656730824,0.17268591998182944,1.7465433414517721,0.11428421374614856,0.054232210981229476,1.4701684876872179,0.07461899649725091,2.703486833166165,2.9555591761976094,1.031692442878827,-3.4546513994466688,-7.921376307807926,0.28788761662055573,0.6601146923173272,3.7949432063124494e-05,0.018931184323027463,5.237064017852887,10.532446364969335,46.20447461226458,9.999999999999997e-06,0.0,0.0,0,0.0,0.0,0.0,0.0
7,7,1.4187916729771977,2.925269820550921,1.6705854142934822,1.2608480796548667,0.3109255316637317,0.9028050681515974,1.8220537704262036,0.2595207282910421,2.8130993626211853,2.1340930943567202,0.13496702863817117,1.2983136801885282,2.0926645018618655,2.087371799863328,0.505811995721915,2.30221878990009,2.269358308892581,0.3416487889282921,-6.240756043802602,-7.921376307807926,0.5200630036502168,0.6601146923173272,0.02507360654757556,0.02507360654757556,8.710719815177896,10.532446364969335,46.20447461226458,9.999999999999997e-06,0.0,0.0,0,0.0,0.0,0.0,0.0
8,8,0.8318238470918136,2.607100497583083,0.8424919404917847,1.9440710595953854,0.5640886894672501,1.6161895780360833,1.4176179368050228,2.601285184140893,0.46878051124738085,0.8504814665703642,2.047319637881793,1.8731565776756736,0.9360142760355109,0.15719633939549957,0.8000461877551562,0.06225459234833172,0.31685768111638235,2.0277215324642555,-6.84087412020517,-7.921376307807926,0.5700728433504308,0.6601146923173272,0.009700348829874072,0.02507360654757556,4.518047765390328,10.532446364969335,46.20447461226458,9.999999999999997e-06,0.0,0.0,0,0.0,0.0,0.0,0.0
9,9,2.0484673023572277,2.328005778589698,0.09468495940552615,2.66410600467395,1.399475691339068,0.16915258690540316,2.009457085690339,2.4375707864903116,1.4027403113068235,1.3652321647041592,1.2027883233677044,2.8314500262046742,1.028876359268827,0.337147693031819,3.0495406239335416,1.4369124233685207,0.55444662506111,1.87433368018558,-8.168082917668988,-8.168082917668988,0.6806735764724157,0.6806735764724157,0.06369028841748653,0.06369028841748653,4.730218607399493,10.532446364969335,46.20447461226458,9.999999999999997e-06,0.0,0.0,0,0.0,0.0,0.0,0.0
10,1,3.141592653589793,2.346048353016152,1.9017964814078692,3.141592653589793,3.141592653589793,3.141592653589793,3.141592653589793,2.3173601987228016,0.01,3.141592653589793,0.01,3.141592653589793,3.141592653589793,0.01,3.141592653589793,0.01,0.01,1.234489377328889,-7.991255735546474,-8.168082917668988,0.6659379779622062,0.6806735764724157,0.031775355291175034,0.06369028841748653,5.153570368191623,16.436987341227553,39.91509465993933,0.8344045520076885,1.2030623163841421e-05,0.009991973698970834,735,95.96818947792053,22.874459266662598,0.24811792373657227,119.09082341194153
11,2,2.406814037091199,2.054746794300897,0.01,3.141592653589793,3.141592653589793,3.141592653589793,3.141592653589793,3.141592653589793,0.01,3.141592653589793,0.01,3.141592653589793,3.141592653589793,0.01,3.141592653589793,0.01,0.01,2.0336517564906766,-8.060452524223624,-8.168082917668988,0.6717043770186354,0.6806735764724157,0.04241910368691442,0.06369028841748653,5.415160351015686,16.667680182104064,37.8027784109334,0.7654323339376992,1.9328673374608506e-05,0.009996680666539175,810,103.01390194892883,21.733168363571167,0.35469532012939453,125.10182166099548
12,3,2.2816387130653144,2.0973969011544624,0.01,3.141592653589793,3.141592653589793,3.111151005571743,3.141592653589793,3.141592653589793,0.01,3.141592653589793,0.01,3.141592653589793,3.141592653589793,0.01,3.141592653589793,0.01,0.01,1.7668203891060996,-5.79051913907534,-8.168082917668988,0.4825432615896117,0.6806735764724157,0.006023781870558331,0.06369028841748653,6.938898311401104,30.685942930419078,43.18684224925036,1.3707689287913045,1.1121616792412979e-05,0.009961510549906438,826,101.63854932785034,20.79157781600952,0.3626077175140381,122.79278707504272
13,4,3.141592653589793,3.141592653589793,0.01,3.141592653589793,3.141592653589793,3.141592653589793,3.141592653589793,3.141592653589793,0.01,3.141592653589793,0.01,3.141592653589793,3.141592653589793,0.01,3.141592653589793,0.01,0.01,2.712788440748943,-7.201883654469754,-8.168082917668988,0.6001569712058129,0.6806735764724157,0.0027328857952923055,0.06369028841748653,3.9754977357280694,31.507023859318668,42.825859465232924,1.2633468050251953,4.061159639954505e-05,0.009914513207612876,885,110.26789736747742,23.788208961486816,0.46010351181030273,134.51626634597778
14,5,3.141592653589793,3.141592653589793,0.01,3.141592653589793,3.141592653589793,3.141592653589793,3.141592653589793,3.141592653589793,0.01,3.141592653589793,0.01,3.141592653589793,3.141592653589793,0.01,3.141592653589793,0.01,0.01,2.6536377247102694,-7.2179686891628885,-8.168082917668988,0.601497390763574,0.6806735764724157,0.0027637330286307206,0.06369028841748653,3.9562864852105974,31.60264122614052,42.33126469782405,1.1653321999954018,5.326428365562583e-05,0.009744683080242457,792,97.69355607032776,20.67911982536316,0.48065185546875,118.85338163375854
15,6,3.141592653589793,3.141592653589793,0.01,3.141592653589793,3.141592653589793,3.141592653589793,3.141592653589793,3.141592653589793,0.01,3.141592653589793,0.01,3.141592653589793,3.141592653589793,0.01,3.141592653589793,0.01,0.01,2.5663396485591883,-7.272848901777255,-8.168082917668988,0.6060707418147713,0.6806735764724157,0.0030187816231802074,0.06369028841748653,3.9402004420195382,31.08596481010068,41.68604405317024,1.075802071307252,2.1502512688990073e-05,0.010000372988538744,841,106.54401874542236,20.686442136764526,0.37757015228271484,127.60808539390564
16,7,3.0058439700826725,3.141592653589793,0.01,3.141592653589793,3.141592653589793,3.141592653589793,3.141592653589793,3.141592653589793,0.01,3.141592653589793,0.01,3.141592653589793,3.141592653589793,0.01,3.141592653589793,0.01,0.01,2.4611224924041744,-7.73418035618642,-8.168082917668988,0.6445150296822016,0.6806735764724157,0.005543241450913676,0.06369028841748653,3.661783196872527,28.93104213164969,40.876071233025385,0.9932654152437855,1.3015261430196384e-05,0.009980937153312332,845,105.43680810928345,21.564560174942017,0.47550439834594727,127.47699975967407
17,8,3.0565213063915495,3.141592653589793,0.198235091366278,3.141592653589793,3.141592653589793,3.141592653589793,3.141592653589793,3.141592653589793,0.01,3.141592653589793,0.01,3.141592653589793,3.141592653589793,0.01,3.141592653589793,0.01,0.01,2.473151147419858,-6.9106619909047975,-8.168082917668988,0.5758884992420664,0.6806735764724157,0.002380617370929108,0.06369028841748653,4.384321891041793,29.68034940964762,40.31910779256207,0.9493578938587152,7.585333415008778e-06,0.009887042575234357,893,110.4132969379425,20.879711866378784,0.3604109287261963,131.6534926891327
18,9,2.546036329579027,3.141592653589793,0.38784264458152373,3.141592653589793,3.141592653589793,3.141592653589793,3.141592653589793,3.141592653589793,0.01,3.141592653589793,0.01,3.141592653589793,3.141592653589793,0.01,3.141592653589793,0.01,0.01,2.111679138861216,-6.322529366759158,-8.168082917668988,0.5268774472299299,0.6806735764724157,0.0009594823446312375,0.06369028841748653,4.593095764592867,33.909485870438786,41.15149389407978,0.9731511047979278,1.0728063962705066e-05,0.01142232365532567,900,111.33617997169495,21.39575481414795,0.43381810188293457,133.16581058502197
19,10,3.141592653589793,2.6618637958062803,0.01,3.141592653589793,3.141592653589793,3.141592653589793,3.141592653589793,3.141592653589793,0.01,3.141592653589793,0.01,3.141592653589793,3.141592653589793,0.01,3.141592653589793,0.01,0.01,2.921339986011344,-7.2764041879841725,-8.168082917668988,0.6063670156653477,0.6806735764724157,0.0030154222274140045,0.06369028841748653,3.9237106140886837,32.77533604509729,40.37903912698302,0.9124018434579112,1.674353698760248e-05,0.014641518165372947,900,110.25000023841858,21.160874605178833,0.3136582374572754,131.7245900630951
20,11,3.141592653589793,2.163457409150154,0.01,3.141592653589793,3.141592653589793,3.141592653589793,3.141592653589793,3.141592653589793,0.01,3.141592653589793,0.01,3.141592653589793,3.141592653589793,0.01,3.141592653589793,0.01,0.01,2.880123907860393,-7.219034717136295,-8.168082917668988,0.6015862264280246,0.6806735764724157,0.0027220975882495963,0.06369028841748653,3.953758134098152,31.803948061120767,39.52276680127115,0.8588038338638107,1.3048791670942317e-05,0.012338568247821162,900,110.53920841217041,23.07577610015869,0.3786163330078125,133.99365520477295
21,12,3.1035644111993097,1.6074030047400203,0.01,3.141592653589793,3.141592653589793,3.141592653589793,3.141592653589793,3.141592653589793,0.01,3.141592653589793,0.01,3.141592653589793,3.141592653589793,0.01,3.141592653589793,0.01,0.01,2.5945559985338558,-7.519716752520954,-8.168082917668988,0.6266430627100795,0.6806735764724157,0.003971628312753454,0.06369028841748653,3.7320304796336714,6.477066185637731,16.709424386907155,0.4343600567584859,6.077364609667113e-06,0.011920644747797216,900,112.2150673866272,21.71078610420227,0.4243738651275635,134.35028433799744
22,13,3.141592653589793,0.8074247683812049,2.5699944997912616,3.141592653589793,2.343302165383943,1.0409924077537593,3.141592653589793,0.9043717048815947,0.7507662297837562,2.7016933659873588,0.6048769180849665,3.141592653589793,1.6298119879532496,1.016113997143434,3.141592653589793,0.01,0.7709177955693653,1.8299014374968776,-6.425817263609498,-8.168082917668988,0.5354847719674581,0.6806735764724157,0.008672556061309846,0.06369028841748653,6.347103176536677,35.68086135288675,40.846942129161285,0.8091838010394544,1.2383875377764453e-05,0.009951885261850002,245,31.992077589035034,21.80412721633911,0.38802576065063477,54.18429756164551
23,14,2.3127777716894693,3.141592653589793,0.01,3.141592653589793,3.141592653589793,3.141592653589793,3.141592653589793,3.141592653589793,0.01,3.141592653589793,0.01,3.141592653589793,3.141592653589793,0.01,3.141592653589793,0.01,0.01,3.141592653589793,-7.500099342629611,-8.168082917668988,0.6250082785524677,0.6806735764724157,0.0039059098222912906,0.06369028841748653,3.7498641326943982,34.73171940022199,40.41116366883983,0.7704057514020004,4.2173708186260656e-05,0.017403777322250916,900,111.82244873046875,20.43393087387085,0.5102970600128174,132.76674938201904
24,15,1.0146467629824012,3.141592653589793,0.01,3.141592653589793,3.141592653589793,3.141592653589793,3.141592653589793,3.141592653589793,0.01,3.141592653589793,0.01,3.141592653589793,3.141592653589793,0.01,3.141592653589793,0.01,0.01,3.141592653589793,-7.499970673635679,-8.168082917668988,0.6249975561363066,0.6806735764724157,0.003906151452584863,0.06369028841748653,3.7499449304429078,34.16200083816289,40.120235236390904,0.7354531485466337,3.3382100087609146e-05,0.0151823391000062,900,110.18928790092468,20.055901050567627,0.4371674060821533,130.68242073059082
