,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,BETA_3,GAMMA_3,BETA_4,GAMMA_4,BETA_5,GAMMA_5,BETA_6,GAMMA_6,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance,corr_length,const_kernel,std_energies,average_distances,nit,time_opt_bayes,time_qaoa,time_opt_kernel,time_step
0,0,2.114406474810885,2.370861758007235,0.9113601465699787,1.0989774139411492,0.1950243870591468,0.30072467738571657,2.1711225260185034,2.8327273140978573,1.984761069364491,2.687922439639764,0.43584123164013283,2.1174087659377747,3.0470580238587215,2.8054656402364344,-7.199348569629085,-7.199348569629085,0.599945714135757,0.599945714135757,0.01667578587741807,0.01667578587741807,4.512222336299459,10.645522870124497,23.514410172575445,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,1.8724879333326736,1.3229280088037638,1.634261490685441,2.2005579510074145,2.4119142337864568,1.547897952225467,0.4897766208476104,0.7560426186009169,2.342708316300061,3.0996099360918588,2.6084569055691476,1.6969985432883188,0.17678068374851624,1.4827482098065783,-6.913063112732019,-7.199348569629085,0.5760885927276682,0.599945714135757,0.03293176948631371,0.03293176948631371,7.339193374392416,10.645522870124497,23.514410172575445,0.0,0.0,0,0.0,0.0,0.0,0.0
2,2,2.5408298342017046,0.6101886161876915,0.27782530491192514,1.7704026533278732,1.1814587127460214,2.322302367544369,2.924086511540252,1.0422060378978633,2.899243062538283,0.2682823957253215,1.6552404684956423,2.4382216333371964,0.7816236646211012,0.5670587951906692,-6.006505610107476,-7.199348569629085,0.500542134175623,0.599945714135757,0.0004276023980765741,0.03293176948631371,4.750202960372597,10.645522870124497,23.514410172575445,0.0,0.0,0,0.0,0.0,0.0,0.0
3,3,0.6951377854098427,3.107804499806839,3.0066717922562938,2.3168192977107815,1.983710334337425,1.8590898910946865,2.5202471921877523,1.798163864177918,1.1228464211436775,1.7937839367178943,2.5027793934559077,1.186059224940127,2.7260298980901787,1.708835542186014,-7.072557670856111,-7.199348569629085,0.5893798059046759,0.599945714135757,0.00028737787296808823,0.03293176948631371,5.036346049857698,10.645522870124497,23.514410172575445,0.0,0.0,0,0.0,0.0,0.0,0.0
4,4,1.240852211724268,0.9711505906564215,0.5740552224572766,0.4705301347669556,0.5247563165346051,3.0290482065610442,2.2299413138965782,0.04468685335102385,1.3846430244866306,0.8618710856520051,1.214160735026725,2.682705745376175,1.8358095478391319,1.1069824453081671,-7.050242280327763,-7.199348569629085,0.5875201900273136,0.599945714135757,0.0005703684536985191,0.03293176948631371,5.163237914870159,10.645522870124497,23.514410172575445,0.0,0.0,0,0.0,0.0,0.0,0.0
5,5,3.119476725189177,2.196859040283368,1.0961899855734243,3.018694882526732,2.5164073516830463,0.5190320665034727,0.7826863072451082,0.514292952668754,2.5861495487239075,2.3970432305829608,1.4952871010986748,0.8063461726328102,0.38473625873577827,2.35179633918375,-7.678775530082232,-7.678775530082232,0.639897960840186,0.639897960840186,0.03190614662615449,0.03293176948631371,5.200245206007452,10.645522870124497,23.514410172575445,0.0,0.0,0,0.0,0.0,0.0,0.0
6,6,2.3027093942582164,0.7609059200763326,2.7547371116743773,1.4249562244389293,0.8276568669665608,1.9525452978475286,1.1783929278275158,2.260633367487612,0.21114908494532153,0.5325334469491274,2.853600438427128,0.0506877334987412,1.406570021792005,2.8831184847785947,-6.92757296409437,-7.678775530082232,0.5772977470078642,0.639897960840186,0.016859507832262106,0.03293176948631371,4.706108856178609,10.645522870124497,23.514410172575445,0.0,0.0,0,0.0,0.0,0.0,0.0
7,7,0.36482107507777417,2.5874758209982085,1.3923309063008127,2.5973330716620415,3.1243264207613364,0.8470038026467276,0.15985589210956985,1.5370981376263302,0.5713129418415255,1.2061301751828928,0.248009369469518,3.02531355801067,1.1719288855768764,0.03324789672932161,-7.215449139582317,-7.678775530082232,0.6012874282985264,0.639897960840186,0.00011890744990459835,0.03293176948631371,4.204195080494451,10.645522870124497,23.514410172575445,0.0,0.0,0,0.0,0.0,0.0,0.0
8,8,1.5680472622170873,1.7118671104385732,2.004062275117366,0.10703499626008012,1.4764063103142806,0.9536038115425113,1.3874234934535465,1.9818437036723164,0.9294029405331105,1.456003076195082,0.8737409068331989,0.3608116600079763,2.402850958374324,2.1284239863101186,-6.9508955954756,-7.678775530082232,0.5792412996229667,0.639897960840186,0.012899786831789785,0.03293176948631371,7.414019521799283,10.645522870124497,23.514410172575445,0.0,0.0,0,0.0,0.0,0.0,0.0
9,9,0.05852215105592857,0.265681090839923,2.391771860835277,0.6635151973973838,1.881257093724196,2.780035049905846,1.7328854742526512,2.68635293794567,1.5841693725113362,1.9221851224647786,1.999308933030592,1.5660559296507823,2.1439780881949755,0.7753039359198387,-6.633125257957894,-7.678775530082232,0.5527604381631578,0.639897960840186,0.023270528618030927,0.03293176948631371,6.634444176857087,10.645522870124497,23.514410172575445,0.0,0.0,0,0.0,0.0,0.0,0.0
10,1,0.9340330030279801,3.141592653589793,0.01,3.141592653589793,0.8866192864345874,3.141592653589793,0.01,0.01,0.01,3.141592653589793,0.01,0.7861528337240764,3.141592653589793,3.141592653589793,-7.075770864662847,-7.678775530082232,0.5896475720552373,0.639897960840186,0.01064193242387373,0.03293176948631371,5.499900759017983,7.748304178533031,15.473415438067846,9.546378760974786e-06,0.009955148451691475,467,35.06698513031006,3.538330078125,0.31165266036987305,38.91700458526611
11,2,3.141592653589793,3.141592653589793,2.5877695893550796,3.141592653589793,2.649132571894455,0.01,0.01,0.01,1.5085120162661545,2.3085159368455517,0.01,2.1870290702491433,0.6982356717028148,3.141592653589793,-5.168272879856429,-7.678775530082232,0.4306894066547024,0.639897960840186,2.8909801069549643e-05,0.03293176948631371,4.335888591291376,4.6011396118085175,14.809027681615351,1.1518190817603135e-05,0.00986151342289742,326,24.38821291923523,3.804140090942383,0.37305665016174316,28.56546974182129
12,3,1.7230627418885538,2.7497308863325394,0.01,3.141592653589793,1.9126628572306157,0.3209075904926806,1.0148906897928947,1.4897732731089568,1.8460476688092176,2.29908978459307,2.4056447897101645,0.01,1.459406354336429,1.7499379211116006,-6.786210519793052,-7.678775530082232,0.5655175433160876,0.639897960840186,0.00024915021035018775,0.03293176948631371,3.935928542556539,3.7114701236480845,12.498790281339659,1.2168444520630843e-05,0.00949341447879011,147,11.269121408462524,4.224168062210083,0.2957162857055664,15.789040565490723
13,4,3.141592653589793,1.8220845537034334,0.6047601740983178,2.830117535053721,2.429849701279539,1.4452559198373855,1.1525642343763323,0.7121465545678579,2.667511186959235,2.4828538577808277,1.193934319978053,0.336606499364435,0.6695077396235509,2.508317249691614,-6.405581096615118,-7.678775530082232,0.5337984247179265,0.639897960840186,0.0009589534915135688,0.03293176948631371,7.676982507703173,3.091004431353002,13.267205187415096,2.884117284515774e-05,0.00957379747894824,86,6.969000816345215,4.37949538230896,0.29451537132263184,11.643073797225952
14,5,0.5607157647406494,2.307720882526336,1.0624672248125633,1.7214664319625883,0.19621757667743206,1.4339149481782951,0.9645100746476739,1.120702004773083,0.38699265912229847,1.5165124453350873,1.4928628551055685,2.5087047634747854,2.6947633323051843,1.463012683145498,-6.97019735624306,-7.678775530082232,0.5808497796869216,0.639897960840186,0.014641566898840908,0.03293176948631371,5.737268331180161,3.096889902438096,13.210907513831918,1.5363855661981135e-05,0.009300220978128873,71,5.588291645050049,4.4658026695251465,0.3536703586578369,10.40779972076416
15,6,2.9489134203766443,2.4159839151045635,1.3757937416257549,2.8828232597953365,2.39229045652295,0.01,0.7440628575627763,0.5271765393585582,2.6636240917117058,1.9662657185446888,2.310123814420233,1.0899609789568516,0.14645066757619907,1.7674129110684305,-7.4191599014151555,-7.678775530082232,0.6182633251179296,0.639897960840186,0.01853324524781188,0.03293176948631371,4.447097393640384,2.9023366157172585,12.072298818120204,2.775337709682964e-05,0.009902645121118481,98,7.625410556793213,4.477135896682739,0.39335012435913086,12.495935678482056
16,7,2.711264630661433,2.0523472484478007,1.1076111977202057,3.1249153519744945,2.475910704332063,0.01,0.738266095526623,0.6586524725712779,2.3058435923644005,2.597323589780418,1.61929969105277,1.0710972783629358,0.4607559261770363,2.240339591656341,-6.923909608856307,-7.678775530082232,0.5769924674046922,0.639897960840186,0.013204974859635165,0.03293176948631371,5.633163579218646,2.6453066397531884,12.929418395736548,3.70189987533158e-05,0.009990051570539088,103,8.057904243469238,4.3196797370910645,0.3007690906524658,12.6784086227417
17,8,3.141592653589793,3.141592653589793,1.4043248735902567,2.606206847178196,2.3597047830515936,1.0983249619667508,0.28169807020840915,0.47243429384876,2.7908357007389366,1.8463166757435967,1.8960206658210987,0.7599433814961304,0.3647913605652597,2.0002694315752794,-6.669661278621596,-7.678775530082232,0.5558051065517996,0.639897960840186,0.0018448952449351135,0.03293176948631371,5.092614925915733,2.3490347264923455,12.58153797807398,4.238879712785146e-05,0.009818384709749176,97,7.383533954620361,4.28674840927124,0.35399389266967773,12.02431321144104
18,9,0.710990490007323,2.2054667610188052,1.340111540191525,1.8572888805625563,2.2320477017482627,1.938136505573248,1.5832288634095462,1.4172868012996482,0.4532855700141332,1.4210691595339164,1.0743036777579997,2.169650116289432,1.865899011162018,0.8382402843020216,-6.939768051825683,-7.678775530082232,0.578314004318807,0.639897960840186,0.0048744746825437136,0.03293176948631371,4.598082300581346,2.429595508953171,12.834985258550985,2.155915395778318e-05,0.009907119344178218,78,6.0501868724823,4.544342756271362,0.3195626735687256,10.91413140296936
19,10,1.5187525981314105,2.2036812625416458,1.5281641216063648,1.1378078175225832,0.18491797784306874,1.2531771531224132,2.247377978637881,2.049807776659103,1.4072864024321126,2.0634871136150084,1.5666800691600067,1.4614741089570866,3.08731128319409,2.525877812406993,-6.965843992421214,-7.678775530082232,0.5804869993684345,0.639897960840186,0.0024057592485188413,0.03293176948631371,6.141631267897694,2.4956586302885193,12.937393402602002,1.904655029405747e-05,0.009444694468321312,76,6.009844779968262,4.498096227645874,0.30471134185791016,10.812689304351807
20,11,0.01,2.2983126891869325,1.2625710726704642,2.154217724544987,2.5189314246215524,1.160527142935704,0.09938241976161101,1.631357892830354,0.8138401259813449,1.023959381843137,0.41495553372397526,2.746870297155476,1.7846676224333953,0.01,-6.698383727311389,-7.678775530082232,0.5581986439426158,0.639897960840186,0.011251928398368367,0.03293176948631371,3.8992991130196373,2.4912480367706085,12.720340020362809,2.6565085989883807e-05,0.009943209339165931,100,7.825838327407837,4.354827165603638,0.3266181945800781,12.507319211959839
21,12,3.141592653589793,2.1401329156557525,1.3270721915063546,3.0050113603786897,2.640230496693258,0.3896416555345791,1.1993249712922476,0.216577394033319,2.7486890962791612,2.051469907734509,1.8020317547138762,0.7262383962576369,0.01,2.225064107644668,-6.777008608832043,-7.678775530082232,0.5647507174026702,0.639897960840186,0.001321654127495599,0.03293176948631371,4.315605919511995,2.172000454354986,12.020837439046412,7.440802947911175e-05,0.009263473782915385,111,8.443503379821777,4.392483949661255,0.31700992584228516,13.153055191040039
22,13,3.141592653589793,2.1934869272753197,1.039385498182763,2.6643355027903,2.020366859969256,0.4600365616476356,0.35824078648568525,1.2649389777403683,2.5336013908543915,2.127748044650238,2.048625152124906,1.430985836043397,0.8272256762255459,1.658473156571384,-3.7491663015265746,-7.678775530082232,0.31243052512721453,0.639897960840186,0.00045197748847921964,0.03293176948631371,6.29567722241384,1.5704473861150559,16.369175458101033,5.229207941583226e-05,0.009519794034383071,86,6.671288967132568,4.5554070472717285,0.4903883934020996,11.717125177383423
23,14,1.8341132045952102,3.0194997847640463,1.3158750154955856,2.8923657380399987,2.5043926601599984,0.47019746708843785,0.5491263191544452,0.02774626771771392,2.2041793670226446,2.5344459393251153,2.0250493310440056,0.4490683266668673,0.11746072540231008,2.191888671508166,-4.590529756919192,-7.678775530082232,0.3825441464099327,0.639897960840186,0.0022720688461157837,0.03293176948631371,5.832940695355806,1.339475273975673,16.562874254635187,5.5245717218079344e-05,0.009535269960380297,91,7.29852032661438,4.3945887088775635,0.4460716247558594,12.139238119125366
24,15,0.9526290612165719,1.3026835230313616,1.9094966780230882,1.6370511652251376,1.3065737618890436,2.219263462450565,1.8023625381817014,1.5122677673526865,0.9083137792141696,1.66021527239036,1.7563624203627732,1.1158658248088031,1.9018879376556532,2.1816780315698634,-6.731641520663816,-7.678775530082232,0.5609701267219847,0.639897960840186,0.002955300201593596,0.03293176948631371,6.053923801856833,1.3738450120063361,16.70897438699255,2.9124781573706627e-05,0.00918532019771254,71,5.759962797164917,4.41659140586853,0.5218625068664551,10.698448419570923
