,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,BETA_3,GAMMA_3,BETA_4,GAMMA_4,BETA_5,GAMMA_5,BETA_6,GAMMA_6,BETA_7,GAMMA_7,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance,corr_length,const_kernel,std_energies,average_distances,nit,time_opt_bayes,time_qaoa,time_opt_kernel,time_step
0,0,2.319519685770689,2.2343033080902646,2.585520227324156,2.444748404700821,2.73443353496248,0.9890757062238186,3.139943774680147,2.8844173653971295,2.5788237114827215,1.116098895367589,1.7940581799911912,2.4280825627292324,2.7486186153987022,2.3758943538929365,1.7309516300404513,2.341941298718046,-5.88035627970043,-5.88035627970043,0.4900296899750358,0.4900296899750358,0.005612288993648156,0.005612288993648156,6.989071386229625,18.968938238443997,53.268806850747396,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,0.3245683932929886,2.580203963931796,1.3809551363814863,1.5792535588365093,0.5688926169531003,0.5861466478933681,1.0708146089584951,2.501513275940249,2.190941247624312,2.3540319181741007,2.6824366518340166,2.541213802166809,2.0050668259118685,2.6674326837136224,0.48071801071373654,2.7509217970833495,-7.22969806338483,-7.22969806338483,0.6024748386154025,0.6024748386154025,0.0044273081033904755,0.005612288993648156,4.752548110660172,18.968938238443997,53.268806850747396,0.0,0.0,0,0.0,0.0,0.0,0.0
2,2,0.9457843877024218,0.5760660166540262,0.7327615254967649,1.5129744724850578,3.0258689340381384,2.514104710374134,1.3158591895172935,2.153743938841101,0.23935806373121055,0.047475094746455164,0.7898320805717834,0.05786631655836534,0.12282590732173028,1.6566631472134026,1.5471436303297779,2.032650655957043,-6.57103832851215,-7.22969806338483,0.5475865273760124,0.6024748386154025,0.0026363704125108175,0.005612288993648156,6.034792321239053,18.968938238443997,53.268806850747396,0.0,0.0,0,0.0,0.0,0.0,0.0
3,3,1.1036234809464138,1.6160875930703826,0.2100260780375028,2.014787974476798,0.930922595288707,3.0202021635241794,0.8483159711984691,1.8419191553410557,1.3201524859183726,3.02276556926382,1.2692923583410232,2.95683128843869,1.073158089485705,1.0628425208947025,2.303437461467519,0.902257130769236,-7.658302274629456,-7.658302274629456,0.6381918562191213,0.6381918562191213,0.008205538982755278,0.008205538982755278,5.546812968610439,18.968938238443997,53.268806850747396,0.0,0.0,0,0.0,0.0,0.0,0.0
4,4,1.4379080848825787,1.1876153871428974,0.5102724593754764,0.6060347477050875,0.020074943898717675,0.8821472896893561,1.6785861073367705,0.8553984640618676,2.2415488034956943,1.6815769111859171,0.5951018185298069,0.3716756772191453,2.219354847793762,2.858522736252709,2.6500205584262586,1.843403459894953,-6.93879985066699,-7.658302274629456,0.5782333208889158,0.6381918562191213,0.05367942291971435,0.05367942291971435,6.428143403576058,18.968938238443997,53.268806850747396,0.0,0.0,0,0.0,0.0,0.0,0.0
5,5,0.2628875386662748,0.0325770028019634,2.3423079657556487,0.2666175775859899,1.2989457192727891,0.12224514147639962,2.3368690823983997,0.5184805083919929,3.0128981993340744,2.7534351223259668,2.50335613093005,1.6145595539126563,0.8030037449932397,0.15166222868848772,0.8485893706605454,1.0273527014882542,-8.648587043970313,-8.648587043970313,0.720715586997526,0.720715586997526,0.11376967707614247,0.11376967707614247,5.180486455617128,18.968938238443997,53.268806850747396,0.0,0.0,0,0.0,0.0,0.0,0.0
6,6,2.820542754681189,0.8329245295429871,2.192610381620098,2.7899485877858727,2.2124026919815614,1.996130990512008,0.18905812758780824,1.411782259362618,0.3629902401652617,0.8416850364717382,2.017259767150978,1.0485349653434917,1.4644952094837538,2.039554356832813,0.0835149569935959,2.8568747275409314,-6.782988345494669,-8.648587043970313,0.5652490287912224,0.720715586997526,0.012049083217934981,0.11376967707614247,4.117703361134254,18.968938238443997,53.268806850747396,0.0,0.0,0,0.0,0.0,0.0,0.0
7,7,3.0942861015638035,2.8492837224229737,3.1399708437756395,2.9057907717312825,1.9482908707769646,2.7856044583222213,0.5051349711417913,1.007332004339693,1.8844864368764447,0.43950984881807786,0.07481655917670857,1.4151445016717696,1.6616491208528568,0.5654119192164995,3.079423916726186,0.5226019616515641,-7.654844993235416,-8.648587043970313,0.6379037494362847,0.720715586997526,0.007422373456719685,0.11376967707614247,4.982697601577833,18.968938238443997,53.268806850747396,0.0,0.0,0,0.0,0.0,0.0,0.0
8,8,1.8327729323599753,1.4674239807533618,0.9657232268953347,1.0830926087825514,1.1561415952703593,1.8039251416876807,1.903974870010151,2.689240918629649,0.9556173614883525,1.4143556264616768,2.978384651493958,0.6687178243054807,2.9089881545689855,0.7676409718042005,2.0685056123257195,0.048146600456376004,-7.12876644304189,-8.648587043970313,0.5940638702534908,0.720715586997526,0.004853011350818109,0.11376967707614247,7.209136388555599,18.968938238443997,53.268806850747396,0.0,0.0,0,0.0,0.0,0.0,0.0
9,9,2.0732040516201615,1.913144146536975,1.8674367429645105,0.8148202946973033,1.7262647128178232,1.278001220064691,2.749830648539621,0.07074063815179918,0.7376345720488713,1.9775527625288993,1.0654650412039621,1.8978616197993774,0.5321362493527869,1.4510726451152687,1.1990933661800294,1.5599178820951112,-7.877015790868352,-8.648587043970313,0.6564179825723627,0.720715586997526,0.0246905109219614,0.11376967707614247,4.699094019249728,18.968938238443997,53.268806850747396,0.0,0.0,0,0.0,0.0,0.0,0.0
10,1,0.01,3.141592653589793,3.141592653589793,0.01,0.01,0.01,0.01,0.01,2.482589067746646,3.141592653589793,3.141592653589793,3.141592653589793,0.01,0.01,0.01,0.01,-7.285451272115078,-8.648587043970313,0.6071209393429232,0.720715586997526,0.0029449120347629755,0.11376967707614247,3.867572979431678,6.427765797446654,15.349459033828253,6.823883294171222e-05,0.013249643708258478,800,88.98479413986206,3.2984232902526855,0.16092514991760254,92.44422364234924
11,2,0.21920786559926836,0.01,2.5733871863986924,0.9455699219139848,0.6958008518856575,1.2049808022116695,2.5240800402901207,0.01,2.642053927761745,3.141592653589793,1.8076615235389204,1.4098676178962999,0.3070009273445159,0.01,1.0361480081288599,1.0281877132042119,-4.987240143322538,-8.648587043970313,0.41560334527687814,0.720715586997526,0.0024976295102328624,0.11376967707614247,8.26127138936366,2.8026756361402922,20.334665159869918,1.3010357216324424e-05,0.009637092110653176,180,18.799793004989624,3.7457022666931152,0.16907715797424316,22.714616298675537
12,3,0.99463863427383,0.8596901657851252,1.4830547403370142,0.01,2.3643469559553285,0.01,1.2047380058854993,0.9920383018599788,2.808006934269575,1.9373967032485544,2.8799885250910875,2.3669495156377325,1.2550534803678461,0.5018444609127451,0.9679857992413361,0.839434804870076,-6.440611019134518,-8.648587043970313,0.5367175849278765,0.720715586997526,0.0014119307996399422,0.11376967707614247,5.223402361677998,2.053201973927668,18.668081964602386,2.91150116883289e-05,0.009807711573288885,127,14.323909282684326,4.249551057815552,0.1713271141052246,18.74483299255371
13,4,2.000845032326629,2.6794310092252798,1.661875725295314,1.6126980764397316,1.0483184483629844,1.7867203501997013,1.1861308887008075,1.5092351679130334,0.6789566108708528,1.6802995283185835,1.0529735806621734,1.820612250023481,1.2914066658505923,1.536472393967693,1.9122960555197888,1.2091560286601981,-7.640108493532914,-8.648587043970313,0.6366757077944095,0.720715586997526,0.00900866017102836,0.11376967707614247,3.062610421114769,2.1387316439818997,18.75242597121192,3.17302278938554e-05,0.009696234924417114,77,8.778927087783813,4.1601316928863525,0.20631623268127441,13.145453453063965
14,5,0.18138921481677245,0.27982640111472945,2.4454949581311087,0.01,1.1764865222324368,0.01,2.538548395389707,0.9476501408892676,2.9991138225333662,2.6583218185052884,2.88158195171451,1.5263318385845632,1.1493975145832784,0.4584688059010817,0.6356151086972162,1.1770064293091786,-5.035351272255077,-8.648587043970313,0.4196126060212564,0.720715586997526,0.000402623781788302,0.11376967707614247,7.285788581372362,1.3417864483145252,23.1678587418515,7.911979787498319e-05,0.009892646197885971,141,15.489866971969604,4.119764566421509,0.17206645011901855,19.781757593154907
15,6,0.49201333863375807,0.01,2.071211924054846,0.4754890803908735,1.6165481397459294,0.01,1.8686071394029728,0.1948201158985287,3.0140069513508028,2.666481475418546,2.1653930589557033,1.8412141666638688,0.5653495913699609,0.01,1.114007686382833,0.860494978104829,-7.312803866759456,-8.648587043970313,0.6094003222299547,0.720715586997526,0.0005784974903855161,0.11376967707614247,4.113579953703166,1.1422213752529897,22.97476604450073,0.00023484828247922928,0.009552107353692038,141,16.682903289794922,4.18705940246582,0.16401386260986328,21.034029483795166
16,7,1.6639987730670578,1.4855186991945162,1.1920963164686844,1.585755289162887,1.6929004686959679,1.7954161723908393,1.3434322845457698,1.451885622608925,1.5917456454173455,1.5955587995272302,1.6618650176677683,1.723999548380423,1.556431913394048,1.5044225122300319,1.6284782435906822,1.4970636881183974,-6.598867804891244,-8.648587043970313,0.5499056504076036,0.720715586997526,0.00011614375666999072,0.11376967707614247,2.8320989758002284,1.178128779682862,23.5669599103393,4.686115770422323e-05,0.008733690458168568,77,9.477882385253906,4.915106773376465,0.23812437057495117,14.631166934967041
17,8,2.094785293921153,2.152414170428565,1.8757253211973466,0.8990030001009711,1.6236933209715334,1.264582971011709,2.3466997007234136,0.3658714656466969,0.7017806807067014,1.8628806339477897,1.077477254515955,1.9125544482679027,0.6643952768034421,1.4622236830539568,1.316405906833257,1.4638282318404658,-7.03261726750243,-8.648587043970313,0.5860514389585358,0.720715586997526,0.0074175240347985555,0.11376967707614247,5.1056311912087935,1.1880160957558648,23.675667525109606,0.00014224973055401493,0.009944231477064238,78,9.420399904251099,4.325333595275879,0.23810386657714844,13.984001874923706
18,9,1.9516975772131446,2.6316574945505997,1.575798434590656,2.1022501195397423,0.8978707966674129,2.33732509908042,0.8325504406456555,1.9351955430209862,0.968523314773132,1.6954350763896844,1.0554212315923142,1.7978171947851491,1.6479425172421474,1.3669203518712,2.331061068221467,0.9574005716636604,-7.178597517216969,-8.648587043970313,0.5982164597680807,0.720715586997526,0.009522559974119004,0.11376967707614247,4.1974460886908815,1.200585986940824,22.990102688842878,0.00010552027600319673,0.009840069842999085,68,8.090237379074097,4.902384281158447,0.22329282760620117,13.21601414680481
19,10,1.1365667848936833,1.837814300391104,0.34660463753101367,1.799517412597816,0.8833096265083616,2.6666417300590344,0.9326004783872093,1.842338173895045,1.1940378410106138,2.882753981702919,1.3883231526060476,2.83857134464168,1.12691257831257,1.2165302745843611,2.117324992553873,0.9963132402726905,-7.790007971422374,-8.648587043970313,0.6491673309518645,0.720715586997526,0.026371059600320518,0.11376967707614247,4.156289090675742,1.2262029521253583,22.38311994113701,0.00012643855145153863,0.009755385269158418,72,8.761467456817627,4.459558963775635,0.19382548332214355,13.41489839553833
20,11,1.0756930623507233,2.1216447453336613,0.45884672431080914,1.6359798132603875,0.724777775922971,2.2618538475169423,0.9166169063915405,1.8588790431950115,1.131210576091983,2.8324633528451844,1.5546810599943879,2.811147289458515,1.1897301004462861,1.4290978696424739,1.8698578957199448,1.1576130232275534,-6.455942768065753,-8.648587043970313,0.537995230672146,0.720715586997526,0.002015545859361098,0.11376967707614247,7.400565683007969,1.1797381359677896,22.19792121639085,7.431505667016372e-05,0.009389859465599556,80,9.87700366973877,5.497185230255127,0.2765183448791504,15.650789260864258
