,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,BETA_3,GAMMA_3,BETA_4,GAMMA_4,BETA_5,GAMMA_5,BETA_6,GAMMA_6,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance,corr_length,const_kernel,std_energies,average_distances,nit,time_opt_bayes,time_qaoa,time_opt_kernel,time_step
0,0,2.964057392806696,0.1882677451995915,2.4858140328007945,3.032588317288773,1.3811650129216373,1.882174127265832,0.049260032422377587,0.055705741485821664,0.9356035204083729,1.950829298273124,1.5179260097817813,2.2974330487160537,0.9009380301327513,1.3592091921034204,-7.220970590968027,-7.220970590968027,0.6017475492473355,0.6017475492473355,0.003178309296608871,0.003178309296608871,3.9928355987169084,13.671258018175767,27.792713949428393,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,0.33611346443356094,1.5804984170004792,1.3680792682672178,0.8982486473426808,3.0179227254065055,0.5492617541527681,0.33704171101827857,2.734690708056399,2.965886194111472,2.7008631716534146,2.4718303049780186,2.7079480190219036,2.587483935217674,2.0725923865763667,-7.101719216225169,-7.220970590968027,0.5918099346854307,0.6017475492473355,0.009889814599570721,0.009889814599570721,4.942042795105408,13.671258018175767,27.792713949428393,0.0,0.0,0,0.0,0.0,0.0,0.0
2,2,1.6762219350604644,2.9593797210799524,0.6123549013221602,2.2867039169292958,1.0515752156910005,0.07202659606593147,2.7817941231988947,1.8969414287896138,1.3040825792463184,2.8587879622596954,0.33507651607312244,1.0681122311487514,1.7727171019328591,3.123440260757283,-6.169965804689618,-7.220970590968027,0.5141638170574682,0.6017475492473355,0.00020013308021725313,0.009889814599570721,5.187061105875877,13.671258018175767,27.792713949428393,0.0,0.0,0,0.0,0.0,0.0,0.0
3,3,1.983343855329772,2.6306445148133712,2.6251814903453194,2.2000425921323896,0.340169135157422,1.4545876529751758,1.2406369177933811,1.5791775157268944,1.9717047972762818,0.7856324454918349,0.08370277522353112,2.89025380255688,1.993349470865794,2.7184255844971026,-7.480503867120225,-7.480503867120225,0.6233753222600188,0.6233753222600188,0.006366254408491474,0.009889814599570721,3.7220137753439957,13.671258018175767,27.792713949428393,0.0,0.0,0,0.0,0.0,0.0,0.0
4,4,2.415352481697921,1.3660920434885515,2.157073169918569,0.573275303597906,2.1404808951657133,2.3711434312733295,2.3228954313616397,2.984040947186365,2.2740537645973604,1.2764514120552821,1.2348715656112128,2.151729519231395,0.3994100407326719,0.5258693942568934,-6.81263059672307,-7.480503867120225,0.5677192163935891,0.6233753222600188,0.0005451242788469573,0.009889814599570721,4.767139536515593,13.671258018175767,27.792713949428393,0.0,0.0,0,0.0,0.0,0.0,0.0
5,5,1.0579252281819898,2.178408827437984,3.0975273163879673,2.553303334567711,0.18733354852139494,0.9108366102903819,1.599291637900573,1.1906300774661729,0.29789137009572564,1.7204642235633458,2.9613348798501575,0.6102205445328311,2.929616911839651,0.22876065703658455,-5.989998898248126,-7.480503867120225,0.49916657485401045,0.6233753222600188,0.0017285374139897254,0.009889814599570721,6.852273594269477,13.671258018175767,27.792713949428393,0.0,0.0,0,0.0,0.0,0.0,0.0
6,6,0.012511451688278444,0.5280346539388596,1.038290674122483,1.3793741688157324,1.7051082114216756,1.2446829773041292,2.8884660594458564,0.8493159435596372,1.7205684299128927,0.056329504442248025,2.619399882461044,0.8798661024365491,2.206149629441126,2.265392885533731,-7.006001839091862,-7.480503867120225,0.5838334865909885,0.6233753222600188,0.013580835594503848,0.013580835594503848,4.744098519164886,13.671258018175767,27.792713949428393,0.0,0.0,0,0.0,0.0,0.0,0.0
7,7,2.667242253200834,0.7156341519569892,1.7930619763705318,1.7808858807216124,2.378566776660637,2.107072998846137,1.473847975641351,2.307238453846874,0.4877604084469996,0.5490321593853995,2.007549096184597,0.19710046294287242,0.17418957683614106,1.0444643619209573,-7.15041267219079,-7.480503867120225,0.5958677226825658,0.6233753222600188,0.014467053434739727,0.014467053434739727,4.148747436339313,13.671258018175767,27.792713949428393,0.0,0.0,0,0.0,0.0,0.0,0.0
8,8,0.7529730562004984,0.953806283429617,0.847285463566293,0.1347449912524263,0.6925907543982044,2.72677447024285,2.090892503020788,1.4133165910639107,0.9702108986720254,2.4970410726662013,0.7515382405608382,1.4340802541909279,1.039710068607176,0.6550665343521018,-7.202988491903661,-7.480503867120225,0.6002490409919717,0.6233753222600188,0.0011601305457548654,0.014467053434739727,4.215731718998093,13.671258018175767,27.792713949428393,0.0,0.0,0,0.0,0.0,0.0,0.0
9,9,1.5680452894169075,2.251010591784959,0.013495752280625654,1.1516823637918534,2.6007178085394407,2.843078449414651,0.7882907377834624,0.5337477613184267,2.5162056040678844,1.1262191362132454,1.7788807279974856,1.6684340353801255,1.420749905549436,1.8690928669588325,-7.4306978419832275,-7.480503867120225,0.6192248201652689,0.6233753222600188,0.011802315055232385,0.014467053434739727,6.660438682108641,13.671258018175767,27.792713949428393,0.0,0.0,0,0.0,0.0,0.0,0.0
10,1,0.01,0.01,0.3160090253111084,0.01,0.5768878447759588,3.141592653589793,0.01,1.8163439236992491,0.01,0.01,0.01,3.141592653589793,0.01,3.141592653589793,-5.1998127434316155,-7.480503867120225,0.4333177286193013,0.6233753222600188,0.00015580120689978337,0.014467053434739727,4.499624848480657,4.992329740502229,11.7237000477731,1.1818960942100563e-05,0.00962549489726378,468,33.20824480056763,3.7447257041931152,0.31363582611083984,37.2666494846344
11,2,2.1825408356320812,1.27737401177459,2.3619216842060915,1.756115170356083,1.8352796062918337,2.44805791428297,0.7364609311988983,0.3109434318523636,3.141592653589793,1.2021093200111423,0.4391803173246039,1.6670945677015128,2.530596296208808,2.055001768918515,-6.982152949209087,-7.480503867120225,0.5818460791007573,0.6233753222600188,4.0854149334495526e-05,0.014467053434739727,4.792780915412173,4.553152027068152,10.569831154916224,1.208775546321863e-05,0.009988504025748033,96,7.113641977310181,4.3362414836883545,0.3106677532196045,11.760606050491333
12,3,1.9428648928549725,2.22966984645044,1.4502914067269028,2.206551054387694,1.3754504002226302,1.7899283917067808,0.9494827582519926,0.9043486632836416,2.1236077124290325,1.0802597627132737,1.842873352712573,3.0978192656207253,1.2081328994334757,1.8854782940891208,-7.323027490243473,-7.480503867120225,0.6102522908536228,0.6233753222600188,0.01274501449880493,0.014467053434739727,5.551874908489729,4.7046818196733735,10.678615958674225,8.984511787239355e-06,0.00990040949490915,91,6.7798779010772705,4.4045281410217285,0.2818284034729004,11.466269969940186
13,4,1.4867256574264864,1.3273465839856404,0.34594554267210575,1.0974721766492346,2.5907616415708636,2.5618922139073925,1.0957623805864414,0.7528116957777637,1.8012973283234477,1.7363017516385022,2.209696405634675,1.2729263685430197,1.2168828384420942,1.1611382815493947,-6.306921746762736,-7.480503867120225,0.525576812230228,0.6233753222600188,0.0004535741038150689,0.014467053434739727,6.966611810976225,3.7712373429465873,13.25437974401949,9.051960017262307e-06,0.008453839576589696,82,6.156832218170166,4.343042612075806,0.33640599250793457,10.836337089538574
14,5,1.4214476530190414,3.141592653589793,0.11666834334462088,1.2602861133817398,2.0894979058312004,2.765471452566051,0.6928836337343667,1.1374179271699467,3.141592653589793,0.01,1.3055556446323655,1.8858339594850035,1.8050590483759628,2.7689687186878964,-6.474487424415952,-7.480503867120225,0.5395406187013293,0.6233753222600188,0.00284220630987743,0.014467053434739727,5.346376482026834,3.085728811594753,11.815612395369028,1.7390888386809156e-05,0.00968473708128856,120,8.815252304077148,4.172226905822754,0.3204021453857422,13.307915925979614
15,6,2.039583715057201,1.286423844802834,2.9267302345951296,1.926146823704095,0.8391455389159029,1.467703292823203,1.5489713298062138,1.3691010587622074,1.0681719985259535,1.2148684579754254,0.3111348022368202,2.450164762299646,1.175858757847939,2.0434717963058393,-7.330450958135277,-7.480503867120225,0.6108709131779397,0.6233753222600188,0.08155407132569167,0.08155407132569167,6.621610228935673,3.1708493248705643,11.914971757790473,1.2568802889070594e-05,0.009077707884410176,79,5.944296598434448,4.363170862197876,0.3333418369293213,10.640846014022827
16,7,2.036809024984175,2.2250914696053687,2.3791277346553428,2.1068249224188853,0.4974173393872674,1.6242244632903453,0.9997303565987304,1.3371458422952693,2.006990635014384,1.5341719682243944,0.37456076757273066,3.141592653589793,1.936217400158507,2.2382266935742243,-5.930952806874859,-7.480503867120225,0.4942460672395716,0.6233753222600188,0.001160541986497496,0.08155407132569167,4.987369159469381,2.4774600814699954,14.271426780629328,1.625972995162774e-05,0.009531328576075245,80,6.01818323135376,4.1621668338775635,0.3280203342437744,10.508424758911133
17,8,1.8392262909680126,2.532982788182495,3.141592653589793,2.393142699997541,1.0391253763271533,1.0520211396466357,1.814130032457164,1.5017032911549377,1.575806551676308,0.01,0.4690390462010466,1.7610819084699216,1.2423345688951506,3.1197907184065947,-7.666588337731506,-7.666588337731506,0.6388823614776254,0.6388823614776254,0.009963288624121939,0.08155407132569167,5.180576813556108,2.3329746372824105,13.009971506437973,2.5479184176581824e-05,0.00977560076016694,106,7.83419942855835,4.364264488220215,0.2914605140686035,12.489960670471191
18,9,2.1719202712247525,1.1588135505147998,2.23839886015397,2.1190787276434526,1.2863362371963425,1.595293248135451,1.6182799209475343,1.160948600859737,1.137859086267954,0.01,0.9674227394183487,1.7634445887217995,1.0260978666462237,1.964554892245483,-7.481139786139671,-7.666588337731506,0.6234283155116392,0.6388823614776254,0.013059992461580088,0.08155407132569167,4.123122693504207,2.3803646191550984,13.05568364310034,1.5527943900458136e-05,0.009942891975857859,104,7.783710718154907,4.307779550552368,0.32982969284057617,12.421355485916138
