,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,BETA_3,GAMMA_3,BETA_4,GAMMA_4,BETA_5,GAMMA_5,BETA_6,GAMMA_6,BETA_7,GAMMA_7,BETA_8,GAMMA_8,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance,corr_length,const_kernel,noise_kernel,std_energies,average_distances,nit,time_opt_bayes,time_qaoa,time_opt_kernel,time_step
0,0,1.642366880435671,0.0620879889884755,0.777896437838738,2.8367480497781927,1.1884704384277296,2.9390026146739805,0.3027957487107337,0.7754935209279411,1.1366350876313938,0.5530288769959804,1.8931261532550259,0.1987355564474623,1.7860964926288763,2.789239317060685,1.5408922838011894,1.893786574236224,2.020814578382608,0.6701107342543686,-7.198750064775194,-7.198750064775194,0.5998958387312662,0.5998958387312662,0.007760974695862329,0.007760974695862329,5.254774847778862,37.53323678007492,56.09433436886954,0.008330231693083265,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,2.510551624444762,0.7616765994161598,1.4441993106271946,1.7719183029863623,0.7282279252692652,1.8697250760101356,1.8151095917925395,3.0646298634295435,2.374787572543743,0.21929290139890498,0.7077983468365295,0.4881651396347433,0.39192389369683645,1.5366943290990795,2.960326778645865,2.9202650583723426,0.10910086305143941,0.31165629648299237,-7.470861230715954,-7.470861230715954,0.6225717692263295,0.6225717692263295,0.06945605078402309,0.06945605078402309,7.249704360976679,37.53323678007492,56.09433436886954,0.008330231693083265,0.0,0.0,0,0.0,0.0,0.0,0.0
2,2,0.2677662102137869,2.0113864560960413,2.117812887927283,0.4949333194245193,1.2957443275985203,0.053048457194547496,2.8273118320043875,2.0411368248911814,2.537357021321179,0.8399844367978225,1.7410684304871278,1.7730422392642002,2.576392118293604,2.3776100292017834,0.6661850948915581,0.8896752018321292,2.385492020180111,3.0103962834919953,-7.752368362307155,-7.752368362307155,0.6460306968589296,0.6460306968589296,0.03927020607325018,0.06945605078402309,3.8117128209772773,37.53323678007492,56.09433436886954,0.008330231693083265,0.0,0.0,0,0.0,0.0,0.0,0.0
3,3,2.004186635212048,2.672066312939593,2.748675708046592,2.5600090417583368,0.47599489290923513,1.5048197028145935,1.3061252256855223,0.9532992875502498,0.6280802282976033,2.4528723587077677,2.341014745781176,1.4583248288696573,2.8689098911342423,2.069917308180971,2.0442253600237708,0.4853204643379693,0.6773082477680994,0.49921049880649604,-7.328434413862992,-7.752368362307155,0.6107028678219161,0.6460306968589296,0.012806449526082602,0.06945605078402309,4.082211077826429,37.53323678007492,56.09433436886954,0.008330231693083265,0.0,0.0,0,0.0,0.0,0.0,0.0
4,4,2.958214530081298,2.4890406024221967,2.9042856257388485,1.5516659294412187,2.5090594051896216,2.626508101269673,0.6063719846260722,0.10889653370387115,2.0957300185974677,2.561125335974464,1.5509471259321614,2.456845086786602,2.365114595323276,2.891265694194931,0.3032681870544374,0.014842865996176628,1.7039992865574456,1.1348415366099804,-6.536425034636507,-7.752368362307155,0.544702086219709,0.6460306968589296,0.0003117798197631036,0.06945605078402309,5.415598045195502,37.53323678007492,56.09433436886954,0.008330231693083265,0.0,0.0,0,0.0,0.0,0.0,0.0
5,5,1.0651109052156738,2.8429027205908053,0.25722372139548255,2.4657810144625296,2.1062327982443474,1.2440804138812744,2.4245829075280216,0.4745681100799515,0.2710165143190006,2.8431511438140196,0.985555970119419,1.1613085547596211,0.031059135344945234,1.8467802003887657,2.7244850854198757,2.2544600261334713,2.5965636856693113,1.864508197698809,-7.2992551799392285,-7.752368362307155,0.6082712649949357,0.6460306968589296,0.0036195417566619835,0.06945605078402309,3.738758070284284,37.53323678007492,56.09433436886954,0.008330231693083265,0.0,0.0,0,0.0,0.0,0.0,0.0
6,6,2.7739607163134172,0.4612899511749965,2.2501328999169994,2.0505322683391483,1.6993920817635841,2.5098653132742252,0.8832914976891615,2.637454232277222,1.5374354369149075,1.5411030301566675,2.79496741934677,0.7450789492294564,1.8906924423221627,0.7273144266327102,2.455621866335599,1.0456170623876166,0.4630836389248462,1.5452378452138493,-7.494422311334415,-7.752368362307155,0.6245351926112013,0.6460306968589296,0.007670878499369941,0.06945605078402309,5.559448368877611,37.53323678007492,56.09433436886954,0.008330231693083265,0.0,0.0,0,0.0,0.0,0.0,0.0
7,7,0.8667510279159139,1.8627072065016617,1.8174601271515158,0.2155437012549025,2.707548880181124,0.934396365806431,2.107153905824045,2.4518587456891554,1.8362077877603185,1.8392178174174925,0.10145893897905298,2.683028094117925,0.7907252731288869,0.6053084063334686,0.5576813246027679,1.8764613707237763,1.5299301016656939,2.1087428929302487,-7.102865290582671,-7.752368362307155,0.5919054408818892,0.6460306968589296,0.006313803875532122,0.06945605078402309,6.060396192988399,37.53323678007492,56.09433436886954,0.008330231693083265,0.0,0.0,0,0.0,0.0,0.0,0.0
8,8,1.4674588829859347,1.0983471858825211,0.37990664299975,0.945274440655435,0.3183678366802554,0.4498878348412279,3.0379657882642954,1.3400529096836584,2.9972623520591006,1.1958964848802514,0.40726149074159235,2.175972827444233,1.122203637270938,0.05039783220188203,0.9685307196537715,1.509006790012925,1.0750701643334828,2.381976951327032,-7.349963658502917,-7.752368362307155,0.6124969715419097,0.6460306968589296,0.002000680707649924,0.06945605078402309,4.401845871315523,37.53323678007492,56.09433436886954,0.008330231693083265,0.0,0.0,0,0.0,0.0,0.0,0.0
9,9,0.3910184273123939,1.5190700708859004,1.0363350753574536,1.0943440253521652,2.8832510165402767,2.097511553807954,1.0159398140390183,1.8103308408029977,0.6906849607921226,1.9515619208453694,3.0775421150431845,2.9623155728171815,1.2768997090430363,1.0486566678133329,1.8418557803113842,2.797576914447169,3.0704301749283616,2.5443927969602504,-7.961248178581039,-7.961248178581039,0.6634373482150866,0.6634373482150866,0.03419467945170686,0.06945605078402309,3.6514164403518876,37.53323678007492,56.09433436886954,0.008330231693083265,0.0,0.0,0,0.0,0.0,0.0,0.0
