,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,BETA_3,GAMMA_3,BETA_4,GAMMA_4,BETA_5,GAMMA_5,BETA_6,GAMMA_6,BETA_7,GAMMA_7,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance,corr_length,const_kernel,std_energies,average_distances,nit,time_opt_bayes,time_qaoa,time_opt_kernel,time_step
0,0,2.475011172625577,2.985239164978045,2.3269093390838713,0.627334301932323,2.1557904335391487,0.34564064866958266,0.6142656748233544,1.8483156774972584,0.33934068896608927,1.694206983094958,0.5207649151682223,2.668286864690992,1.0550616493773797,3.0553771470991875,0.9062718157349281,0.3895366302293007,-7.9308097207345964,-7.9308097207345964,0.6609008100612164,0.6609008100612164,0.017527002916078328,0.017527002916078328,6.250304254801129,19.852594860163236,52.35546054769602,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,1.992185229469705,0.16270199648565856,1.3200277445147275,1.7170075843277546,0.32913633605501164,0.2591152326899019,1.7155497985120405,2.9901410987918062,3.0309613595092633,2.0168513067383507,1.502109565947814,1.011419858314846,2.8699791156736283,2.1617925734632775,1.1163687591448979,1.175846570492069,-6.637928318979655,-7.9308097207345964,0.5531606932483045,0.6609008100612164,0.0013745453239581498,0.017527002916078328,3.7009658703501245,19.852594860163236,52.35546054769602,0.0,0.0,0,0.0,0.0,0.0,0.0
2,2,0.6102896727683462,1.9215415961386113,2.067472440969101,1.2163861624398753,1.678085931028961,0.886151973371025,0.9803455670621755,2.760431399463645,2.8180757434297203,0.8866051378849199,1.7806814420091306,2.0552719215346418,1.918350493627777,0.10477417912038232,1.469534917955669,1.5705110705136587,-7.770986002133941,-7.9308097207345964,0.6475821668444951,0.6609008100612164,0.0198359179794901,0.0198359179794901,3.8415779982407514,19.852594860163236,52.35546054769602,0.0,0.0,0,0.0,0.0,0.0,0.0
3,3,3.091542382956919,0.32427540395662413,0.4923542121808257,1.9857093049847423,3.124472843642594,2.504610962531512,0.058260941050216314,2.3311734462147893,2.1054395411217555,3.0422032187035066,2.48732864983572,1.8348825067208867,0.3154598980071447,0.999857340375032,2.056087690842169,2.1622800857684457,-7.302451547388393,-7.9308097207345964,0.6085376289490327,0.6609008100612164,0.016099586256037725,0.0198359179794901,4.886797737994918,19.852594860163236,52.35546054769602,0.0,0.0,0,0.0,0.0,0.0,0.0
4,4,1.0311350534446044,1.5145258303038145,2.8090424928808693,0.7620857633507306,0.04264442588406861,3.1331550746742947,2.576297593122264,2.142561354780903,1.85986265120337,1.257012083546611,0.8577299393229355,0.4086167511386949,0.795034238088724,0.6823779972035735,0.2551375331205231,1.790253194604614,-6.906997377925428,-7.9308097207345964,0.575583114827119,0.6609008100612164,0.00947556752136294,0.0198359179794901,5.69757680024567,19.852594860163236,52.35546054769602,0.0,0.0,0,0.0,0.0,0.0,0.0
5,5,0.24232006583305532,2.2089100574106606,0.02847451937554036,3.0349036210406086,2.3787362123114497,1.477364222782091,2.281497938744545,1.2501065876356268,1.5546772000512044,2.701905274161793,0.24640579236824292,1.3111062924622836,2.5961296228605346,1.404875884190656,1.6818084060385072,0.7326841796041167,-7.431944919430104,-7.9308097207345964,0.619328743285842,0.6609008100612164,0.011799987583227266,0.0198359179794901,4.363697318852388,19.852594860163236,52.35546054769602,0.0,0.0,0,0.0,0.0,0.0,0.0
6,6,1.6443610374533635,0.9721810295046247,1.8420646351321104,0.12708080514033382,1.2176606758207427,2.6896628282002655,1.3295639600265485,0.35613562692890566,0.08539993437348767,0.31207085818110664,2.0895616356957083,2.4642113650189463,1.5761713388881922,2.4701743792760014,3.0650833221514002,3.0297259907640113,-6.746145709998044,-7.9308097207345964,0.5621788091665036,0.6609008100612164,0.002717633772428326,0.0198359179794901,4.6192656142585875,19.852594860163236,52.35546054769602,0.0,0.0,0,0.0,0.0,0.0,0.0
7,7,0.9304105609237664,1.6163864909530496,1.0633545860624658,2.778406746763045,0.7934403805921976,1.2380008976158259,2.010780876154045,0.8769303097552485,2.503173983041652,1.5397086347963116,2.654547753249765,0.7500014159013598,2.4135597908271684,0.43481544058315835,0.5260657695127765,2.474357044292871,-5.961757629588621,-7.9308097207345964,0.49681313579905173,0.6609008100612164,0.0016445451085490503,0.0198359179794901,6.51298746015339,19.852594860163236,52.35546054769602,0.0,0.0,0,0.0,0.0,0.0,0.0
8,8,1.4770853064741782,0.825695888723545,2.8557913465760967,2.4790540052066103,1.548813306124384,2.0262752952175,2.839897275700444,1.2916809779631513,1.043349146728109,2.4943705080901175,2.889060575977555,0.10915413463549743,1.5307232388081338,1.7433541564778778,2.8129875417066046,0.07204437716141607,-6.037531216974072,-7.9308097207345964,0.503127601414506,0.6609008100612164,0.002110396121537564,0.0198359179794901,5.095153893214828,19.852594860163236,52.35546054769602,0.0,0.0,0,0.0,0.0,0.0,0.0
9,9,2.603386424714306,2.5764566435732847,0.7113465926928456,1.4921021403316375,2.5811188288878038,1.8109254957284193,0.9062945495100518,0.20090500923047136,0.7935744768995286,0.5468106769406392,1.0729305320787839,2.952913028374534,0.5612174090514526,2.633470611104756,2.4033970616632163,2.598358533249522,-7.1941501864988995,-7.9308097207345964,0.5995125155415749,0.6609008100612164,0.02249460482503693,0.02249460482503693,5.109642385560775,19.852594860163236,52.35546054769602,0.0,0.0,0,0.0,0.0,0.0,0.0
10,1,0.01,3.141592653589793,0.01,0.01,3.141592653589793,2.9285904514612064,0.01,3.141592653589793,1.7516692862953225,3.141592653589793,0.01,3.141592653589793,0.01,0.01,3.141592653589793,0.01,-7.382857952826725,-7.9308097207345964,0.6152381627355604,0.6609008100612164,0.003385945752886535,0.02249460482503693,3.8406673860416376,7.94035418255261,16.226588020157052,1.205910572790412e-05,0.00995175774440626,769,83.22218489646912,3.097216844558716,0.17694568634033203,86.49649119377136
11,2,0.71053655856261,2.0490432557837455,3.141592653589793,0.6307275680623964,3.141592653589793,0.6155898890508558,0.01,3.141592653589793,1.3568772711244967,0.22114591225631722,0.01,3.141592653589793,2.1552660439379077,0.5847970131499731,0.20791214481441664,1.1513147395860788,-6.000833414259334,-7.9308097207345964,0.5000694511882778,0.6609008100612164,0.0010653551954103646,0.02249460482503693,2.835768880846217,4.676488815934457,12.452264530287914,7.907243524907565e-06,0.009773371855169763,251,29.263045072555542,4.538503885269165,0.1888408660888672,33.99043941497803
12,3,1.658895872895469,3.141592653589793,0.8664359443511048,0.3492110969787933,1.3273768989646408,0.8744290417698105,1.092737391081092,2.829600579135258,2.3232480259367128,2.496981194456839,0.9896042260970753,2.367852689890357,0.4614598733291717,1.8899760795514695,2.4293222094905778,0.7916864592670902,-5.774365858919999,-7.9308097207345964,0.48119715490999987,0.6609008100612164,0.005460979545413702,0.02249460482503693,6.115802213687111,3.416675810717226,14.192044227360812,1.0049604509418981e-05,0.00997888192546953,102,11.972451448440552,4.80442214012146,0.15948104858398438,16.936399698257446
13,4,2.2697370947194457,2.011527297587078,1.685495419567445,1.4544270735427334,2.9064221972293973,1.748359710083376,0.3620223257147199,1.1280459923695825,0.01,1.9225099970023554,0.4245033314700888,2.395232553974693,1.3636758138210328,2.57596302196492,1.0057013827986454,0.15013232683867886,-7.484716464328518,-7.9308097207345964,0.6237263720273765,0.6609008100612164,0.04177940115975632,0.04177940115975632,5.679316347406385,3.4151543373387714,14.011005765585537,1.5465431048449903e-05,0.00993429878050131,117,15.021613359451294,5.501227855682373,0.18147683143615723,20.70438861846924
14,5,0.17631918941424385,1.3011495971622278,0.8275198633549584,1.8002913341329705,3.141592653589793,2.6920229501140116,0.8262851496926449,2.515842556344541,2.054621448467864,1.8678182072481022,0.9926801381685143,2.107941545956091,1.534361314609271,0.01,2.4076965532494947,1.2881285120359678,-5.76971518561362,-7.9308097207345964,0.480809598801135,0.6609008100612164,0.0013832460244532618,0.04177940115975632,5.633712901309551,3.0991642897098544,15.771364157248081,1.655349211233231e-05,0.009715703381830688,110,11.782900094985962,4.042455196380615,0.26474833488464355,16.09016990661621
15,6,2.7374937768944734,2.9062339542675724,2.493509587044022,0.9741545558206715,2.0844207460922517,0.21203881558065804,0.8681207524439586,1.1810251592943763,0.01,1.641456666528051,0.8721818645905376,2.4391272100124826,1.2749753554290375,2.8619900840159223,0.5835851885590037,0.7774634432543615,-6.191470286789157,-7.9308097207345964,0.5159558572324298,0.6609008100612164,0.004347191502924402,0.04177940115975632,6.245595363659206,2.4689992371233864,15.916976017262328,2.133414741433877e-05,0.009552695495478616,95,10.709430694580078,3.8168957233428955,0.14098620414733887,14.667356491088867
16,7,2.024404356975531,2.7337407641641613,1.9867398310978062,0.38339547109519007,2.502204139296248,1.1487100198758557,0.0895961309200473,2.461409582474791,0.5558586700344321,1.4920867742100983,0.01,2.975123979964994,0.7714260453119242,3.141592653589793,1.3745971334637175,0.01,-7.9050530573419815,-7.9308097207345964,0.6587544214451652,0.6609008100612164,0.036092800221934174,0.04177940115975632,5.264914589217192,2.353745674090072,14.752770110470186,4.280531425337713e-05,0.009337227644617956,134,15.102779626846313,4.422820568084717,0.1648268699645996,19.690484046936035
17,8,2.0934602658977086,2.7906598332402925,2.099517685428023,0.6079838733035192,2.3775726913958626,0.5449810431854859,0.6014172216406761,2.1845677756398523,0.7508623171046018,1.8914975589345862,0.25434858492033796,2.7012360253101626,1.2188307071624025,3.141592653589793,1.0985683226244807,0.01,-7.269238850817262,-7.9308097207345964,0.6057699042347718,0.6609008100612164,0.01050660418275541,0.04177940115975632,4.511777250198506,2.2007765580566563,15.30245206848191,2.874215861326669e-05,0.009790644537456933,115,12.440634727478027,4.874020099639893,0.15626859664916992,17.4709689617157
18,9,2.604329778387179,2.941685938788319,2.107267966821976,0.35085722899406874,1.9975093972337972,1.2516157417085823,0.01,2.2472278168867525,0.01,1.1301332098459052,0.43973304351060766,2.9195810833381874,0.16452209353522224,2.73577179420867,1.3517960324860907,0.6054286018693041,-6.266673116944497,-7.9308097207345964,0.5222227597453747,0.6609008100612164,0.004026781011892339,0.04177940115975632,5.781254990673986,1.787114835073411,15.083458297632841,4.1931048315783e-05,0.009428563112929575,121,13.852293252944946,4.185506820678711,0.1902623176574707,18.22810935974121
19,10,1.7569670029158375,2.590634145112241,1.8472303075323304,0.5076511640681529,2.9239453465383236,1.3646350751946095,0.01,1.8708800692056093,0.5153118134935045,1.381627909603082,0.01,3.0582909362104806,1.0961037799272884,3.141592653589793,1.4704191918591218,0.37341332277750877,-7.169612652096063,-7.9308097207345964,0.5974677210080053,0.6609008100612164,0.025556884940982807,0.04177940115975632,5.429103365208938,1.7573366909459203,14.928262151755591,8.30553126579819e-05,0.009844755311755528,172,18.673442125320435,4.728379487991333,0.1873338222503662,23.58922839164734
20,11,2.2116298145399784,1.2113044472108043,0.7709682975903411,1.9673032300799254,2.192243615261657,2.3174232274214046,1.1498932020337278,1.1926189607471722,1.2378478828621784,1.7954827308140182,1.0428290109599279,1.8597520952761266,1.3201724131208046,2.0585902255979547,1.8074510296294974,1.3813323289889552,-6.667732219064068,-7.9308097207345964,0.5556443515886723,0.6609008100612164,0.002071735719463556,0.04177940115975632,4.195719763825636,1.8202099390961897,15.482451494974748,2.366748866660979e-05,0.009354307136113538,114,13.040959119796753,4.262846231460571,0.20566082000732422,17.509509086608887
21,12,0.7800256612570122,1.7209468160285581,2.2507846298428946,1.1350943235100013,1.3253447970469188,0.979886141667742,1.1730677000500538,2.7872088180281134,2.7322513631555676,0.9284130436276762,1.7229686115503613,1.8019915554520989,1.9051102054768194,0.32163083300531825,1.312941014993551,1.5108834721017368,-7.354833470004662,-7.9308097207345964,0.6129027891670552,0.6609008100612164,0.002346435758725528,0.04177940115975632,5.086411430320389,1.8580696758916688,15.729409737033716,4.92592674703601e-05,0.009766103555106395,59,6.908878803253174,5.524962425231934,0.19066739082336426,12.624552726745605
22,13,2.5077409386778164,3.078333709074483,2.3709407695425044,0.5483353297990748,2.2925538987640968,0.37915895662448057,0.3184401923459711,2.1505231962267817,0.19753472734511848,1.6556981876641692,0.2995049111421475,2.829960870299354,0.8798210979968225,3.141592653589793,0.9063279239509565,0.04906015226234855,-7.498579599633969,-7.9308097207345964,0.6248816333028308,0.6609008100612164,0.02310829873737721,0.04177940115975632,4.444584906966476,1.7620209579567727,14.648025385485063,8.482866797921274e-05,0.009903951013001563,130,14.646002769470215,3.605870485305786,0.16991662979125977,18.4218590259552
23,14,0.5648088494235861,2.1680827132871907,1.8753281636197041,1.259497442318744,1.9787189247730927,0.7233748873946608,0.821488107214434,2.630560662915919,2.822324851449701,0.8767100446533226,1.8390265808952007,2.322513495852215,1.9135342207845336,0.07533212485419563,1.5366418574746687,1.6528089357494582,-6.418605778872285,-7.9308097207345964,0.5348838149060238,0.6609008100612164,0.011111333625419663,0.04177940115975632,5.5306431893019194,1.5058886752149607,15.973762925163722,8.155867022590037e-05,0.009617788407126798,78,8.76429271697998,3.914442539215088,0.23583745956420898,12.914645671844482
24,15,0.44032790710179387,2.0246100853497655,0.5269740213202854,2.6352370847144337,1.9100647908798545,1.6874302893252837,2.2183687421731193,1.615949051523461,1.4025834948281362,2.6601654737257943,0.21717947521127492,1.073047300195088,2.2869851489083697,1.3567059061705893,1.5902388929811329,0.6261295038446157,-8.026040509485837,-8.026040509485837,0.6688367091238198,0.6688367091238198,0.038541800355672375,0.04177940115975632,4.9642893046273855,1.51753738739584,15.589385256620547,4.647499377572344e-05,0.00850701647077402,76,8.841590642929077,4.203756332397461,0.2736082077026367,13.319016933441162
25,16,0.4791397572422136,1.9337966370471003,0.8731867377557155,2.3622104496572573,1.605333321039184,1.8253056623950963,2.16583458226509,1.915648153024138,1.3144230234896794,2.6291926860898633,0.13799689312008973,0.9100307116193674,2.106963343952422,1.2480670330020753,1.5010308563542496,0.5432328957412087,-7.667310847111317,-8.026040509485837,0.6389425705926097,0.6688367091238198,0.0015971123756859753,0.04177940115975632,4.656798206883636,1.5160238808114042,15.247193071777504,4.147939926345159e-05,0.009834131484234981,76,9.52168083190918,5.257173776626587,0.26009440422058105,15.038993835449219
26,17,0.5332324839221501,2.000067444436305,0.4913231529259253,2.6573784936172906,1.9170308609485909,1.6838509969305444,2.2534739376730797,1.5357427393088081,1.3923382256091592,2.6757624253215067,0.2881334683884561,1.0799033433486322,2.265059148448563,1.4526556011589085,1.631156926394262,0.6419354634199921,-7.902302029006307,-8.026040509485837,0.6585251690838589,0.6688367091238198,0.029918929477436726,0.04177940115975632,4.412488262884651,1.5298375903802608,15.121120025372765,9.49343584942597e-05,0.009835364421833193,80,10.691028356552124,3.9947028160095215,0.32573413848876953,15.011511087417603
27,18,0.36383741936004316,1.6306690747683699,2.1634238016537903,1.3308633938051304,1.644522936405807,1.2399133638618167,1.0120953040121088,3.0798792666380397,2.899215424288586,0.9218094478275645,1.5751775001522608,1.7981504937625394,1.9538099004384615,0.01,1.6251657939794684,1.4032986500986084,-7.536301514109079,-8.026040509485837,0.6280251261757566,0.6688367091238198,0.03607685387184874,0.04177940115975632,5.302509518889195,1.493598599709231,14.433092310256534,0.00018245807958791295,0.00980039540716291,112,13.467571020126343,4.203390121459961,0.3519933223724365,18.023030996322632
28,19,2.0257222602115115,2.565250032101028,1.9966519432868612,0.3937228199794884,2.4055986293911893,1.320963231008684,0.24170229119344414,2.5454224534727747,0.5527138405577058,1.598781719233169,0.01,2.8338706438053096,0.7505168276270063,3.0338851344792697,1.3286042248274228,0.01,-7.3189661757329905,-8.026040509485837,0.6099138479777492,0.6688367091238198,0.0018068001901648907,0.04177940115975632,4.553015955682824,1.4692352820227497,14.729425381916542,0.00019117670096117201,0.009591187858748467,131,14.705958843231201,5.542146921157837,0.48631834983825684,20.734497547149658
29,20,0.2846927456883209,2.1307946332997627,0.544669649072347,2.614267044790039,1.9621621314905882,1.6316049054956836,2.0403597868800887,1.6188134431738488,1.41937893732378,2.607959730212225,0.1181202304251656,1.1305008864410646,2.379912024251052,1.0545586193417493,1.4617477779563919,0.6016373911551275,-7.332124137440611,-8.026040509485837,0.6110103447867176,0.6688367091238198,0.017229132786755797,0.04177940115975632,5.179405468766916,1.4160297400508726,15.252850399057165,6.875185948633874e-05,0.009819734126424158,97,11.654840469360352,4.098437309265137,0.5164909362792969,16.26983618736267
30,21,0.12245426017710974,1.9121921580625438,0.4942983776245822,2.750645054516575,1.9728057372054228,1.8120559551682685,2.629337034019009,2.1194461261864967,1.5698128173206078,2.68062302374119,0.10123760168903473,0.9844890898535422,2.272651560493422,1.7412570144367157,1.7970879043250305,0.7539894311260281,-7.160282044857599,-8.026040509485837,0.5966901704047999,0.6688367091238198,0.01829851924833638,0.04177940115975632,6.056447924401887,1.343793230488878,14.482158624625034,0.00010709563431711777,0.008914139268122501,89,11.519375324249268,4.798266887664795,0.4356379508972168,16.75340962409973
