,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,BETA_3,GAMMA_3,BETA_4,GAMMA_4,BETA_5,GAMMA_5,BETA_6,GAMMA_6,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance,corr_length,const_kernel,std_energies,average_distances,nit,time_opt_bayes,time_qaoa,time_opt_kernel,time_step
0,0,1.8070293283833654,3.0481173864020645,1.320813992034021,2.7996490593170082,1.7010285523009345,1.0344815820899849,0.8906348339812887,0.3058895880563303,2.4291649176221566,1.6830743521926965,0.14708056346608092,2.781440000096009,1.7534732515337743,0.7398811457485919,-6.897641270070635,-6.897641270070635,0.5748034391725529,0.5748034391725529,0.010890067816164521,0.010890067816164521,5.266660988624487,7.32973810873348,24.84252758380518,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,2.069715919826546,2.316986561558386,0.9596755292711331,1.0487289834888733,0.20051832033530545,2.143474980342728,0.5279777428444112,2.6683883433977935,0.04406878139876819,0.39344349625429753,2.1024843017876877,0.03373218101654645,1.1151672676688376,1.9848578481525088,-6.701879171443728,-6.897641270070635,0.558489930953644,0.5748034391725529,0.0011604748380858129,0.010890067816164521,4.92256862717403,7.32973810873348,24.84252758380518,0.0,0.0,0,0.0,0.0,0.0,0.0
2,2,0.2895863034025402,0.29042048140210586,0.25993007742015,0.672504186017723,1.3629070689337703,0.6835315728576812,2.313462934236753,3.014280134996444,1.4140250790222444,2.642591052178326,2.5584531534243773,0.8122557381920786,1.9227016001518866,2.6362422426622976,-6.620344822961821,-6.897641270070635,0.5516954019134851,0.5748034391725529,0.0021366734522988463,0.010890067816164521,7.259788441177442,7.32973810873348,24.84252758380518,0.0,0.0,0,0.0,0.0,0.0,0.0
3,3,2.2555535677932763,2.0461439892473785,1.985246388101208,3.0354237163265623,2.351545532674334,2.447561764586893,2.1705785914857456,1.8768663511880028,0.416496548373802,2.9986571756671827,1.294662560803528,1.001091702614325,1.4552002173875669,0.33140200250143625,-7.28598269282842,-7.28598269282842,0.6071652244023683,0.6071652244023683,0.018009665793869298,0.018009665793869298,4.564600983677309,7.32973810873348,24.84252758380518,0.0,0.0,0,0.0,0.0,0.0,0.0
4,4,0.4509088262816981,1.0227936054055542,2.3877574367120395,1.514363901277377,0.582524966869373,1.8322091834689072,1.0735497692303135,0.9142057739149932,3.135357418111119,2.254413405520329,2.484142610211534,0.4952138085824519,0.48334067644207307,2.321030071139993,-7.88343085631063,-7.88343085631063,0.6569525713592191,0.6569525713592191,0.015107334016183804,0.018009665793869298,4.354699697455899,7.32973810873348,24.84252758380518,0.0,0.0,0,0.0,0.0,0.0,0.0
5,5,2.9837558485506226,2.5348956979513737,0.4013248844992752,0.45641902426758346,1.0693325725787233,2.9829613606116556,2.839468554275987,2.13114480600011,1.6731803600720296,0.14932559719211463,3.128436272588627,1.7962134757855401,2.2249232065163356,1.3301025724156457,-8.218858655634081,-8.218858655634081,0.6849048879695068,0.6849048879695068,0.0036965932132907884,0.018009665793869298,2.6426382532778234,7.32973810873348,24.84252758380518,0.0,0.0,0,0.0,0.0,0.0,0.0
6,6,0.9454596202532093,0.8565865125936224,3.1385220176857827,1.6298266521820206,0.9149151619499925,0.30516664378278807,1.2683104603717008,2.3756458389884694,1.1629293437536943,0.9341287990086067,0.5143131576996168,1.461167804529992,2.9776597945728045,1.2605121297374582,-7.202499434244434,-8.218858655634081,0.6002082861870361,0.6849048879695068,0.00015477832150966747,0.018009665793869298,5.648452615694197,7.32973810873348,24.84252758380518,0.0,0.0,0,0.0,0.0,0.0,0.0
7,7,2.7820974413387303,0.5705906205058393,0.8115297245982852,2.4206050227626905,2.6363641436367504,1.4864104617347116,0.03829926017466537,1.2745778373147147,0.930865217280321,1.1971680733691896,1.0863211349874233,2.273934731565249,0.9294280148302214,3.083719980697365,-6.121114719537868,-8.218858655634081,0.5100928932948223,0.6849048879695068,0.00044271681919834637,0.018009665793869298,4.8093273672244194,7.32973810873348,24.84252758380518,0.0,0.0,0,0.0,0.0,0.0,0.0
8,8,1.1196109236525973,1.679548885453965,2.5455478782367478,0.05165864901021027,2.8930207908227,0.6198049714373536,1.5831128253917246,1.070160624410645,2.1751468920885793,1.4959630187749735,1.6945606990625106,2.081348081816624,2.6885753719394287,0.07119599729726869,-6.4238449948534555,-8.218858655634081,0.5353204162377879,0.6849048879695068,0.004929285057024357,0.018009665793869298,6.096776717559123,7.32973810873348,24.84252758380518,0.0,0.0,0,0.0,0.0,0.0,0.0
9,9,1.3177433912746428,1.4045649177737767,1.640792186575274,2.0749706521859497,1.8969468412325536,2.6389221885607435,2.5253897988832437,0.6225433773887403,2.5520100055288255,2.0269407084027296,0.7259951214103872,3.0812797525882685,0.15133147714483242,1.7983655299512853,-6.236467795191062,-8.218858655634081,0.5197056495992551,0.6849048879695068,0.004396854644641946,0.018009665793869298,6.048668518807325,7.32973810873348,24.84252758380518,0.0,0.0,0,0.0,0.0,0.0,0.0
10,1,3.141592653589793,2.7056854703755477,3.08500186630299,3.141592653589793,0.01,3.141592653589793,3.141592653589793,1.5802967323359738,3.141592653589793,1.167427807982952,3.141592653589793,0.01,3.141592653589793,0.99274421026283,-7.753899221835876,-8.218858655634081,0.6461582684863231,0.6849048879695068,0.005333716420835808,0.018009665793869298,3.5531329979961086,5.036461481235369,14.649942445624417,1.7410039891979678e-05,0.009985769233769265,334,24.25337505340576,3.924834728240967,0.3077547550201416,28.48600149154663
11,2,3.141592653589793,2.7264984383434876,0.34383800880292764,0.9253860649055009,0.01,3.141592653589793,2.9690970687091736,2.0155870511519645,2.596106613380261,0.42333695734546734,3.141592653589793,1.622738950449077,2.929083893909758,0.8223324535046213,-8.188656610519624,-8.218858655634081,0.6823880508766353,0.6849048879695068,0.05624642869103871,0.05624642869103871,5.28687623374087,5.063253061270101,13.778704726190478,1.8280495108561667e-05,0.00943703996317298,127,9.360286235809326,13.193674802780151,0.2899942398071289,22.844001531600952
