,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,BETA_3,GAMMA_3,BETA_4,GAMMA_4,BETA_5,GAMMA_5,BETA_6,GAMMA_6,BETA_7,GAMMA_7,BETA_8,GAMMA_8,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance,corr_length,const_kernel,noise_kernel,std_energies,average_distances,nit,time_opt_bayes,time_qaoa,time_opt_kernel,time_step
0,0,0.5149067235332319,1.3892243383369534,0.788576394846781,1.671469017697159,0.7451423932750445,2.5581403636029285,1.391081526614654,2.9762529147775356,1.960443528286432,3.0756596442362993,2.4823685645993656,2.8016536573542576,2.053260029743199,1.1446444986860707,2.1458564739308104,2.0928635815293717,1.9925888616726528,2.919254602917823,-6.933851674085405,-6.933851674085405,0.5778209728404504,0.5778209728404504,0.00016011301703487961,0.00016011301703487961,5.108308168628845,100.00000000000004,43.452687568271514,0.6662927624480777,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,1.0309069170381722,2.4197861529927667,1.5692773786553889,0.3976828124934361,1.9996624926081092,0.4909504452665456,0.20386680795497278,1.9811464833532688,1.6117104755131166,2.7804292282236736,0.2445926533178924,0.21388351465389208,1.2777364243932539,0.9268522461925295,0.1779045067030997,3.0525344651399346,2.2473114426295138,0.9787872989178379,-7.233065937948445,-7.233065937948445,0.6027554948290371,0.6027554948290371,0.009528494793827422,0.009528494793827422,5.516361066092458,100.00000000000004,43.452687568271514,0.6662927624480777,0.0,0.0,0,0.0,0.0,0.0,0.0
2,2,1.9268287987587742,1.1303835091673555,0.29467281484378127,0.7648664322476638,1.0727585820538181,1.487412860993129,0.9118448807347155,0.5298633235683705,0.9308682049102219,1.2661473851614715,1.880901673443438,1.7691261284172215,0.7608060509858715,1.8310364807873014,2.7117790911593223,0.02332590616315739,0.7622720735255945,0.3259394343040383,-6.613002831168065,-7.233065937948445,0.5510835692640054,0.6027554948290371,0.0025056364356034998,0.009528494793827422,4.092156356207269,100.00000000000004,43.452687568271514,0.6662927624480777,0.0,0.0,0,0.0,0.0,0.0,0.0
3,3,0.6537608769591072,2.5744428383787175,1.8852423421519546,1.5352811067359153,1.8043321522660802,0.8210043292060519,2.2282785363150133,1.6729400218969828,1.0808789331940956,2.137942180379774,2.6079190049628735,1.5661028482337473,1.053313022880961,2.019126120406591,1.5557557638334611,1.639782187391106,0.25366895917447185,0.17151499604367365,-8.679857015574845,-8.679857015574845,0.7233214179645704,0.7233214179645704,0.1296184653249518,0.1296184653249518,6.243629121693274,100.00000000000004,43.452687568271514,0.6662927624480777,0.0,0.0,0,0.0,0.0,0.0,0.0
4,4,1.8677197923086597,0.9204246445501862,2.9587622707013597,2.998690423151888,0.1295431064487352,1.893327191224694,2.686011553861627,2.4743198254691796,2.6717619680456424,2.413540204466965,0.8286445443721395,2.861819451982272,0.6242404790583889,0.2179595631656376,2.3718538143300747,2.609448918113281,1.4737259153655904,2.0574435307707812,-7.1103788809134585,-8.679857015574845,0.5925315734094548,0.7233214179645704,0.0024992071113949708,0.1296184653249518,6.266792837954355,100.00000000000004,43.452687568271514,0.6662927624480777,0.0,0.0,0,0.0,0.0,0.0,0.0
5,5,0.11522607109401715,2.8373203838945673,2.751380966371896,1.9746863034315294,2.238676490380276,0.03377453322346284,1.6504624170375093,2.8156689143639917,1.4067022835423706,0.2854963780756396,0.5346338094843431,0.9978834294999435,2.6861067178566556,1.3298230815487335,3.1331917072379016,0.5052886992561786,1.6897306262224343,1.6360188065727481,-5.471466182214305,-8.679857015574845,0.45595551518452543,0.7233214179645704,0.0015895517548540888,0.1296184653249518,5.105607015592021,100.00000000000004,43.452687568271514,0.6662927624480777,0.0,0.0,0,0.0,0.0,0.0,0.0
6,6,2.5556084423992855,0.4360392942174033,0.997391055333808,2.4352812593935287,2.59425302510188,1.7895483904213274,2.087540906370713,0.8352178495761781,0.15555079696145935,0.38906694580503065,2.8832800190241223,0.9122785027096671,0.19912899831945408,2.492155676999012,0.4541439047727166,1.557006616299332,2.89131088619781,2.444375905760327,-6.78326787868109,-8.679857015574845,0.5652723232234241,0.7233214179645704,0.0023394871857325373,0.1296184653249518,6.133543501364791,100.00000000000004,43.452687568271514,0.6662927624480777,0.0,0.0,0,0.0,0.0,0.0,0.0
7,7,2.9733570742827515,0.12421355275903267,0.5646242547209721,2.531960739999198,0.6035286650132925,3.04623684126115,1.03816271542554,1.5233106071798725,0.5166918177380757,1.2226027394481147,1.0652708473932535,0.6362261012498072,3.0880268655710474,2.546529002270233,0.7284868026494751,2.3570935680963587,2.782052981634767,2.68797595675936,-6.421000733979145,-8.679857015574845,0.5350833944982621,0.7233214179645704,0.005842974926124721,0.1296184653249518,5.045126904629164,100.00000000000004,43.452687568271514,0.6662927624480777,0.0,0.0,0,0.0,0.0,0.0,0.0
8,8,1.5753777765665884,1.7083146095656216,1.9098502542465898,0.17195486142065933,2.9105939960152827,1.0533510373204318,0.44401683591802643,0.22814647961327636,2.8498001248933518,1.674928898885344,1.2877129700969514,2.0487350404493094,1.700140169463867,0.42141590646557187,1.1918157530008453,0.6619024422609964,0.49314407600443483,1.4597465854935336,-6.299521973961018,-8.679857015574845,0.5249601644967515,0.7233214179645704,0.01468932324518833,0.1296184653249518,7.413883638072079,100.00000000000004,43.452687568271514,0.6662927624480777,0.0,0.0,0,0.0,0.0,0.0,0.0
9,9,2.306051837862753,2.1220891270196254,2.3806730881879905,1.16179289910026,1.3135926736187842,2.2082034651544475,3.0332540642004653,0.9808938777847425,2.4867314256364135,0.7680847007434737,2.0976796114410723,2.23327603698046,2.2363003733164777,3.0082715251066126,1.6826274891385444,1.042507221113693,1.2095214380135155,0.8781498992785141,-6.7330508163000165,-8.679857015574845,0.5610875680250014,0.7233214179645704,0.013090784584680177,0.1296184653249518,5.849494155385905,100.00000000000004,43.452687568271514,0.6662927624480777,0.0,0.0,0,0.0,0.0,0.0,0.0
10,1,0.01,3.141592653589793,0.01,0.01,0.01,3.141592653589793,3.141592653589793,3.141592653589793,0.01,3.141592653589793,3.141592653589793,3.141592653589793,0.01,3.141592653589793,0.01,3.141592653589793,0.01,0.01,-7.47909546797946,-8.679857015574845,0.623257955664955,0.7233214179645704,0.0038304118454693466,0.1296184653249518,3.7707156344112533,84.40614800739078,47.47534418516997,0.6064992911854159,0.00010779260205777654,0.009970659995227648,661,75.42856454849243,18.836218118667603,0.3139641284942627,94.5787947177887
11,2,0.01,3.141592653589793,0.01,0.01,0.01,3.141592653589793,3.141592653589793,3.141592653589793,0.01,3.141592653589793,3.141592653589793,3.141592653589793,0.01,3.141592653589793,0.01,3.141592653589793,0.01,0.01,-7.474698668656864,-8.679857015574845,0.6228915557214053,0.7233214179645704,0.0038146668825948093,0.1296184653249518,3.7706468696095,6.578366382795528,16.311510336131,9.999999999999997e-06,0.0004589793672006655,0.009910431843789558,580,65.17715167999268,18.830462217330933,0.2714354991912842,84.27910208702087
12,3,0.6813239476908356,2.3655148902271033,2.4095416184287894,3.141592653589793,1.6059502755224013,0.037951155880644176,2.776305662500152,1.195273851834529,0.5867095173232144,3.141592653589793,3.141592653589793,0.692546435909805,0.03292323688452725,2.0421629525167093,0.5374649273697799,3.141592653589793,0.01,0.01,-4.521737971377248,-8.679857015574845,0.3768114976147707,0.7233214179645704,0.000147242676763482,0.1296184653249518,4.396285167737599,100.00000000000004,41.353739011725104,1.0093227505257092,1.3704668893632585e-05,0.009977228434097499,265,30.439537525177002,19.512136697769165,0.3465898036956787,50.29830980300903
13,4,0.023448334233921748,3.141592653589793,0.01,0.01,0.01,3.141592653589793,3.141592653589793,3.141592653589793,0.6151103478838863,3.141592653589793,3.141592653589793,3.141592653589793,0.01,3.141592653589793,0.01,3.141592653589793,0.15828705894782932,0.01,-7.388867919047103,-8.679857015574845,0.6157389932539252,0.7233214179645704,0.0033572882584071303,0.1296184653249518,3.7892051457289426,2.937467718727661,12.627687811669789,9.999999999999997e-06,4.2018101771459236e-06,0.013821931419375166,900,104.6294777393341,19.062413692474365,0.33382177352905273,124.02576613426208
14,5,0.7155355357861591,2.58917350530616,1.4906182279018738,0.6182641978295772,1.7279156685990549,1.6158912571545638,2.1207278591069847,2.4520315004996704,0.6809956339210512,2.0346552744123514,2.247139162970272,2.118231751053231,0.9455501215880947,1.876942867886591,1.3441758987559513,1.7599867271773166,0.5594459899374176,0.2613760373472778,-6.695861474280593,-8.679857015574845,0.5579884561900494,0.7233214179645704,0.014458607282958242,0.1296184653249518,6.126607575096749,100.00000000000004,44.056077718443646,0.8777936077215903,2.8404482870247565e-05,0.0098645768051823,87,10.337947130203247,20.095285892486572,0.2570028305053711,30.690284252166748
15,6,0.01,3.141592653589793,0.01,0.01,0.01,3.141592653589793,3.141592653589793,3.141592653589793,0.01,3.141592653589793,3.141592653589793,3.141592653589793,0.01,3.141592653589793,0.01,3.141592653589793,0.01,0.01,-7.475669850414161,-8.679857015574845,0.6229724875345134,0.7233214179645704,0.003771539971949147,0.1296184653249518,3.766685611180172,2.357815198317679,14.75684195001326,9.999999999999997e-06,0.00015300526034298418,0.009883100380858666,574,64.53924298286438,18.74849510192871,0.3511490821838379,83.63894605636597
16,7,0.6418401584736769,2.439867758984929,1.6710741779817744,1.8004390131907897,1.5231157963380142,0.6784642630591556,2.0201898504532263,1.1903397772191728,1.680181483667159,2.163056792772055,2.654019606489106,1.407586654074231,1.358707187085569,2.180220597655208,1.8306924454252298,1.3912212241992516,0.40574893528461664,0.4827649109216333,-6.391681477440609,-8.679857015574845,0.5326401231200507,0.7233214179645704,0.005292513868676543,0.1296184653249518,7.5528791787679594,66.1382002472794,45.99144870348555,0.7606895356682923,4.58314130250755e-05,0.009633925467453605,94,11.208911657333374,19.809640645980835,0.2862205505371094,31.304821014404297
17,8,0.01,3.141592653589793,0.01,0.01,0.01,3.141592653589793,3.141592653589793,3.141592653589793,0.01,3.141592653589793,3.141592653589793,3.141592653589793,0.01,3.141592653589793,0.01,3.141592653589793,0.01,0.01,-7.469339821382015,-8.679857015574845,0.6224449851151679,0.7233214179645704,0.0037364363039027117,0.1296184653249518,3.7723941750968777,1.7879961129626212,17.63760102609323,1.6331048799448044e-05,0.0004162862929945384,0.009873514335690146,558,62.95231103897095,18.833088874816895,0.3258388042449951,82.11129927635193
18,9,0.9086459901909198,2.5079600376068574,2.2927053448540224,1.5841126100113683,2.1239915374496503,0.7978062648564238,2.411522136745748,1.7589696873350378,0.7427346828980441,1.943017515192457,2.512633066434912,1.5755577207403246,0.8954819312607665,1.8391257431930526,1.442845311739841,1.697898936609046,0.13716692494580437,0.01,-7.168248448086611,-8.679857015574845,0.5973540373405509,0.7233214179645704,0.04130567087977443,0.1296184653249518,6.272925862744486,1.4933481380265123,18.198259079665938,1.6331894945556776e-05,0.0001013988844892756,0.009739964762422188,102,12.020210981369019,19.803908348083496,0.35124993324279785,32.1754412651062
19,10,1.7833789475203097,1.2379773116196158,1.3937366094806125,1.6521331512378281,1.0512268495505934,1.9982218600137145,1.6316512767693407,1.8392606306807309,1.616389765693664,1.8987226717688142,1.3389546687788578,1.7617007868199817,1.1672716465424675,1.482764254935047,1.1761569858012106,2.2331048294905105,2.129312807013316,1.975058033622305,-7.577079962799967,-8.679857015574845,0.6314233302333306,0.7233214179645704,0.026706229851017387,0.1296184653249518,5.523971075818693,61.37621136914181,46.51287686234424,0.6737594909432096,4.7642999535258424e-05,0.009817344175785227,112,13.111600399017334,19.87311887741089,0.3356447219848633,33.32041025161743
20,11,0.01,3.141592653589793,0.01,0.01,0.01,3.141592653589793,3.141592653589793,3.141592653589793,0.01,3.141592653589793,3.141592653589793,3.141592653589793,0.01,3.141592653589793,0.01,3.141592653589793,3.141592653589793,0.01,-7.515426249935053,-8.679857015574845,0.6262855208279211,0.7233214179645704,0.004007496613131859,0.1296184653249518,3.7418570848480286,55.86934906877303,46.512139924607894,0.6335932113687424,0.00039934326963195557,0.009945444267089924,642,72.5452835559845,19.04990267753601,0.3404231071472168,91.9356620311737
