,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance,corr_length,const_kernel,noise_kernel,std_energies,average_distances,nit,time_opt_bayes,time_qaoa,time_opt_kernel,time_step
0,0,2.7407250055288443,2.057702492648255,2.163997208005896,0.4726588832231906,2.387139244572002,0.6138839427446959,-6.998993288445218,-6.998993288445218,0.5832494407037682,0.5832494407037682,0.005061538655028709,0.005061538655028709,2.9215964675087207,100.00000000000004,53.63790367036206,1.0747721909680759,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,0.6053261992236071,2.8327273140978573,2.6110796000824497,2.0616039089218052,0.43584123164013283,2.1174087659377747,-7.977602490537947,-7.977602490537947,0.6648002075448289,0.6648002075448289,0.004435008849622519,0.005061538655028709,2.9202867927263583,100.00000000000004,53.63790367036206,1.0747721909680759,0.0,0.0,0,0.0,0.0,0.0,0.0
2,2,1.7944209624228038,1.8659878441594966,0.30669160653777705,1.3229280088037638,1.9474207560444203,1.887398685648435,-9.910346155951727,-9.910346155951727,0.8258621796626439,0.8258621796626439,0.09675497339268302,0.09675497339268302,2.723164062813865,100.00000000000004,53.63790367036206,1.0747721909680759,0.0,0.0,0,0.0,0.0,0.0,0.0
3,3,2.4119142337864568,1.2347386868664876,2.995050743719445,2.9481574761137725,1.7163897855821022,2.4732914053739,-7.6995989554807345,-9.910346155951727,0.6416332462900612,0.8258621796626439,0.05769442529776452,0.09675497339268302,6.208696098792075,100.00000000000004,53.63790367036206,1.0747721909680759,0.0,0.0,0,0.0,0.0,0.0,0.0
4,4,0.7295013134152719,0.44436148185240154,2.3688955412613715,2.422226005883516,0.6618742420478289,3.115462739059526,-8.143558417990539,-9.910346155951727,0.6786298681658782,0.8258621796626439,0.04641863025275038,0.09675497339268302,5.139772621760727,100.00000000000004,53.63790367036206,1.0747721909680759,0.0,0.0,0,0.0,0.0,0.0,0.0
5,5,1.5304623663478425,2.3967211840458313,0.868299447387042,1.6959838368264102,2.924086511540252,0.10272824182092537,-7.491981725345463,-9.910346155951727,0.6243318104454553,0.8258621796626439,0.020697128813265603,0.09675497339268302,4.7782776824920745,100.00000000000004,53.63790367036206,1.0747721909680759,0.0,0.0,0,0.0,0.0,0.0,0.0
6,6,1.0202874703844076,1.5209194571612388,0.40260340705972486,0.24610677582434115,2.660579256774977,2.759173652703524,-6.088161359444223,-9.910346155951727,0.5073467799536853,0.8258621796626439,0.0012203977974086986,0.09675497339268302,5.974788702563963,100.00000000000004,53.63790367036206,1.0747721909680759,0.0,0.0,0,0.0,0.0,0.0,0.0
7,7,1.94777484684576,2.7946452344478594,1.754034730820377,0.7510229709158854,0.10475474218354908,1.5459306257357073,-6.9735764586617055,-9.910346155951727,0.5811313715551422,0.8258621796626439,0.0008486733294275486,0.09675497339268302,6.186106556867912,100.00000000000004,53.63790367036206,1.0747721909680759,0.0,0.0,0,0.0,0.0,0.0,0.0
8,8,2.8334064575467317,0.23236753738302113,1.4360056865026567,1.1674654059999356,1.2501423320199907,0.8728999595811477,-6.909587100379745,-9.910346155951727,0.5757989250316454,0.8258621796626439,0.0014773004611620254,0.09675497339268302,5.713408442585688,100.00000000000004,53.63790367036206,1.0747721909680759,0.0,0.0,0,0.0,0.0,0.0,0.0
9,9,0.22075577521834425,0.769357746109076,1.240852211724268,2.5369469174513184,1.5135330185342148,1.0968486654849143,-6.958153748648778,-9.910346155951727,0.5798461457207315,0.8258621796626439,0.01573708534943899,0.09675497339268302,5.450619729576225,100.00000000000004,53.63790367036206,1.0747721909680759,0.0,0.0,0,0.0,0.0,0.0,0.0
