,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,BETA_3,GAMMA_3,BETA_4,GAMMA_4,BETA_5,GAMMA_5,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance,corr_length,const_kernel,std_energies,average_distances,nit,time_opt_bayes,time_qaoa,time_opt_kernel,time_step
0,0,1.8070293283833654,1.7954803249661473,1.9471325227519796,3.1128083246759877,1.7010285523009345,2.9134371742438607,1.5169533646992475,2.811163710928165,1.802846386904198,1.056755821474738,0.7733990941840395,0.27616587722417457,-7.596996559189022,-7.596996559189022,0.6330830465990852,0.6330830465990852,0.035040032260004794,0.035040032260004794,4.790867011902499,9.63670262681115,42.06039381132078,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,0.18767692473887793,1.9925182071845093,1.130238123749608,0.43803096940450975,1.8991533253480712,2.3013660449247904,1.1399961164122434,1.2039971842657904,0.21481847748543187,2.0420698126798347,0.3572280467577475,2.5855583537671527,-6.736937922163899,-7.596996559189022,0.5614114935136583,0.6330830465990852,0.0028602577291406057,0.035040032260004794,4.794352760676247,9.63670262681115,42.06039381132078,0.0,0.0,0,0.0,0.0,0.0,0.0
2,2,3.041962097864626,0.03373218101654645,0.48884873695087894,2.611176378870467,0.2895863034025402,0.29042048140210586,0.25993007742015,0.672504186017723,1.3629070689337703,0.6835315728576812,2.313462934236753,3.014280134996444,-7.128211638342799,-7.596996559189022,0.5940176365285667,0.6330830465990852,0.020114311056889544,0.035040032260004794,5.113594114343087,9.63670262681115,42.06039381132078,0.0,0.0,0,0.0,0.0,0.0,0.0
3,3,2.040343609740203,0.4504761946654707,2.8716124187833563,2.3780520649869756,2.235860865510866,2.009923711944339,1.942394302434297,2.9856217853243163,2.2984056534601875,2.4091051856086034,2.0383862673153548,1.821243233868934,-6.745575171384764,-7.596996559189022,0.5621312642820636,0.6330830465990852,0.01604955310391404,0.035040032260004794,5.263384364382823,9.63670262681115,42.06039381132078,0.0,0.0,0,0.0,0.0,0.0,0.0
4,4,1.5442600607677874,1.250547820470044,2.6086114058866574,0.18022378743636844,0.3551847647265899,1.001091702614325,2.3946780134645045,1.2708797985783742,0.4509088262816981,1.649112136123513,1.1351203752761228,0.8880453705594182,-7.191127207472802,-7.596996559189022,0.5992606006227336,0.6330830465990852,0.02563888997341486,0.035040032260004794,5.8334822586311645,9.63670262681115,42.06039381132078,0.0,0.0,0,0.0,0.0,0.0,0.0
5,5,1.2088434975873317,2.7716869795458448,0.13407197315337557,0.9142057739149932,3.135357418111119,2.567572670879308,0.6051870180576581,0.4952138085824519,1.1096592071600317,2.947348601857952,2.9837558485506226,1.9085771672334153,-6.764670125556991,-7.596996559189022,0.5637225104630826,0.6330830465990852,0.004277279664852786,0.035040032260004794,4.977240774051161,9.63670262681115,42.06039381132078,0.0,0.0,0,0.0,0.0,0.0,0.0
6,6,2.280280476653151,1.3958968203445214,0.756173307219744,1.1040057684577802,0.647353696763132,0.8785077445641932,2.925817421507947,1.7151219239870112,0.9363214150757718,0.23041714899064342,1.285445410439398,2.2695803684925835,-7.419201227432849,-7.596996559189022,0.6182667689527374,0.6330830465990852,0.002654302344493549,0.035040032260004794,4.874327246409472,9.63670262681115,42.06039381132078,0.0,0.0,0,0.0,0.0,0.0,0.0
7,7,2.824415212407085,2.4223828393885185,1.8858849562498654,1.6298266521820206,2.7938707541038683,0.6183259091417674,0.6419919296537423,2.3756458389884694,2.728725670548591,1.5604473297265653,0.20115389234063752,1.461167804529992,-8.243480327574098,-8.243480327574098,0.6869566939645081,0.6869566939645081,0.0968064776191849,0.0968064776191849,6.954031170035293,9.63670262681115,42.06039381132078,0.0,0.0,0,0.0,0.0,0.0,0.0
8,8,0.47238567170096996,0.9473528643784788,2.468938175979751,2.1363869473007355,1.1246889899572645,1.794286492044732,2.6363641436367504,0.23377340029879426,2.856732648405479,0.33510004123777687,1.870343013357259,1.1971680733691896,-4.965403284916482,-8.243480327574098,0.41378360707637346,0.6869566939645081,0.000884863188733115,0.0968064776191849,6.935065197236742,9.63670262681115,42.06039381132078,0.0,0.0,0,0.0,0.0,0.0,0.0
9,9,0.773161869628444,2.900253262283208,1.55574654554818,1.5179236539024683,1.432770189011577,1.3663896200949857,1.60607008215981,1.930614241164086,1.953542994745762,2.811919828950209,2.522590621468663,0.4438420936926863,-8.273762559150429,-8.273762559150429,0.6894802132625357,0.6894802132625357,0.05387092130089114,0.0968064776191849,4.687607090982283,9.63670262681115,42.06039381132078,0.0,0.0,0,0.0,0.0,0.0,0.0
10,1,3.141592653589793,3.141592653589793,0.01,2.2443581843975924,0.01,0.01,0.01,3.141592653589793,0.01,3.141592653589793,0.5370650276761544,0.01,-7.645591864141805,-8.273762559150429,0.6371326553451504,0.6894802132625357,0.0046692885189680506,0.0968064776191849,3.6486537113032824,4.501486383574949,15.350081627023545,4.836467872916564e-05,0.009950875286348755,329,20.14047646522522,3.0970265865325928,0.2804229259490967,23.517966747283936
11,2,2.3755617290222046,3.141592653589793,1.2050840320540182,0.9962482803073714,1.532192333880326,0.47937822651384554,0.9526866493330716,3.141592653589793,1.9554121236270474,1.904108946436263,1.9517747770253486,0.3351322193123992,-6.555552193135764,-8.273762559150429,0.546296016094647,0.6894802132625357,0.00041857872914284903,0.0968064776191849,4.0768625284140825,3.2155437071666504,16.404998509006248,1.823783743454187e-05,0.009152754044751799,92,5.829663038253784,3.282033681869507,0.27120256423950195,9.382935762405396
12,3,2.3495578284013456,2.7303314244243766,1.248222013207662,3.1325163016537423,1.5299042455894847,0.8815581588807038,1.325078438410995,1.5345872573895627,1.3799607202938582,3.141592653589793,0.01,1.2262382969810806,-7.65113883429503,-8.273762559150429,0.6375949028579192,0.6894802132625357,0.0005819727818810944,0.0968064776191849,3.0350132481226524,2.964632093765373,14.980974036190327,2.7031433558087424e-05,0.009916949631041108,86,5.474693775177002,3.5129220485687256,0.28485751152038574,9.272510051727295
13,4,0.5971354106510136,2.8192573227080184,1.394121241423241,1.9314129399068076,1.1563603399394324,1.635360099026304,1.3753415657702814,1.8897987836069616,1.442018693110986,3.141592653589793,2.144586924195317,0.34708718419526063,-6.002333301207858,-8.273762559150429,0.5001944417673215,0.6894802132625357,0.002269382366243238,0.0968064776191849,4.265822972094874,1.8670943862478355,17.715325088783988,3.256355473006796e-05,0.009459213636368063,65,4.201677560806274,3.4757187366485596,0.3241283893585205,8.001559495925903
14,5,1.1915685017732578,2.8910050848565376,1.7386469657175458,1.0705408294942433,1.990691897035866,1.15626077881559,1.967422444647897,1.6419023987800268,2.45148803379887,2.448958577890005,2.6766403737257938,0.9540685938552229,-6.984425420714177,-8.273762559150429,0.5820354517261814,0.6894802132625357,0.0013622376363832188,0.0968064776191849,6.26226331630231,1.5587522651727053,17.538234941008664,7.020403714463735e-05,0.009032007217846546,63,4.253568649291992,12.566017866134644,0.33095479011535645,17.150583267211914
15,6,2.832460713651826,1.7126589677456592,1.291954360906818,2.165392485371171,1.728458441853835,0.9878770745529283,0.7626852127047513,2.0606203543045885,1.471250940218403,1.5259595730910958,0.21625849805597333,1.6013043581596733,-6.5023454487835055,-8.273762559150429,0.5418621207319588,0.6894802132625357,0.009892538101886457,0.0968064776191849,7.247867208667785,1.5566344562907537,19.310944366487096,4.0259174726669055e-05,0.009886738185572582,63,4.595220565795898,3.947035789489746,0.4373352527618408,8.979632139205933
16,7,2.529547190680875,2.7064782575790973,2.05245814519129,1.9713046301738415,2.9097759775702117,0.7903427539387713,0.7778226462835817,2.439858213727557,2.905567400342373,1.9024116198061594,0.06577751039052639,1.2663342045333232,-7.878099591809514,-8.273762559150429,0.6565082993174595,0.6894802132625357,0.06769969719089976,0.0968064776191849,6.728905557330968,1.5551590947652145,18.55323679811292,9.469409959470676e-05,0.00956863288595541,49,3.4382576942443848,3.848613977432251,0.47489237785339355,7.761801719665527
17,8,0.8165416214938547,2.8253196385451287,1.5958083045321856,1.4133508524310434,1.4021573293617853,1.2492830671942354,1.6106983351950799,2.1462854173650685,2.1228801596501254,2.548087352547605,2.6904110376799473,0.3521356947695294,-7.236497478127545,-8.273762559150429,0.6030414565106287,0.6894802132625357,0.012687042934961187,0.0968064776191849,3.7580859201247137,1.3400458630749927,18.646163511790096,0.00016145993623381275,0.00941957553366593,71,4.795472860336304,4.008630275726318,0.36735057830810547,9.17151403427124
18,9,1.1064433738821238,3.0931070414551565,1.5643430808630705,1.4162211002410345,1.6988768046333391,1.3547198037849595,1.697841506831838,1.6109726055720777,1.8837230792475075,3.000242052232493,2.233159823189005,0.7609207283067302,-7.6367201102348234,-8.273762559150429,0.6363933425195686,0.6894802132625357,0.046579619218693885,0.0968064776191849,6.122322421807311,1.2771912005574333,18.59955797737504,0.00019414306313241678,0.009916582994455492,65,4.3441972732543945,3.806969404220581,0.37990570068359375,8.531108617782593
19,10,2.8140611541653975,2.4641968363087625,1.8544013860952282,1.5209758884975288,2.795007883327612,0.622297977518133,0.7384432954881681,2.353391820118801,2.6999038663693034,1.587004419434887,0.3799974510563798,1.4802610726723788,-7.982813664255833,-8.273762559150429,0.6652344720213194,0.6894802132625357,0.08614589162321211,0.0968064776191849,5.660851782226288,1.3049956102959746,18.765563795370635,0.00014081619508862458,0.009194854472893059,71,4.6128785610198975,3.6995656490325928,0.39053916931152344,8.703019857406616
20,11,2.8958162689890856,2.329781211845561,1.9481781034620025,1.7955313424171286,2.748477110334895,0.5344559315481585,0.3791701268838725,2.4684023679853753,2.818511802584931,1.4485672517129882,0.01,1.3818669718996057,-8.095792692288775,-8.273762559150429,0.6746493910240646,0.6894802132625357,0.005655404086361584,0.0968064776191849,4.431501388497054,1.2939603332919016,18.007244764309057,0.00017528390345730724,0.008803225171698001,64,4.17127799987793,3.7216784954071045,0.34682583808898926,8.239820718765259
21,12,2.779535279967525,2.371964801959166,1.878137329772097,1.691393997151273,2.831078627744477,0.7059757848883708,0.6792969392580436,2.3369261813209836,2.6807620484173613,1.5672521763785832,0.01,1.5140989249114936,-8.167416416076746,-8.273762559150429,0.6806180346730621,0.6894802132625357,0.09384786190216435,0.0968064776191849,6.593718910863728,1.2981086757107083,17.520527562007178,0.00022886138023101078,0.009030212174400549,73,4.864725351333618,3.5821950435638428,0.3583409786224365,8.805320024490356
22,13,2.840857467998436,2.465191680484337,1.9067298392561387,1.704037307980788,2.732722845233525,0.5728420048477226,0.5915032592174966,2.3938610328492227,2.7495265313295465,1.6054659534123807,0.11838168639173531,1.4007482535771891,-8.146521733443217,-8.273762559150429,0.6788768111202681,0.6894802132625357,0.06456692998724553,0.0968064776191849,7.470847056063022,1.3068780421070734,17.410269421576206,0.00024930213555388633,0.009429357167869046,71,4.698570728302002,3.771894931793213,0.48993396759033203,8.96043610572815
23,14,2.711738847549442,2.263658133697245,1.952563005472337,1.7465149258563148,3.023127455456008,0.7658625617189604,0.5137532066200409,2.4700086453091923,2.8353432490874764,1.3841850065868704,0.2638431573475214,1.4794262562468385,-7.906174072638235,-8.273762559150429,0.6588478393865196,0.6894802132625357,0.044835019517232205,0.0968064776191849,4.587225120118546,1.2982368133404714,17.404677626258618,0.0001434914311590312,0.009165229842467738,64,4.245689868927002,3.662702798843384,0.6257474422454834,8.534173488616943
24,15,1.9695332028937618,1.387219471572599,1.269126885944294,1.014132480085319,0.7605099547453201,1.0904141258832198,2.3242752668354028,1.4648818312670024,0.7709568130067498,1.2156678078299712,1.397896013851194,2.011545073236646,-3.729650855240855,-8.273762559150429,0.3108042379367379,0.6894802132625357,0.00026773414906680116,0.0968064776191849,6.730507516116626,1.3119135036788612,22.96892552075944,5.351693512454581e-05,0.009395869247804866,70,4.597877740859985,3.7824370861053467,0.8016784191131592,9.18202829360962
25,16,2.728776408080051,1.4562743210563736,0.3636665102543608,1.3315264020364994,0.5824582662846385,0.544655482860563,3.141592653589793,2.1064119358982785,1.2459373760136785,0.01,0.8766819570060449,2.2542640897489723,-5.818863964606212,-8.273762559150429,0.48490533038385103,0.6894802132625357,0.0009528224475881616,0.0968064776191849,4.976108673459535,1.201143495525382,21.075875723576882,0.00015819079732240748,0.009516233972192733,96,6.252729415893555,3.676223039627075,0.7017371654510498,10.630726337432861
26,17,2.8742543215811382,2.352124947723452,1.9043391026075966,1.5799775560013416,2.7986059080107286,0.6216586369354998,0.5695369569904456,2.3552315415262437,2.697378444962687,1.4981410031274967,0.13890670685130524,1.4761478026145893,-8.083682195861574,-8.273762559150429,0.6736401829884645,0.6894802132625357,0.0892922936342801,0.0968064776191849,7.1901304179797165,1.1776931584601738,20.474663956080946,0.00044385687363167955,0.009147022470535254,62,4.053996562957764,3.6958868503570557,0.6144840717315674,8.36440396308899
27,18,2.730955692771764,2.3740594395014796,1.6678300395532468,2.0069193626356747,2.7184864365073618,0.544416149654559,0.7423488804566506,2.5141257902836953,2.8185297876140414,1.5018094834635562,0.17299556978928635,1.5695085931594424,-7.314822656330992,-8.273762559150429,0.6095685546942493,0.6894802132625357,0.029578022789177167,0.0968064776191849,5.678105899881629,1.1303544879677196,20.21155991644692,0.00022980961602248498,0.009717247078260606,65,4.2663328647613525,3.7171428203582764,0.7475130558013916,8.731031656265259
28,19,2.679694535208036,2.4331854082654294,2.129170656659739,1.664790087782541,2.8455192957774407,0.8591889544529249,0.5985346632623376,2.3383394906078303,2.669958067613537,1.686151592216586,0.12707344177626617,1.2496208280608696,-8.05546963913403,-8.273762559150429,0.6712891365945025,0.6894802132625357,0.05152276590684217,0.0968064776191849,3.431531759759224,1.1442528501925673,20.204347977207256,0.00021981085183823962,0.008596792189387803,69,4.796574831008911,3.684880018234253,0.7429630756378174,9.224453926086426
29,20,2.785369302791941,2.5177703460677106,1.94731493013955,1.6278233371137263,2.9426182470639586,0.6692633287075029,0.6307442361264758,2.361376519275508,2.8060273725967377,1.6315569409529747,0.12232317293149902,1.4707167694888965,-8.991857764639338,-8.991857764639338,0.7493214803866115,0.7493214803866115,0.14421364620922747,0.14421364620922747,4.649042784168515,1.125049618135114,22.28718643966351,0.00038077542806894837,0.009565658151533448,75,4.881423234939575,3.7130825519561768,0.7498073577880859,9.34440016746521
30,21,2.9238021146627715,2.8810400187240552,1.994221910987299,1.4176622147338696,3.141592653589793,0.6137025597679853,0.40276669916100016,2.2794476992762567,3.053870405793025,1.781046164633791,0.01,1.670519441645401,-8.513050990470626,-8.991857764639338,0.7094209158725522,0.7493214803866115,0.08644452969792635,0.14421364620922747,4.7942109867556155,1.0512189453549174,20.52891124153523,0.0003372485341882067,0.00933452786713584,102,6.540657997131348,3.682732582092285,0.7344825267791748,10.957930564880371
31,22,2.8274817776002155,2.5911749992967095,1.984100692750769,1.551219919170597,3.141592653589793,0.5592496613129322,0.6702475906610778,2.3679147971044294,2.882856784950719,1.6654112480458294,0.02823050693652218,1.4211366604482394,-8.704044111478215,-8.991857764639338,0.7253370092898512,0.7493214803866115,0.12018743867741004,0.14421364620922747,4.949769899576239,1.0189652397048004,19.82766434838235,0.0005769310101030982,0.00983051848694398,84,5.416995048522949,4.352055788040161,1.0602538585662842,10.829346179962158
32,23,2.7910406044230873,2.6613848213823643,1.9416898067158408,1.6545401891414282,3.0322344738945572,0.7975322768269738,0.47677577821673267,2.306313485882075,2.8493380318914556,1.7206224713146179,0.14851615269892238,1.631230278466514,-8.747598189145357,-8.991857764639338,0.7289665157621131,0.7493214803866115,0.11013794919746503,0.14421364620922747,5.083508295370109,1.0062346715878279,19.63197437191228,0.0003389134108844706,0.009933020641265472,65,5.6225059032440186,4.684027433395386,1.2705225944519043,11.577141523361206
33,24,2.7324711247498668,2.5962179162320553,2.0077044308204353,1.525193833293141,2.9272015649171377,0.7042869006003099,0.6047496398076111,2.3650699161182906,2.9844595576534974,1.6197680489002362,0.07474182857421531,1.53946441783543,-8.455910373827788,-8.991857764639338,0.7046591978189823,0.7493214803866115,0.09998803196806622,0.14421364620922747,4.709678164051155,0.9821205798684197,19.742718488522634,0.000739880265329283,0.008722141946630603,66,5.827036619186401,5.175128221511841,0.947603702545166,11.949820756912231
34,25,2.9251394805068447,2.6152583704993635,1.947643588070843,1.7080006642068404,3.1170805356813793,0.6359234398233111,0.5359501429135141,2.3393385892549468,2.712593354897817,1.7127846165391263,0.16270021111663727,1.4688347228484482,-9.746355558003383,-9.746355558003383,0.8121962965002819,0.8121962965002819,0.16041546474954232,0.16041546474954232,3.7336245386250937,0.9660982446886124,20.834737208039297,0.00032324979971618206,0.00982886385373153,73,7.291075229644775,5.019958257675171,1.8388614654541016,14.149986505508423
35,26,3.141592653589793,2.7680047244947485,2.0380387409210146,1.9068418216564706,3.141592653589793,0.5743359554435333,0.4609536369710632,2.345552850345939,2.497208444032476,1.7597298578325224,0.24371785527621637,1.4493346652240477,-9.799546104767094,-9.799546104767094,0.8166288420639245,0.8166288420639245,0.13400234198112754,0.16041546474954232,2.693072596079517,0.9587736303291353,20.15132565578836,0.0007204935318953429,0.009837684145874083,96,9.428827047348022,5.679296016693115,2.0140764713287354,17.122298002243042
36,27,2.2008184478515727,1.372560637618758,0.7202527403859733,1.1943117291724235,0.6774106826402614,1.0395241207251291,3.1119573455516347,1.6329246693257988,0.841813775315607,0.01,1.5030540528513352,2.3029380498838203,-7.454836497045731,-9.799546104767094,0.6212363747538109,0.8166288420639245,0.06804620532435876,0.16041546474954232,6.135864563728013,0.9577827649320405,19.601286075508764,0.0008170487843302965,0.009602595885555558,136,15.4100341796875,6.214101076126099,6.344003915786743,27.9682719707489
37,28,3.141592653589793,2.6438772611710704,1.9411738089010944,1.8027848772556831,3.141592653589793,0.6312982987757011,0.48436230165421845,2.338089850471156,2.6431653931299706,1.7760487715753188,0.2108713153831101,1.4245715589275012,-9.51983614198732,-9.799546104767094,0.7933196784989432,0.8166288420639245,0.1287227051075878,0.16041546474954232,4.098290010108485,0.9493509888373889,19.47587848197143,0.0005951673411385178,0.009567955123136438,96,10.014160394668579,8.013848543167114,1.5778229236602783,19.605936288833618
38,29,2.8882212515446657,2.8281387561611884,2.0813353412273146,1.8255017668137405,3.141592653589793,0.43510351869366665,0.4147950777286117,2.3354665723159376,2.415261610144554,1.6522306185100948,0.20556673779077975,1.5298094156967716,-8.578586119348927,-9.799546104767094,0.7148821766124106,0.8166288420639245,0.06767840787943816,0.16041546474954232,4.477850447935552,0.8659898505357652,19.786342541694776,0.0005343955572055708,0.009928566788003983,72,8.381696462631226,7.289632081985474,1.2107045650482178,16.882105112075806
39,30,2.3203436540207645,1.3634872537137521,0.8495586199622819,1.2502493355645876,0.6013523630663543,0.9969310173706214,2.8300182884076652,1.6990033073086415,1.1461875584658385,0.01,1.4387058704434879,2.2178982143045625,-7.4462057311736825,-9.799546104767094,0.6205171442644736,0.8166288420639245,0.0348253237665187,0.16041546474954232,4.827555467396408,0.8687694745622702,19.39272171358885,0.00026419895582242733,0.009803483822503317,191,24.896766185760498,10.8382568359375,1.5624744892120361,37.297590017318726
