,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,BETA_3,GAMMA_3,BETA_4,GAMMA_4,BETA_5,GAMMA_5,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance,corr_length,const_kernel,std_energies,average_distances,nit,time_opt_bayes,time_qaoa,time_opt_kernel,time_step
0,0,1.9500207333009214,1.0096229172684832,0.1617802912423183,0.5468171804909738,0.9325888969388049,1.7689000750855888,2.074197688584701,1.8747772456924008,0.30789033648707376,0.9497358032779005,2.62413795650303,1.8155165496797676,-5.370805758572362,-5.370805758572362,0.44756714654769686,0.44756714654769686,0.001027366905164045,0.001027366905164045,6.218515922934358,5.941783233997052,26.340836876753627,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,2.379066266947323,1.2707208941909676,0.3552024704334798,1.624576820623074,0.20027410895246334,0.7950830697258392,1.363884786499236,1.2435961285141397,2.341284051060639,2.1171072724576923,0.3608476155042303,1.555686980780771,-5.1425849931632985,-5.370805758572362,0.4285487494302749,0.44756714654769686,4.087885599899569e-05,0.001027366905164045,6.397624745677508,5.941783233997052,26.340836876753627,0.0,0.0,0,0.0,0.0,0.0,0.0
2,2,0.1104672754326233,1.9296385813266799,3.0704057512479164,0.9822191486139983,0.3631824387020268,3.135793815307698,1.0410782693238727,0.32278357332826485,2.983959563928825,1.439049993529098,1.8253050833141098,2.4135153230127337,-6.969540284204458,-6.969540284204458,0.5807950236837048,0.5807950236837048,0.004259712365677443,0.004259712365677443,4.82491689186589,5.941783233997052,26.340836876753627,0.0,0.0,0,0.0,0.0,0.0,0.0
3,3,0.6970039952913627,2.4161742196589286,2.4686013095423234,2.922847151857272,1.122171320360694,0.07296396130268738,3.067838492839843,2.4151305954524447,1.6384659073988184,0.16436617948678525,1.1040579064019325,2.7544670085002605,-7.910854189508659,-7.910854189508659,0.6592378491257216,0.6592378491257216,0.019753615829385743,0.019753615829385743,6.514327726400012,5.941783233997052,26.340836876753627,0.0,0.0,0,0.0,0.0,0.0,0.0
4,4,1.5712441559151127,2.849344942579755,2.1752377158272505,1.9375182010812673,1.773750330216627,1.2779746686641138,1.7638718706720389,2.8483371454521036,2.654266801502404,1.8137549891558415,1.969931792005718,1.990923469833265,-7.118129827819096,-7.910854189508659,0.5931774856515913,0.6592378491257216,0.0067374009514494385,0.019753615829385743,4.982807879012917,5.941783233997052,26.340836876753627,0.0,0.0,0,0.0,0.0,0.0,0.0
5,5,1.674690390488731,1.7437046962945701,1.5063098686153935,1.375079982949529,1.542260258856881,0.4195427117250621,0.43734126724539085,0.5184101448064631,1.952049873168221,0.8887169205496457,3.019316826992034,2.891712264014615,-7.164642077445711,-7.910854189508659,0.5970535064538093,0.6592378491257216,0.006031992265421536,0.019753615829385743,5.568275204754983,5.941783233997052,26.340836876753627,0.0,0.0,0,0.0,0.0,0.0,0.0
6,6,1.1434876738780688,0.41295522197723056,1.6971399665821718,0.6547946219678816,2.517880636064559,2.2886481986076532,2.5751364552033578,2.154243759165473,1.3525481358879803,2.2498326946509644,0.1975117048744999,1.0893816854143459,-5.557370410653804,-7.910854189508659,0.463114200887817,0.6592378491257216,0.007123789512698816,0.019753615829385743,8.64470879754806,5.941783233997052,26.340836876753627,0.0,0.0,0,0.0,0.0,0.0,0.0
7,7,2.9914366214997328,2.528263029783958,1.1632785660601774,2.70251689316277,2.2018268170306112,1.1310523812362119,0.12541919824145686,0.6566860666822191,0.6602199153649149,3.0390800265338194,0.6398068037519591,0.5775463843078263,-6.5476320818289,-7.910854189508659,0.545636006819075,0.6592378491257216,0.010160384010484781,0.019753615829385743,5.758644043944265,5.941783233997052,26.340836876753627,0.0,0.0,0,0.0,0.0,0.0,0.0
8,8,0.37850953354449784,0.9002305306309687,2.7015729917029008,2.4922652745227762,2.8728898122464184,2.568887593192867,2.4714978088351507,2.6633651112662378,1.1817976599029396,0.48231441377866213,1.402554740379655,0.9162008501879969,-6.984483489963911,-7.910854189508659,0.5820402908303259,0.6592378491257216,0.004693387738542923,0.019753615829385743,5.4875850731098765,5.941783233997052,26.340836876753627,0.0,0.0,0,0.0,0.0,0.0,0.0
9,9,2.557746171895809,0.23588293083194245,0.8094569851678406,0.30522820527598943,2.5144144360497718,2.140998845101733,0.8424790464270445,1.2851490097001634,0.3576918735192068,2.677960042853664,2.3728618721697305,0.11428421374614856,-7.072206875042052,-7.910854189508659,0.589350572920171,0.6592378491257216,0.010381518065845483,0.019753615829385743,5.462629534025801,5.941783233997052,26.340836876753627,0.0,0.0,0,0.0,0.0,0.0,0.0
