,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance,corr_length,const_kernel,std_energies,average_distances,nit,time_opt_bayes,time_qaoa,time_opt_kernel,time_step
0,0,0.9092148458306805,2.985239164978045,2.6400686044428503,1.87997136336824,1.2163126374622109,2.8509147715414174,-6.511098311442624,-6.511098311442624,0.542591525953552,0.542591525953552,0.0021103806568297254,0.0021103806568297254,4.548499906456222,4.522567416978149,40.059528403105375,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,0.6142656748233544,2.1614749428562376,0.026181423607109906,2.633684779171896,2.712879772681078,2.3551275993320124,-8.344322957605815,-8.344322957605815,0.6953602464671512,0.6953602464671512,0.014812188362106817,0.014812188362106817,3.4025236891607165,4.522567416978149,40.059528403105375,0.0,0.0,0,0.0,0.0,0.0,0.0
2,2,1.0550616493773797,2.429058616381228,0.5931125503759488,2.894810753101135,0.7395481680337879,1.415339057921576,-7.903904035006714,-8.344322957605815,0.6586586695838929,0.6953602464671512,0.019793510725108716,0.019793510725108716,4.643554967750802,4.522567416978149,40.059528403105375,0.0,0.0,0,0.0,0.0,0.0,0.0
3,3,2.2595055405916655,1.4038483189687752,1.5817733974909287,0.2591152326899019,2.9681868599479575,0.4848669759199715,-6.552773502155825,-8.344322957605815,0.5460644585129854,0.6953602464671512,0.0035236017844080744,0.019793510725108716,4.314662046483015,4.522567416978149,40.059528403105375,0.0,0.0,0,0.0,0.0,0.0,0.0
4,4,1.4651650327143668,1.7036920413793715,2.4415873620247517,2.2640569197507627,0.3647049928017938,1.2223147773863396,-8.199178463374524,-8.344322957605815,0.683264871947877,0.6953602464671512,0.00423437001934536,0.019793510725108716,3.7191356754106977,4.522567416978149,40.059528403105375,0.0,0.0,0,0.0,0.0,0.0,0.0
5,5,2.682165085939794,0.2363687744151312,1.2366082034863048,1.2952230654206527,2.38063170632808,0.9032268970808959,-9.181035202587674,-9.181035202587674,0.7650862668823062,0.7650862668823062,0.05746047013303853,0.05746047013303853,4.531884421296439,4.522567416978149,40.059528403105375,0.0,0.0,0,0.0,0.0,0.0,0.0
6,6,1.9912451963879405,1.1993112387300044,1.293504832421155,2.134112868745686,1.8785979473527823,2.7655607300387954,-8.046798519259099,-9.181035202587674,0.6705665432715916,0.7650862668823062,0.0038212199124823825,0.05746047013303853,3.344572149833269,4.522567416978149,40.059528403105375,0.0,0.0,0,0.0,0.0,0.0,0.0
7,7,1.7806814420091306,0.8026348600987245,0.6657134321918599,0.731092709838341,0.2168978565197517,1.8836703358726379,-7.424229375089614,-9.181035202587674,0.6186857812574679,0.7650862668823062,0.032288021525053445,0.05746047013303853,4.359948994537788,4.522567416978149,40.059528403105375,0.0,0.0,0,0.0,0.0,0.0,0.0
8,8,0.2731089947261053,2.5163902614694793,2.058150538975722,1.046231508907804,2.184995047565656,2.1914516971725324,-7.2817003771687485,-9.181035202587674,0.6068083647640624,0.7650862668823062,0.01611268427950114,0.05746047013303853,5.9890889521390065,4.522567416978149,40.059528403105375,0.0,0.0,0,0.0,0.0,0.0,0.0
9,9,2.87669432928103,0.4522178540609136,3.0449173371986933,0.5369290958316725,1.547850853758782,0.2690861799259899,-7.2945416815600215,-9.181035202587674,0.6078784734633351,0.7650862668823062,0.003134598561387123,0.05746047013303853,2.8481571924282463,4.522567416978149,40.059528403105375,0.0,0.0,0,0.0,0.0,0.0,0.0
