,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance,corr_length,const_kernel,std_energies,average_distances,nit,time_opt_bayes,time_qaoa,time_opt_kernel,time_step
0,0,2.219947365658492,0.16303230456182916,0.3305987690272065,3.1162781037321055,0.7592786899178829,1.1447367992548192,-5.136603014464981,-5.136603014464981,0.4280502512054151,0.4280502512054151,0.0020711043409759747,0.0020711043409759747,7.476792537799263,2.7092079111874696,17.522351207604054,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,2.890469860719639,1.5211413241065257,0.9896763993103384,0.7791375066155068,2.5458963766711618,2.0526898105239213,-8.080871227516237,-8.080871227516237,0.6734059356263531,0.6734059356263531,0.0662646137570969,0.0662646137570969,6.073607215068677,2.7092079111874696,17.522351207604054,0.0,0.0,0,0.0,0.0,0.0,0.0
2,2,1.7541416940803578,0.7024118216033777,2.8333960231305277,1.773172534542575,0.33288822518071864,1.2848631057031716,-7.267685712717972,-8.080871227516237,0.605640476059831,0.6734059356263531,0.016091792019332675,0.0662646137570969,5.0713283648331995,2.7092079111874696,17.522351207604054,0.0,0.0,0,0.0,0.0,0.0,0.0
3,3,2.772787308613854,1.698288067110211,0.7287428701784393,2.2200264153380016,2.306817335194083,3.099818536810535,-8.357901929392895,-8.357901929392895,0.696491827449408,0.696491827449408,0.018474675995533214,0.0662646137570969,3.699296871489139,2.7092079111874696,17.522351207604054,0.0,0.0,0,0.0,0.0,0.0,0.0
4,4,1.1067252099542504,2.673851763662495,1.732305126184101,1.9019259330087526,1.1530509223859484,2.7583573802972117,-7.372777363262052,-8.357901929392895,0.6143981136051709,0.696491827449408,0.0037670423023711294,0.0662646137570969,3.553132758131291,2.7092079111874696,17.522351207604054,0.0,0.0,0,0.0,0.0,0.0,0.0
5,5,0.47282214865194994,0.4355299151995324,1.908024782569157,1.3935326862369497,2.118240349770536,0.3451509701859157,-6.066348252657293,-8.357901929392895,0.5055290210547744,0.696491827449408,0.0008322648281457615,0.0662646137570969,7.091913268220566,2.7092079111874696,17.522351207604054,0.0,0.0,0,0.0,0.0,0.0,0.0
6,6,1.4218079979072185,1.9904815551213095,0.17408326987221354,1.1946877557640334,1.6720765026094577,0.0818291894107335,-6.944521132536257,-8.357901929392895,0.5787100943780213,0.696491827449408,0.007373067939793193,0.0662646137570969,5.213699685236286,2.7092079111874696,17.522351207604054,0.0,0.0,0,0.0,0.0,0.0,0.0
7,7,0.2634120772132779,2.3712471621926894,2.7151276498761168,2.774967763398147,3.0722743304033635,0.6480596822433964,-4.108344176459388,-8.357901929392895,0.34236201470494904,0.696491827449408,0.00030702997181882567,0.0662646137570969,5.7690244848046675,2.7092079111874696,17.522351207604054,0.0,0.0,0,0.0,0.0,0.0,0.0
8,8,1.925212216250372,3.0218744261458936,1.3442234292221045,0.6231758510257137,0.03660062445716322,1.72073556301541,-7.360220221078978,-8.357901929392895,0.6133516850899149,0.696491827449408,0.004496625876030429,0.0662646137570969,5.116915909356322,2.7092079111874696,17.522351207604054,0.0,0.0,0,0.0,0.0,0.0,0.0
9,9,0.6926033333296351,1.1762244394123709,2.39748746585266,0.21416615003174339,1.2712678348485098,2.380784781434598,-6.498205148748963,-8.357901929392895,0.5415170957290802,0.696491827449408,0.01117978308373021,0.0662646137570969,5.633528741965456,2.7092079111874696,17.522351207604054,0.0,0.0,0,0.0,0.0,0.0,0.0
10,1,3.141592653589793,2.352603104914475,0.9606910911497746,1.530151987879983,1.9365773586688808,3.141592653589793,-7.164657970611536,-8.357901929392895,0.5970548308842947,0.696491827449408,0.002346099737769258,0.0662646137570969,3.7550260747655955,2.0069025768348854,15.04879286593518,0.0001292206983544537,0.009622763434488665,51,1.8523797988891602,5.056947469711304,1.026850938796997,7.936296701431274
11,2,2.3964711520703434,1.2236147394184493,0.6924986040393452,1.9604881409262456,2.638112233397613,2.8810247161419253,-4.5997058468311085,-8.357901929392895,0.383308820569259,0.696491827449408,0.0011092423129642876,0.0662646137570969,6.579202239212854,0.9222052305075911,20.936072518978804,0.00010534867400789613,0.008938122926912654,33,3.5025875568389893,2.541104555130005,1.051124095916748,7.09490442276001
12,3,2.5817277619782333,1.9017185964926313,1.3820346899459723,1.2219613949554724,1.5391855466524544,1.4587305008194948,-3.7473617212903205,-8.357901929392895,0.31228014344086,0.696491827449408,0.00034537119157780714,0.0662646137570969,5.7074716144064315,0.7883329258974199,25.464325017898805,0.0001891381755628867,0.008926093949718461,25,3.705275297164917,12.837886095046997,1.4601869583129883,18.00344157218933
