,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance,corr_length,const_kernel,std_energies,average_distances,nit,time_opt_bayes,time_qaoa,time_opt_kernel,time_step
0,0,2.2983351186775622,1.0071563741826328,3.0337384863347143,2.814391898071565,1.396795349701006,1.5299982164000245,-9.283694085493677,-9.283694085493677,0.7736411737911397,0.7736411737911397,0.028438504414657388,0.028438504414657388,2.7924562379489686,1.591896535926611,20.444845863081824,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,0.7243878797335533,2.4071225337684994,1.7458387778782563,1.8964908656617538,2.2705507957117455,1.6247149214617893,-8.232953774373023,-9.283694085493677,0.6860794811977519,0.7736411737911397,0.015619385211820014,0.028438504414657388,3.4729136808107057,1.591896535926611,20.444845863081824,0.0,0.0,0,0.0,0.0,0.0,0.0
2,2,2.6545941755237283,0.6546003419232186,0.6305796305853478,0.3578623519798356,2.080058377199566,0.8769062278746469,-7.175957526577834,-9.283694085493677,0.5979964605481528,0.7736411737911397,5.9906636146830144e-05,0.028438504414657388,3.68045643517965,1.591896535926611,20.444845863081824,0.0,0.0,0,0.0,0.0,0.0,0.0
3,3,1.0952865578171755,2.5325948745761466,1.1589818735894526,1.2912531852355538,2.995243429138673,0.9597219356239491,-6.2197734835314025,-9.283694085493677,0.5183144569609502,0.7736411737911397,0.002838945597836877,0.028438504414657388,6.966082386217408,1.591896535926611,20.444845863081824,0.0,0.0,0,0.0,0.0,0.0,0.0
4,4,0.08383450467018168,2.8962781381392446,2.0888991765511826,2.3312028676697443,1.1848015892436443,2.577862556407426,-7.801308337772748,-9.283694085493677,0.650109028147729,0.7736411737911397,0.007829279418790972,0.028438504414657388,3.7391012720834453,1.591896535926611,20.444845863081824,0.0,0.0,0,0.0,0.0,0.0,0.0
5,5,3.0606326495254965,0.42568457129190274,0.29956414439127504,0.2458497024202522,0.5241697976226246,2.4613933594612174,-4.934076526538105,-9.283694085493677,0.4111730438781754,0.7736411737911397,0.0013006986317300917,0.028438504414657388,6.372221673710168,1.591896535926611,20.444845863081824,0.0,0.0,0,0.0,0.0,0.0,0.0
6,6,2.120600955789873,2.1389183001387937,2.5028217526960774,1.1552644578032492,1.7423188657695472,2.0714180153588346,-6.32465729376891,-9.283694085493677,0.5270547744807424,0.7736411737911397,0.007182266082983659,0.028438504414657388,6.37839512299098,1.591896535926611,20.444845863081824,0.0,0.0,0,0.0,0.0,0.0,0.0
7,7,0.3546242844418709,0.29532743397784117,1.3803955943788537,0.8402676443916893,0.9413457516059368,2.8995210105147153,-7.225358050066555,-9.283694085493677,0.6021131708388796,0.7736411737911397,0.009831714280609643,0.028438504414657388,5.113828494442139,1.591896535926611,20.444845863081824,0.0,0.0,0,0.0,0.0,0.0,0.0
8,8,1.7567979213487797,1.2700895083332902,2.5858860754982405,2.8695186333578007,2.651187337444414,0.2168372205599796,-5.419589512154238,-9.283694085493677,0.4516324593461865,0.7736411737911397,0.002012604530715536,0.028438504414657388,4.470115411134223,1.591896535926611,20.444845863081824,0.0,0.0,0,0.0,0.0,0.0,0.0
9,9,1.3082367745231505,1.7595704164490584,0.6766163841892402,1.602973296409832,0.21225954573947764,0.4092105970515347,-5.957336441592773,-9.283694085493677,0.4964447034660644,0.7736411737911397,0.00039639163467183777,0.028438504414657388,5.6200298294083595,1.591896535926611,20.444845863081824,0.0,0.0,0,0.0,0.0,0.0,0.0
