,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance,corr_length,const_kernel,std_energies,average_distances,nit,time_opt_bayes,time_qaoa,time_opt_kernel,time_step
0,0,1.4938700630243862,0.8560025288892094,0.6944954613160622,0.9206934671631326,0.7615507562239967,1.0344815820899849,-7.375680012740476,-7.375680012740476,0.6146400010617064,0.6146400010617064,0.00042271242751586944,0.00042271242751586944,5.281488133269001,3.61481862099632,38.80896256024878,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,1.203794099340268,1.8716859148512268,0.23705006010930152,0.11727802539779983,0.14708056346608092,0.9024844079421334,-6.193625802852363,-7.375680012740476,0.5161354835710302,0.6146400010617064,0.00503915691632149,0.00503915691632149,6.91141979613861,3.61481862099632,38.80896256024878,0.0,0.0,0,0.0,0.0,0.0,0.0
2,2,0.8139954554568366,1.9925182071845093,2.3828751851855254,2.003827296199406,0.9596755292711331,1.6750475142068317,-5.7175705264750825,-7.375680012740476,0.4764642105395902,0.6146400010617064,0.016694791151201937,0.016694791151201937,8.652857799728352,3.61481862099632,38.80896256024878,0.0,0.0,0,0.0,0.0,0.0,0.0
3,3,2.7057924432071396,3.082952776419666,2.7200926003572663,1.7289105473208557,2.862502169629582,2.2723990884081733,-6.008723709938185,-7.375680012740476,0.5007269758281822,0.6146400010617064,0.0008509232314338382,0.016694791151201937,6.159390329955464,3.61481862099632,38.80896256024878,0.0,0.0,0,0.0,0.0,0.0,0.0
4,4,0.22352870963381213,2.5390063038883808,0.48884873695087894,1.045380052075571,1.855382630197437,2.79569460427394,-8.155632271095097,-8.155632271095097,0.6796360225912581,0.6796360225912581,0.07656070219483019,0.07656070219483019,6.078282277210519,3.61481862099632,38.80896256024878,0.0,0.0,0,0.0,0.0,0.0,0.0
5,5,3.078363465650964,2.238300512812619,2.9287033957286672,2.5624871650115573,2.6266221995957326,1.4484838082015477,-7.927467322180257,-8.155632271095097,0.6606222768483547,0.6796360225912581,0.007023162913236243,0.07656070219483019,3.6048236488687806,3.61481862099632,38.80896256024878,0.0,0.0,0,0.0,0.0,0.0,0.0
6,6,0.47454728294530646,0.13731692930649136,1.6189753573474397,2.3780520649869756,0.3569052733569898,0.13096811979046313,-7.134565443688529,-8.155632271095097,0.5945471203073774,0.6796360225912581,0.004976938831402918,0.07656070219483019,4.990028793548831,3.61481862099632,38.80896256024878,0.0,0.0,0,0.0,0.0,0.0,0.0
7,7,2.2555535677932763,1.4198254585294199,1.3589278573832495,1.469627389531666,2.351545532674334,3.0738802953048516,-7.340786462902801,-8.155632271095097,0.6117322052419001,0.6796360225912581,0.004852519686972983,0.07656070219483019,4.5674660905523154,3.61481862099632,38.80896256024878,0.0,0.0,0,0.0,0.0,0.0,0.0
8,8,2.1705785914857456,1.250547820470044,1.0428150790917607,2.9986571756671827,1.9209810915214864,1.940569498691263,-8.14263263736998,-8.155632271095097,0.6785527197808316,0.6796360225912581,0.04109793297209055,0.07656070219483019,5.374049209367044,3.61481862099632,38.80896256024878,0.0,0.0,0,0.0,0.0,0.0,0.0
9,9,1.768359482746546,0.33140200250143625,2.016705153076595,0.3964750746875956,1.448279640635102,0.574886105200439,-8.072051877702808,-8.155632271095097,0.6726709898085673,0.6796360225912581,0.044289073690402476,0.07656070219483019,4.982084382229502,3.61481862099632,38.80896256024878,0.0,0.0,0,0.0,0.0,0.0,0.0
10,1,3.141592653589793,0.01,1.6553868171289805,2.9956807215825028,3.141592653589793,0.01,-7.464842553236272,-8.155632271095097,0.6220702127696893,0.6796360225912581,0.003299118118128681,0.07656070219483019,2.388524518486527,2.4913566088760266,22.728405024316178,7.534218005090901e-05,0.00983454170809742,90,3.7717461585998535,4.806025981903076,0.9457757472991943,9.523634672164917
