,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,BETA_3,GAMMA_3,BETA_4,GAMMA_4,BETA_5,GAMMA_5,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance,corr_length,const_kernel,std_energies,average_distances,nit,time_opt_bayes,time_qaoa,time_opt_kernel,time_step
0,0,1.6164289907593676,0.8596583295867664,2.6395519566580394,2.8981006513909424,1.66471018720502,1.2891365607378755,2.8721524104921494,2.5408787668929325,2.193788662119423,2.6915051257305738,0.48445372154174654,2.181711216929378,-6.490997126348698,-6.490997126348698,0.5409164271957249,0.5409164271957249,0.0063201011211721485,0.0063201011211721485,4.296642771114577,6.281381846413037,19.789150724473338,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,2.200353007615224,1.0025202624425786,0.6415475876304437,1.016929216379524,0.2243251082926533,0.10227748059681864,2.4215827977797604,2.283301872158687,1.4881908929723064,1.3307207306741278,1.5796354254912408,0.32746879115665367,-4.885536398912279,-6.490997126348698,0.4071280332426899,0.5409164271957249,0.00010402183575723353,0.0063201011211721485,6.570752086207893,6.281381846413037,19.789150724473338,0.0,0.0,0,0.0,0.0,0.0,0.0
2,2,0.35984193782433704,1.9162599322839116,2.919811096647094,1.4021504920672083,2.852472054599182,0.9213777709776733,1.1467269386736887,2.0123594631110984,2.365668579312758,0.3880277393273693,2.1410217458494243,1.8694603326368466,-6.421920149442478,-6.490997126348698,0.5351600124535398,0.5409164271957249,0.048419223886456704,0.048419223886456704,9.438357021256131,6.281381846413037,19.789150724473338,0.0,0.0,0,0.0,0.0,0.0,0.0
3,3,2.4756537114061934,1.5874516183200638,0.5947389541808118,2.4444693367758896,2.084036161385283,2.633203125019641,0.39139788099745954,0.9248481662828536,1.597329955452836,0.0842839693400043,1.4752834394817598,1.2033459853228405,-5.694874144318462,-6.490997126348698,0.4745728453598718,0.5409164271957249,0.003763345375692993,0.048419223886456704,6.502721857922978,6.281381846413037,19.789150724473338,0.0,0.0,0,0.0,0.0,0.0,0.0
4,4,0.7628496275489884,2.642200946861286,0.23939907060085458,0.8964308671831238,0.7094514728027401,0.4256640427946143,0.07255376657956404,3.07283017820543,2.915113201775161,1.2392739043503171,0.32086130440487753,3.0854010693446465,-5.846680452199629,-6.490997126348698,0.48722337101663576,0.5409164271957249,0.002155451723842247,0.048419223886456704,5.029326720258567,6.281381846413037,19.789150724473338,0.0,0.0,0,0.0,0.0,0.0,0.0
5,5,1.3308924181329933,2.972464897087021,2.32214723547737,0.4507634500470507,2.316141429187088,2.100993916111108,0.7238141860397543,0.31856630768090816,1.1445071848450015,2.184996350519666,3.1021901485545946,1.2925162853800984,-6.908843665740191,-6.908843665740191,0.575736972145016,0.575736972145016,0.004425438693354891,0.048419223886456704,5.988685474175206,6.281381846413037,19.789150724473338,0.0,0.0,0,0.0,0.0,0.0,0.0
6,6,1.0739445040194067,0.07547190862215943,1.0729503273202672,0.1440663304055259,2.579482459522253,2.320128931545138,2.6686236427468613,1.0883504989709305,0.14499756214518764,2.408165483421213,1.0535221632277436,0.19574553111032594,-5.5133759718853455,-6.908843665740191,0.45944799765711214,0.575736972145016,0.0009940388020265808,0.048419223886456704,5.649312532851024,6.281381846413037,19.789150724473338,0.0,0.0,0,0.0,0.0,0.0,0.0
7,7,0.11819110445030588,2.363462833857054,1.9677357433242035,2.6113950058607975,0.6239656326376629,2.8966532190719323,1.9213088670283234,1.4721309861410232,2.5989096785012173,0.684765575909789,2.6722271651048084,2.7880093674185624,-6.985582646402979,-6.985582646402979,0.5821318872002482,0.5821318872002482,0.006511713803271934,0.048419223886456704,4.0950904158295245,6.281381846413037,19.789150724473338,0.0,0.0,0,0.0,0.0,0.0,0.0
8,8,2.599370009088563,0.373675523519323,1.7913959243276365,1.820513487232154,1.0225499756761458,1.1009926462475312,1.8842520914936496,0.5750521996143385,0.8814151747773816,1.7068162112776024,2.340207892556916,2.3533540833455677,-7.334252897628685,-7.334252897628685,0.6111877414690571,0.6111877414690571,0.0009338698390731212,0.048419223886456704,4.978087975401493,6.281381846413037,19.789150724473338,0.0,0.0,0,0.0,0.0,0.0,0.0
9,9,3.0347889297604103,1.4529152325559076,1.4190910147910325,2.023972850112915,1.3988507695206143,1.66490516375389,1.2644600049610002,1.6544548368569059,0.4826978350509641,2.835631129372208,0.910300489881256,0.6511357031079686,-7.018014985457647,-7.334252897628685,0.5848345821214705,0.6111877414690571,0.020300392340608913,0.048419223886456704,5.528057066494242,6.281381846413037,19.789150724473338,0.0,0.0,0,0.0,0.0,0.0,0.0
