,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance,corr_length,const_kernel,std_energies,average_distances,nit,time_opt_bayes,time_qaoa,time_opt_kernel,time_step
0,0,0.8244314947351608,0.09849421143533381,0.5483761036145401,0.6104124561707868,-7.1089711309981505,-7.1089711309981505,0.5924142609165125,0.5924142609165125,0.00163349443509998,0.00163349443509998,5.571472755658249,1.8480433286581766,29.11421228060919,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,2.5247405143148534,0.4597196454222506,2.3134990437091596,1.0819844177188809,-4.188145959855471,-7.1089711309981505,0.34901216332128926,0.5924142609165125,8.612886761468354e-06,0.00163349443509998,6.874359708313502,1.8480433286581766,29.11421228060919,0.0,0.0,0,0.0,0.0,0.0,0.0
2,2,1.4269326347339382,1.8506242749346438,3.0433871226481046,1.6584050532492685,-7.462078654022698,-7.462078654022698,0.6218398878352248,0.6218398878352248,0.00375471277959157,0.00375471277959157,2.3181002691950496,1.8480433286581766,29.11421228060919,0.0,0.0,0,0.0,0.0,0.0,0.0
3,3,1.6047983091696658,1.9238409251648574,0.9656615907449471,3.1336371802358114,-7.509991206022371,-7.509991206022371,0.6258326005018643,0.6258326005018643,0.005378924329675215,0.005378924329675215,2.8529032693663936,1.8480433286581766,29.11421228060919,0.0,0.0,0,0.0,0.0,0.0,0.0
4,4,2.284150501724297,2.9309617077312122,2.632650086023758,2.0024369352508837,-8.280194017117644,-8.280194017117644,0.690016168093137,0.690016168093137,0.07280667444533494,0.07280667444533494,4.748663171390547,1.8480433286581766,29.11421228060919,0.0,0.0,0,0.0,0.0,0.0,0.0
5,5,2.1625719578845124,1.3797066074762983,0.7029927028724111,2.826115684193042,-8.668251722053597,-8.668251722053597,0.722354310171133,0.722354310171133,0.017218176670896652,0.07280667444533494,3.1177919188539818,1.8480433286581766,29.11421228060919,0.0,0.0,0,0.0,0.0,0.0,0.0
6,6,0.34788512242408237,0.9085694325252852,1.7712997544290796,0.7770214437002031,-7.427536608461016,-8.668251722053597,0.6189613840384179,0.722354310171133,0.009680822839176258,0.07280667444533494,4.810367315166204,1.8480433286581766,29.11421228060919,0.0,0.0,0,0.0,0.0,0.0,0.0
7,7,2.9511118256519517,2.6563747287182955,0.20174119363400145,0.04748008550675864,-8.927470632957657,-8.927470632957657,0.7439558860798048,0.7439558860798048,0.0188424131400765,0.07280667444533494,2.3957611496335716,1.8480433286581766,29.11421228060919,0.0,0.0,0,0.0,0.0,0.0,0.0
8,8,1.1384310191975884,0.9890875396224156,1.4724902922416216,1.3798464605360294,-7.495618288104511,-8.927470632957657,0.6246348573420426,0.7439558860798048,0.024731768149362142,0.07280667444533494,5.244468374630259,1.8480433286581766,29.11421228060919,0.0,0.0,0,0.0,0.0,0.0,0.0
9,9,0.05703094055153553,2.477748990602558,2.1485965661691644,2.287211659365877,-5.929023948174549,-8.927470632957657,0.4940853290145457,0.7439558860798048,0.0029848061534451147,0.07280667444533494,6.90711484566507,1.8480433286581766,29.11421228060919,0.0,0.0,0,0.0,0.0,0.0,0.0
10,1,2.6393657388325242,2.460166717340361,0.01,1.582104613710985,-7.72399407135881,-8.927470632957657,0.6436661726132341,0.7439558860798048,0.023079484655912117,0.07280667444533494,5.517254460043695,1.7069497486697118,27.6517986640881,0.00011312109593305145,0.00783397423684979,30,0.7239260673522949,0.9216597080230713,0.15166068077087402,1.7972922325134277
11,2,2.6185051445845917,3.032100990113561,0.5892054509515755,0.01,-8.64953682016863,-8.927470632957657,0.7207947350140524,0.7439558860798048,0.013774623743370719,0.07280667444533494,2.7637361065580563,1.7251624562651482,26.43378612309764,0.00024302760598620554,0.00912577476850666,40,0.9227035045623779,0.8928937911987305,0.14664745330810547,1.9622819423675537
12,3,2.3802017510642273,1.1752352059221371,0.38928974146768874,2.846057223604183,-6.887743466294124,-8.927470632957657,0.573978622191177,0.7439558860798048,0.011830490990861276,0.07280667444533494,6.168710885092452,1.0894027517887317,21.42320368244917,0.00033776165755440996,0.009975764749902636,26,0.6313419342041016,0.9609858989715576,0.13576602935791016,1.7281386852264404
13,4,2.15174573315498,1.7118633764976376,1.1458967763439039,2.410944856280804,-7.073522720066188,-8.927470632957657,0.5894602266721823,0.7439558860798048,0.004223248397570132,0.07280667444533494,4.901165229310614,0.9244302509472976,23.535799792948414,0.0005751686399856136,0.008765810350080777,29,0.6958398818969727,0.9890499114990234,0.14530301094055176,1.8302350044250488
14,5,2.718816214769158,2.665581822860858,0.18436915618753824,0.1929321991985227,-9.87735381089496,-9.87735381089496,0.82311281757458,0.82311281757458,0.049386053517778965,0.07280667444533494,1.4935851710566936,0.8729142318553113,23.158338382594277,0.0006719311098334868,0.008092159356062448,24,0.5736088752746582,0.8990478515625,0.14829158782958984,1.621004343032837
15,6,2.2623370409309094,2.545357837373154,0.044104116597783835,0.33068550270977054,-9.203536185296626,-9.87735381089496,0.7669613487747188,0.82311281757458,0.042062774190254865,0.07280667444533494,3.467068080532542,0.8072943722077838,21.325945798083545,0.0006592444820884845,0.008544991855096851,25,0.5885319709777832,0.9053027629852295,0.14762544631958008,1.6414997577667236
16,7,1.8141517962756333,1.2662799509704699,0.7971261286650135,2.898557231989009,-7.968096791392843,-9.87735381089496,0.6640080659494035,0.82311281757458,0.02920615641506067,0.07280667444533494,5.415008250967361,0.7867146933115325,20.57226698183018,0.0008911471932940117,0.005982422345351007,28,0.6603736877441406,0.9053623676300049,0.14966392517089844,1.7154560089111328
17,8,2.6542101660472186,2.686820438112245,0.23963089822394093,0.39947677427273215,-8.198982177884272,-9.87735381089496,0.6832485148236893,0.82311281757458,0.0223748768418921,0.07280667444533494,4.630256937275291,0.6290233345177252,26.058704893640364,0.0006699845397054177,0.005252157494034381,31,0.7411277294158936,0.9375317096710205,0.2647871971130371,1.9434888362884521
18,9,2.0902999329402965,1.6473349245806712,0.6191012651182525,2.8355703078923726,-9.555527749163204,-9.87735381089496,0.7962939790969337,0.82311281757458,0.03529731843562298,0.07280667444533494,1.7846280085831268,0.6373461862133728,26.225271216486956,0.000773306748529924,0.005072532443318341,32,0.7584071159362793,0.9039502143859863,0.2794666290283203,1.941882848739624
19,10,2.0526289063680814,1.8086245224691968,0.4699106633746377,2.790468297824297,-9.564235447481442,-9.87735381089496,0.7970196206234536,0.82311281757458,0.050001350853306564,0.07280667444533494,2.254578017563091,0.6497117512732564,25.72959207221052,0.0008785432703545589,0.005732670140906286,28,0.6686196327209473,0.9041867256164551,0.2562863826751709,1.8291313648223877
20,11,2.141843791678933,1.7987244383045107,0.558936765583006,2.9106143840532996,-7.919742142225666,-9.87735381089496,0.6599785118521388,0.82311281757458,0.016889034370609398,0.07280667444533494,4.353275162725787,0.5379355234947971,28.040518812202507,0.0006382270687319775,0.004183961691745276,39,0.9050107002258301,0.9215648174285889,0.28234100341796875,2.108963966369629
21,12,1.8097502039701976,1.6624804420938548,0.39633395372492947,2.462296304393943,-7.945387248283303,-9.87735381089496,0.6621156040236086,0.82311281757458,0.03846464757385853,0.07280667444533494,5.14003794529593,0.45567619200646764,27.542516120047743,0.0007320020074498489,0.006534502027404199,24,0.5920596122741699,0.9154708385467529,0.2472059726715088,1.7548067569732666
22,13,1.984111072564294,1.6510458938398436,0.560217542923884,2.724718242128191,-10.080314810680006,-10.080314810680006,0.8400262342233339,0.8400262342233339,0.06515055295063815,0.07280667444533494,1.4316025720436585,0.4659649887969257,27.203040457334215,0.0007933562255992524,0.005341692263031063,30,0.7137494087219238,0.92926025390625,0.24842572212219238,1.8914752006530762
23,14,2.0138502336690394,1.6631754006592523,0.5349009930460179,2.7296312209917017,-10.11655869585414,-10.11655869585414,0.843046557987845,0.843046557987845,0.06498050946492354,0.07280667444533494,1.3220428693559967,0.47559618749264787,26.89652227017329,0.000983689525791209,0.005625482069326981,34,0.798898458480835,0.9053041934967041,0.28891968727111816,1.9931600093841553
24,15,2.5454476807322797,2.6251071740876704,0.08803167383771655,0.01,-9.165571493134493,-10.11655869585414,0.7637976244278745,0.843046557987845,0.053430083429467756,0.07280667444533494,3.523655013381358,0.44743539440660113,26.188530983035122,0.000923381052317875,0.0038918080452565672,44,1.026566505432129,0.8991503715515137,0.3046302795410156,2.2303884029388428
25,16,2.019813154350021,1.662608296032251,0.5302128953677664,2.726104133751641,-10.116119123320555,-10.11655869585414,0.8430099269433796,0.843046557987845,0.06538762036739801,0.07280667444533494,1.3284329377955544,0.4553562851253282,25.865210816859054,0.0007196390415285939,0.0029613686915857876,31,0.7356686592102051,0.8887200355529785,0.34810805320739746,1.9725594520568848
26,17,2.014377003697658,1.663518035962871,0.52896856669196,2.7316564054283385,-10.116888642180475,-10.116888642180475,0.8430740535150396,0.8430740535150396,0.06494717458623006,0.07280667444533494,1.322798360164498,0.462346438716436,25.515731613429402,0.0006275382684490883,0.0023944426277231834,33,0.7837269306182861,0.9102227687835693,0.303417444229126,1.9974279403686523
27,18,2.0147017028690644,1.6652001345215974,0.5298719877451064,2.730443336351961,-10.121076369927938,-10.121076369927938,0.8434230308273282,0.8434230308273282,0.06517681170743289,0.07280667444533494,1.3176835049317361,0.464402698050853,25.36697300941255,0.0006557478571181262,0.002113445312074135,37,0.8523964881896973,0.8961484432220459,0.30574989318847656,2.0543558597564697
28,19,1.9932154442877372,1.7410662901681173,0.5245732126952652,2.693546244589181,-10.228048492887687,-10.228048492887687,0.8523373744073073,0.8523373744073073,0.07693779016009712,0.07693779016009712,1.457353651948253,0.46996229581932275,25.229991134976544,0.000854739683623889,0.004677900171885821,33,0.7645084857940674,0.9021105766296387,0.34111523628234863,2.007783889770508
29,20,1.994861649551733,1.7359728272976906,0.5226844914553607,2.6967965775510128,-10.225312417728835,-10.228048492887687,0.8521093681440696,0.8523373744073073,0.07606111898137759,0.07693779016009712,1.4299433612894177,0.47691507015217616,25.071477391544484,0.0007144846318503973,0.0018441337567736606,35,0.8179881572723389,0.9152500629425049,0.2788865566253662,2.0121865272521973
30,21,1.9911237389874683,1.7463495315236743,0.5369700499722453,2.6917104115456008,-10.222832901632374,-10.228048492887687,0.8519027418026979,0.8523373744073073,0.07722677934291045,0.07722677934291045,1.503088807622973,0.4835733983465122,24.920260679442393,0.0009581516331540019,0.002938615999899929,33,0.799079418182373,0.9035184383392334,0.3068077564239502,2.0094454288482666
31,22,1.997385196762659,1.748128416342265,0.5187609080168772,2.6837668976254276,-10.24183614790853,-10.24183614790853,0.8534863456590441,0.8534863456590441,0.0792903814888896,0.0792903814888896,1.4782130070044133,0.4885177636363218,24.83881334380867,0.0008060710583535103,0.00286359174479984,35,0.8150291442871094,1.004176378250122,0.2640984058380127,2.083343267440796
32,23,2.0210839839560317,1.7559983226839604,0.5142457608305774,2.6602367202398494,-10.271947917342807,-10.271947917342807,0.8559956597785673,0.8559956597785673,0.08376164778474796,0.08376164778474796,1.4658434330649044,0.4937218081490341,24.76099873665554,0.0008824286223437338,0.00508650748666202,32,0.7866311073303223,0.9220783710479736,0.3436563014984131,2.0524446964263916
33,24,2.0301464724406886,1.761255741814083,0.5133563261099081,2.649403904524444,-10.281818456207763,-10.281818456207763,0.8568182046839802,0.8568182046839802,0.0858306576877216,0.0858306576877216,1.4764536656129508,0.4994834401792778,24.715198099400645,0.0006483703559569525,0.0026296984436633792,34,0.8160719871520996,0.9122748374938965,0.32730865478515625,2.055710554122925
34,25,2.0369017923901356,1.77572078172664,0.5099867905703124,2.6337236718900816,-10.295737034899096,-10.295737034899096,0.8579780862415913,0.8579780862415913,0.08971318647053442,0.08971318647053442,1.5340132319086024,0.505192022114037,24.667182929456494,0.0006847254532699354,0.0028692959588723066,35,0.8391132354736328,0.9028346538543701,0.3158237934112549,2.05781888961792
35,26,2.03725844819464,1.7918688599613959,0.506400148098575,2.6235166368138656,-10.302526993999045,-10.302526993999045,0.8585439161665871,0.8585439161665871,0.09306025017007162,0.09306025017007162,1.6172809521230391,0.5112315589111401,24.593219476913312,0.0005802784156170406,0.0027789715695712056,37,0.8830187320709229,0.8994879722595215,0.3393893241882324,2.121943950653076
36,27,2.035756249853461,1.7955087604472058,0.5062521644141874,2.62288355999223,-10.301254797853842,-10.302526993999045,0.8584378998211535,0.8585439161665871,0.0935297411701567,0.0935297411701567,1.642933766242308,0.516780352981679,24.50206171944025,0.0007321468746387381,0.0015542447096686533,37,0.8672811985015869,0.9015021324157715,0.32883501052856445,2.097670793533325
