,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance,corr_length,const_kernel,std_energies,average_distances,nit,time_opt_bayes,time_qaoa,time_opt_kernel,time_step
0,0,2.114406474810885,1.1182246965713176,1.5376786772879374,2.6647737407360457,-7.360603525006962,-7.360603525006962,0.6133836270839135,0.6133836270839135,0.004434579139962315,0.004434579139962315,3.7137688156451105,1.034225629569964,28.13461026251402,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,1.1345021831360846,0.30072467738571657,2.797441056736462,0.3274531912260225,-9.034886945583269,-9.034886945583269,0.7529072454652724,0.7529072454652724,0.03267193389786102,0.03267193389786102,2.427616781436626,1.034225629569964,28.13461026251402,0.0,0.0,0,0.0,0.0,0.0,0.0
2,2,0.7321240079285738,2.3747631742807846,2.314796823794009,1.8042495005787953,-6.753395637397283,-9.034886945583269,0.5627829697831069,0.7529072454652724,0.004895434005690378,0.03267193389786102,5.162971505180494,1.034225629569964,28.13461026251402,0.0,0.0,0,0.0,0.0,0.0,0.0
3,3,3.0470580238587215,1.5528285788005174,1.8724879333326736,2.2624058048807014,-7.384865333121132,-9.034886945583269,0.615405444426761,0.7529072454652724,0.020942619583836718,0.03267193389786102,4.85660374030941,1.034225629569964,28.13461026251402,0.0,0.0,0,0.0,0.0,0.0,0.0
4,4,2.260580021403399,0.9479208895714973,3.0382327645044156,0.9215794215075082,-7.382715542338367,-9.034886945583269,0.6152262951948639,0.7529072454652724,0.0006820129940813644,0.03267193389786102,3.00451766842054,1.034225629569964,28.13461026251402,0.0,0.0,0,0.0,0.0,0.0,0.0
5,5,2.6818914783604657,2.008679680036834,0.46375272414618507,1.5338136092969623,-4.026755873482931,-9.034886945583269,0.33556298945691093,0.7529072454652724,3.984110390682391e-06,0.03267193389786102,4.3457794338585,1.034225629569964,28.13461026251402,0.0,0.0,0,0.0,0.0,0.0,0.0
6,6,1.3558198441332305,2.949635604724236,1.1162584798254542,1.1695889444475989,-8.701397523124143,-9.034886945583269,0.7251164602603453,0.7529072454652724,0.07628528051033331,0.07628528051033331,5.11209366316146,1.034225629569964,28.13461026251402,0.0,0.0,0,0.0,0.0,0.0,0.0
7,7,0.035555711329870184,2.802303473700546,2.156780897065801,2.083561918686852,-4.898882252071565,-9.034886945583269,0.40824018767263043,0.7529072454652724,0.00010747911854421635,0.07628528051033331,6.478879384916997,1.034225629569964,28.13461026251402,0.0,0.0,0,0.0,0.0,0.0,0.0
8,8,1.8077772434639803,1.6959838368264102,0.10565312330943773,2.9211616300517393,-7.954127273427995,-9.034886945583269,0.6628439394523329,0.7529072454652724,0.009542558840600929,0.07628528051033331,4.307812879123155,1.034225629569964,28.13461026251402,0.0,0.0,0,0.0,0.0,0.0,0.0
9,9,0.39396893966644875,0.5814416610843008,0.7157626724187041,0.24610677582434115,-2.8311513886562163,-9.034886945583269,0.23592928238801802,0.7529072454652724,7.822169522419804e-06,0.07628528051033331,3.873452242992487,1.034225629569964,28.13461026251402,0.0,0.0,0,0.0,0.0,0.0,0.0
10,1,1.1261176627474985,0.33257341397247026,3.0379182629291406,0.33842180906610125,-8.093053848992932,-9.034886945583269,0.6744211540827444,0.7529072454652724,0.009563374370406323,0.07628528051033331,3.1124322268713627,0.8485934413351552,24.77087076329637,0.0007242993903683474,0.00951860162998108,27,0.6519346237182617,0.8799428939819336,0.15525293350219727,1.6871824264526367
