,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance,corr_length,const_kernel,std_energies,average_distances,nit,time_opt_bayes,time_qaoa,time_opt_kernel,time_step
0,0,1.6716440184069226,1.6880770069451714,2.788147257450827,0.913869066632409,1.0580358579491986,0.3690505303985083,-7.3953896454691,-7.3953896454691,0.6162824704557583,0.6162824704557583,0.017767582730755717,0.017767582730755717,4.890873171166213,3.599847055832447,31.196986620757784,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,1.1994480559297889,1.5075217705705617,1.0382319432825566,2.3678701598003307,2.385243528111452,1.779616722126806,-7.540196114221317,-7.540196114221317,0.6283496761851097,0.6283496761851097,0.023335109741949082,0.023335109741949082,5.751163717194892,3.599847055832447,31.196986620757784,0.0,0.0,0,0.0,0.0,0.0,0.0
2,2,0.6163221362930664,2.059731935012408,1.481393439215407,0.5144755404892171,0.46711926254046265,2.301201677095528,-5.795553953519695,-7.540196114221317,0.4829628294599746,0.6283496761851097,0.0015178162447397345,0.023335109741949082,5.9833047051976465,3.599847055832447,31.196986620757784,0.0,0.0,0,0.0,0.0,0.0,0.0
3,3,0.12751226989056907,0.4037337495593716,0.6306135969655032,2.936705965223821,2.9718407440429155,0.05655393913093941,-9.071634412136593,-9.071634412136593,0.755969534344716,0.755969534344716,0.01895580871561624,0.023335109741949082,2.5271048407300754,3.599847055832447,31.196986620757784,0.0,0.0,0,0.0,0.0,0.0,0.0
4,4,1.9080491487174618,3.137576975229853,2.8821939723152417,2.7491026647267347,2.0064817624045594,1.3364116346924704,-7.8825782559431445,-9.071634412136593,0.6568815213285953,0.755969534344716,0.018877330699544403,0.023335109741949082,4.775587596793166,3.599847055832447,31.196986620757784,0.0,0.0,0,0.0,0.0,0.0,0.0
5,5,2.876347938313721,0.9680785429868678,2.003350965895595,1.9330457429669716,0.79361882558015,2.1290357452910422,-5.92771938814782,-9.071634412136593,0.49397661567898504,0.755969534344716,0.001524071819879464,0.023335109741949082,6.990752199433636,3.599847055832447,31.196986620757784,0.0,0.0,0,0.0,0.0,0.0,0.0
6,6,1.525672728194114,0.16724433045373155,0.7160634723294818,1.7482395797699906,2.615085003317432,3.1023489583213606,-6.472176507097402,-9.071634412136593,0.5393480422581168,0.755969534344716,0.0006955783195127154,0.023335109741949082,3.3581697349096515,3.599847055832447,31.196986620757784,0.0,0.0,0,0.0,0.0,0.0,0.0
7,7,2.2109737372738274,2.3668683903006174,0.06422783121125447,0.09488943285026222,1.6444773736046265,1.1426147696287903,-6.637189389223074,-9.071634412136593,0.5530991157685895,0.755969534344716,0.0013059667272753428,0.023335109741949082,6.243771115517482,3.599847055832447,31.196986620757784,0.0,0.0,0,0.0,0.0,0.0,0.0
8,8,2.793798142419617,0.8068917512520002,1.785207612019906,1.4509599608225592,0.0123657787591065,0.8527030294433824,-6.54210132170508,-9.071634412136593,0.54517511014209,0.755969534344716,0.005906034362907022,0.023335109741949082,5.964870248962754,3.599847055832447,31.196986620757784,0.0,0.0,0,0.0,0.0,0.0,0.0
9,9,0.7044272992056666,2.7763358053090648,2.329354642447828,1.1540618863790988,1.4998928243138439,2.7054786741436323,-8.125974301546004,-9.071634412136593,0.6771645251288336,0.755969534344716,0.0026317749047716846,0.023335109741949082,4.41434452679718,3.599847055832447,31.196986620757784,0.0,0.0,0,0.0,0.0,0.0,0.0
10,1,0.01,3.141592653589793,3.141592653589793,1.4924237598032153,3.141592653589793,2.346776762717721,-7.519834191181298,-9.071634412136593,0.6266528492651081,0.755969534344716,0.004005102171748181,0.023335109741949082,3.7354086905902832,2.7256387103340263,22.276603314095286,0.00018228604548461156,0.009386099308280934,86,2.6173818111419678,1.1071844100952148,0.11264944076538086,3.8372533321380615
11,2,0.01,0.4138286655276923,0.4691172442430206,3.141592653589793,3.141592653589793,0.01,-7.533131745054504,-9.071634412136593,0.6277609787545421,0.755969534344716,0.004076430938048918,0.023335109741949082,3.7340645598582256,1.3681430390324905,22.123489685332878,0.00020904214587667095,0.009804466709766068,93,2.8753466606140137,1.0523126125335693,0.12384772300720215,4.051544427871704
12,3,0.46612407030500297,0.3037771781888748,1.2646985916686226,2.208166708526834,2.4715895551651177,0.01,-7.626510289873033,-9.071634412136593,0.635542524156086,0.755969534344716,0.0016089668117303558,0.023335109741949082,4.968790121301112,1.0147511429892315,20.47752715974083,0.00022662753597842174,0.00872983190742914,31,0.99151611328125,1.200857400894165,0.1567552089691162,2.349163770675659
13,4,1.0419421352204414,2.8094412928150736,2.5456383360258408,1.6086300013198913,2.038389878495365,1.8331571319248652,-9.271796923060279,-9.271796923060279,0.7726497435883566,0.7726497435883566,0.1280148626836794,0.1280148626836794,4.491634478343499,1.0276105803767452,19.514139456164767,0.00018902129500840612,0.009215137444282095,36,1.143202781677246,1.2332262992858887,0.12786006927490234,2.5043277740478516
14,5,1.0671413325592787,2.812067475535092,2.534679772215451,1.5871757221274603,2.078088917855146,1.7121546500726945,-9.096524364854107,-9.271796923060279,0.7580436970711756,0.7726497435883566,0.07432934149749996,0.1280148626836794,4.409382790386104,1.0336505809978926,19.136919327347165,0.0004331931174365168,0.009954953040637118,30,0.9631268978118896,1.233539342880249,0.17563772201538086,2.3723413944244385
15,6,0.9997302473922336,2.766166377689982,2.6790790912012237,1.8170747799560794,1.9680736489513224,2.116635908899286,-6.803909832433281,-9.271796923060279,0.5669924860361067,0.7726497435883566,0.040568938148368615,0.1280148626836794,7.4580158716578,0.7164669604080182,26.32442223596323,0.00034291167534286057,0.009081309605172665,29,0.9364876747131348,1.248917818069458,0.20032167434692383,2.3857994079589844
