,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance
0,0,1.1354191310595139,0.7361675831564157,1.7001176068460133,1.8262741196269139,-6.931529642021163,-6.931529642021163,0.5776274701684302,0.5776274701684302,0.008229818910327126,0.008229818910327126,5.59790271169652
1,1,1.135419145960675,0.7361675831564157,1.7001176068460133,1.8262741196269139,-6.931529662838446,-6.931529662838446,0.5776274719032038,0.5776274719032038,0.008229819387218642,0.008229819387218642,5.597902679953677
2,2,1.1354191310595139,0.7361675980575769,1.7001176068460133,1.8262741196269139,-6.931529748904525,-6.931529748904525,0.5776274790753771,0.5776274790753771,0.00822981932183674,0.008229819387218642,5.597902576607758
3,3,1.1354191310595139,0.7361675831564157,1.7001176217471745,1.8262741196269139,-6.931529666559641,-6.931529748904525,0.5776274722133034,0.5776274790753771,0.008229819111713338,0.008229819387218642,5.597902685407625
4,4,1.1354191310595139,0.7361675831564157,1.7001176068460133,1.826274134528075,-6.931529674498512,-6.931529748904525,0.577627472874876,0.5776274790753771,0.008229818531648073,0.008229819387218642,5.597902629749065
5,5,1.3162814932579476,1.6647795174106848,1.9133100334887185,2.108440153590505,-7.864624757791399,-7.864624757791399,0.6553853964826165,0.6553853964826165,0.01005436233101335,0.01005436233101335,4.488264533135613
6,6,1.3162815081591088,1.6647795174106848,1.9133100334887185,2.108440153590505,-7.864624856057964,-7.864624856057964,0.655385404671497,0.655385404671497,0.010054363131507949,0.010054363131507949,4.488264394620991
7,7,1.3162814932579476,1.664779532311846,1.9133100334887185,2.108440153590505,-7.86462470942838,-7.864624856057964,0.655385392452365,0.655385404671497,0.010054362553385768,0.010054363131507949,4.488264777696969
8,8,1.3162814932579476,1.6647795174106848,1.9133100483898797,2.108440153590505,-7.864624857036218,-7.864624857036218,0.6553854047530182,0.6553854047530182,0.010054363313777103,0.010054363313777103,4.488264420581643
9,9,1.3162814932579476,1.6647795174106848,1.9133100334887185,2.1084401684916663,-7.864624757150809,-7.864624857036218,0.6553853964292341,0.6553854047530182,0.010054362178805978,0.010054363313777103,4.488264410739198
10,10,1.493990083049667,1.8279372055978211,2.100306497727733,2.1770634149380195,-8.52413095941896,-8.52413095941896,0.7103442466182467,0.7103442466182467,0.026220698222098437,0.026220698222098437,3.7008888700809877
11,11,1.4939900979508283,1.8279372055978211,2.100306497727733,2.1770634149380195,-8.524130957117785,-8.52413095941896,0.7103442464264821,0.7103442466182467,0.02622069803631078,0.026220698222098437,3.7008888362851735
12,12,1.493990083049667,1.8279372204989823,2.100306497727733,2.1770634149380195,-8.524130883773116,-8.52413095941896,0.7103442403144263,0.7103442466182467,0.026220696631811546,0.026220698222098437,3.700889014993777
13,13,1.493990083049667,1.8279372055978211,2.1003065126288942,2.1770634149380195,-8.524130993340096,-8.524130993340096,0.710344249445008,0.710344249445008,0.026220699673952484,0.026220699673952484,3.700888871496389
14,14,1.493990083049667,1.8279372055978211,2.100306497727733,2.1770634298391807,-8.524130909520304,-8.524130993340096,0.7103442424600254,0.710344249445008,0.026220697412312484,0.026220699673952484,3.700888775870311
15,15,1.391497385869541,1.9102169826692028,2.4182218999886995,1.875340206879578,-8.610542830829655,-8.610542830829655,0.7175452359024712,0.7175452359024712,0.0450467411512049,0.0450467411512049,4.599236914647051
16,16,1.3914974007707022,1.9102169826692028,2.4182218999886995,1.875340206879578,-8.610542827807102,-8.610542830829655,0.7175452356505918,0.7175452359024712,0.045046740489860286,0.0450467411512049,4.599236929525745
17,17,1.391497385869541,1.910216997570364,2.4182218999886995,1.875340206879578,-8.610542729467138,-8.610542830829655,0.7175452274555948,0.7175452359024712,0.045046741615263,0.045046741615263,4.599237066599372
18,18,1.391497385869541,1.9102169826692028,2.4182219148898607,1.875340206879578,-8.610542854177757,-8.610542854177757,0.7175452378481464,0.7175452378481464,0.04504674126908194,0.045046741615263,4.59923684432637
19,19,1.391497385869541,1.9102169826692028,2.4182218999886995,1.8753402217807391,-8.610542886867396,-8.610542886867396,0.717545240572283,0.717545240572283,0.045046743216150965,0.045046743216150965,4.599237011920366
20,20,1.3592828163870567,1.8982798761383886,2.463069675627637,1.8797403012381368,-8.782547603508007,-8.782547603508007,0.7318789669590006,0.7318789669590006,0.046731064622997656,0.046731064622997656,4.237492192584398
21,21,1.359282831288218,1.8982798761383886,2.463069675627637,1.8797403012381368,-8.78254760225731,-8.782547603508007,0.7318789668547758,0.7318789669590006,0.04673106407188069,0.046731064622997656,4.237492207713061
22,22,1.3592828163870567,1.8982798910395497,2.463069675627637,1.8797403012381368,-8.782547503980624,-8.782547603508007,0.7318789586650519,0.7318789669590006,0.04673106504213841,0.04673106504213841,4.237492356294382
23,23,1.3592828163870567,1.8982798761383886,2.463069690528798,1.8797403012381368,-8.782547625496683,-8.782547625496683,0.7318789687913902,0.7318789687913902,0.04673106453910794,0.04673106504213841,4.2374921118579465
24,24,1.3592828163870567,1.8982798761383886,2.463069675627637,1.879740316139298,-8.78254767010004,-8.78254767010004,0.7318789725083367,0.7318789725083367,0.046731067098532766,0.046731067098532766,4.237492272079578
25,25,1.2304245384571193,1.8505314500151318,2.6424607781833855,1.897340678672373,-9.31796810724869,-9.31796810724869,0.7764973422707242,0.7764973422707242,0.04644350979779073,0.046731067098532766,2.688560997772157
26,26,1.2304245533582805,1.8505314500151318,2.6424607781833855,1.897340678672373,-9.317968111268609,-9.317968111268609,0.7764973426057175,0.7764973426057175,0.04644350964949422,0.046731067098532766,2.688561009644957
27,27,1.2304245384571193,1.850531464916293,2.6424607781833855,1.897340678672373,-9.31796802470029,-9.317968111268609,0.7764973353916909,0.7764973426057175,0.04644350962854493,0.046731067098532766,2.688561139051373
28,28,1.2304245384571193,1.8505314500151318,2.6424607930845467,1.897340678672373,-9.317968107841418,-9.317968111268609,0.7764973423201181,0.7764973426057175,0.0464435088622213,0.046731067098532766,2.688560937924251
29,29,1.2304245384571193,1.8505314500151318,2.6424607781833855,1.8973406935735342,-9.317968205413376,-9.317968205413376,0.7764973504511147,0.7764973504511147,0.04644351336906959,0.046731067098532766,2.6885609869787714
30,30,1.141160990237588,1.701478576517655,2.7201416564028102,1.9921044691824352,-10.088237129221737,-10.088237129221737,0.8406864274351448,0.8406864274351448,0.06966530138924759,0.06966530138924759,1.645134291737719
