,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance,corr_length,const_kernel,noise_kernel,std_energies,average_distances,nit,time_opt_bayes,time_qaoa,time_opt_kernel,time_step
0,0,0.5861370036787528,0.7702788276581608,1.7708520991345504,1.4746661831072536,0.10813976455554118,0.018695796037083844,-5.640296618678357,-5.640296618678357,0.4700247182231964,0.4700247182231964,0.008220489829502808,0.008220489829502808,7.4961179346780185,6.020599943875495,43.41267024997648,9.999999999999997e-06,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,1.2730244771988193,1.991891536743718,0.06320526883314839,2.6844703662458116,1.4765005509626628,1.4058898169191378,-8.616966382233882,-8.616966382233882,0.7180805318528235,0.7180805318528235,0.010337519527029996,0.010337519527029996,2.896745978785205,6.020599943875495,43.41267024997648,9.999999999999997e-06,0.0,0.0,0,0.0,0.0,0.0,0.0
2,2,2.953313982842922,1.2898734027303753,2.7005211809767204,2.9690682147481984,3.013045378483179,0.9017554928588429,-8.543881554890934,-8.616966382233882,0.7119901295742445,0.7180805318528235,0.05480021169719456,0.05480021169719456,4.868278842251144,6.020599943875495,43.41267024997648,9.999999999999997e-06,0.0,0.0,0,0.0,0.0,0.0,0.0
3,3,0.31046314692134636,2.442250771450381,1.0723038038417014,0.6661226016231914,2.5125545679180257,2.6846284503727826,-7.425581971463963,-8.616966382233882,0.6187984976219969,0.7180805318528235,0.05053676421993528,0.05480021169719456,7.377365601882431,6.020599943875495,43.41267024997648,9.999999999999997e-06,0.0,0.0,0,0.0,0.0,0.0,0.0
4,4,1.9476529564210199,0.02196598476274888,2.151634233574697,1.868078617578391,1.8421991552593047,2.099760247048219,-7.647865622323312,-8.616966382233882,0.6373221351936094,0.7180805318528235,0.015863296713715634,0.05480021169719456,4.9346075124318105,6.020599943875495,43.41267024997648,9.999999999999997e-06,0.0,0.0,0,0.0,0.0,0.0,0.0
5,5,2.713992152853263,0.45110338954225226,1.5612017456998164,0.34679334118169314,1.0547419382624044,2.3475241884417555,-6.287895855378446,-8.616966382233882,0.5239913212815371,0.7180805318528235,0.0077929341878023115,0.05480021169719456,6.8362622681322165,6.020599943875495,43.41267024997648,9.999999999999997e-06,0.0,0.0,0,0.0,0.0,0.0,0.0
6,6,1.5797812487506762,1.7540111348407024,2.421759161938193,0.08862908248928766,1.9488306079907733,2.9170337599253293,-7.245769088363766,-8.616966382233882,0.6038140906969806,0.7180805318528235,1.1068270478898407e-05,0.05480021169719456,2.7755117334263204,6.020599943875495,43.41267024997648,9.999999999999997e-06,0.0,0.0,0,0.0,0.0,0.0,0.0
7,7,0.9916773051778142,2.7911156134993997,2.850072726819383,1.177413222644459,0.4416169510838142,1.1824861593071376,-6.180470089034837,-8.616966382233882,0.5150391740862365,0.7180805318528235,0.0035459732875490614,0.05480021169719456,5.358148480169525,6.020599943875495,43.41267024997648,9.999999999999997e-06,0.0,0.0,0,0.0,0.0,0.0,0.0
8,8,0.7869631524281524,2.8469875720050766,0.5300944042306334,1.8917815087237981,0.7936297611160934,1.597608205859906,-7.950651116137423,-8.616966382233882,0.6625542596781185,0.7180805318528235,0.0020998696165015797,0.05480021169719456,1.5934655435939433,6.020599943875495,43.41267024997648,9.999999999999997e-06,0.0,0.0,0,0.0,0.0,0.0,0.0
9,9,2.3604387626354133,1.1423589182760177,0.6941483584458911,2.4258023355857117,2.574775189879247,0.547617268848607,-7.416204053086828,-8.616966382233882,0.6180170044239023,0.7180805318528235,0.0033955716108532382,0.05480021169719456,5.169397749267169,6.020599943875495,43.41267024997648,9.999999999999997e-06,0.0,0.0,0,0.0,0.0,0.0,0.0
