,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance,corr_length,const_kernel,std_energies,average_distances,nit,time_opt_bayes,time_qaoa,time_opt_kernel,time_step
0,0,1.1840890584006123,2.2187896668095255,1.5165088942549456,0.5801717643462488,2.718862330688773,0.2509631379419411,-6.621213531069044,-6.621213531069044,0.5517677942557536,0.5517677942557536,0.0023725969944982947,0.0023725969944982947,5.088201999723211,2.0047058817798136,23.066867655036486,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,2.9316363573200124,0.2871210905952353,1.6082680071501514,0.0544277518153208,1.2617517501132092,1.0930719160153135,-5.0028748076105405,-6.621213531069044,0.41690623396754506,0.5517677942557536,0.0009656435235867161,0.0023725969944982947,5.313414043880698,2.0047058817798136,23.066867655036486,0.0,0.0,0,0.0,0.0,0.0,0.0
2,2,1.8554941256779307,1.4950153414135992,2.0715599996971252,2.6863792967562525,2.9949882110894905,0.34585808206459684,-6.407722493350633,-6.621213531069044,0.533976874445886,0.5517677942557536,0.016219201085451995,0.016219201085451995,6.706701116093825,2.0047058817798136,23.066867655036486,0.0,0.0,0,0.0,0.0,0.0,0.0
3,3,2.4342375586122507,2.1432752971354256,0.7395012286065298,2.8451502358730183,0.6604910202576962,1.9264564142045786,-5.882118616717531,-6.621213531069044,0.49017655139312755,0.5517677942557536,0.0007475165604677291,0.016219201085451995,7.25356046190084,2.0047058817798136,23.066867655036486,0.0,0.0,0,0.0,0.0,0.0,0.0
4,4,0.929324213619833,0.34298346037054844,2.9382770165753014,0.9897012731318915,0.5085187142674218,2.446570132154049,-7.47132590262769,-7.47132590262769,0.6226104918856409,0.6226104918856409,4.0489976198407386e-05,0.016219201085451995,1.4606057797959053,2.0047058817798136,23.066867655036486,0.0,0.0,0,0.0,0.0,0.0,0.0
5,5,0.07483333862698388,2.62123642335885,0.07925827430922736,1.5127433691160528,0.28108577400691215,2.9024563815091753,-9.290536844921018,-9.290536844921018,0.7742114037434181,0.7742114037434181,0.026691863416372058,0.026691863416372058,1.9253062823418787,2.0047058817798136,23.066867655036486,0.0,0.0,0,0.0,0.0,0.0,0.0
6,6,2.1957800452566545,0.9665134467574955,2.4729701070895183,0.7615476999261209,1.75773965281837,1.474365590215181,-7.8251542173229165,-9.290536844921018,0.6520961847769097,0.7742114037434181,0.010540687976236359,0.026691863416372058,3.194628387370571,2.0047058817798136,23.066867655036486,0.0,0.0,0,0.0,0.0,0.0,0.0
7,7,0.583004333384995,2.897208548838062,0.9762452135382323,1.6607027656690367,2.327289379791165,1.6661572207943671,-9.388740432756885,-9.388740432756885,0.7823950360630737,0.7823950360630737,0.03123951046585616,0.03123951046585616,2.205512277762537,2.0047058817798136,23.066867655036486,0.0,0.0,0,0.0,0.0,0.0,0.0
8,8,2.660552274048461,0.7746518317625423,0.35256997158829656,2.113603394186033,2.132526516371515,0.6529259287662607,-6.644411183349126,-9.388740432756885,0.5537009319457605,0.7823950360630737,0.004017008798590645,0.03123951046585616,5.804051267671227,2.0047058817798136,23.066867655036486,0.0,0.0,0,0.0,0.0,0.0,0.0
9,9,1.2804506012276593,1.7398926814517017,2.5776623376881678,2.2825185066174076,1.278524845663212,2.8028472461882146,-6.611465016590634,-9.388740432756885,0.5509554180492194,0.7823950360630737,0.005951072544334136,0.03123951046585616,6.603695302238549,2.0047058817798136,23.066867655036486,0.0,0.0,0,0.0,0.0,0.0,0.0
10,1,0.01,2.67814080429064,0.2381973213101822,1.2918739261580403,1.8852577312970829,2.459090949224962,-7.379659825886805,-9.388740432756885,0.6149716521572338,0.7823950360630737,0.03546000734863474,0.03546000734863474,5.844516987648625,1.4635453420607445,20.753186673338348,0.0001611326266383658,0.009368936845963315,31,4.32715106010437,20.313584089279175,1.4829967021942139,26.123822927474976
11,2,0.6284359931062397,2.9815681225262285,1.2100046705847232,1.7571920853181355,1.881033625410554,1.4988678531037583,-7.498400464922964,-9.388740432756885,0.624866705410247,0.7823950360630737,0.0021263552691072668,0.03546000734863474,2.7996933507537562,1.1852952708874087,23.30407098752394,0.00023193988727262832,0.00818015990845745,31,5.964810132980347,27.40181279182434,2.2684051990509033,35.63520884513855
12,3,0.8487718690134097,2.6277777179072213,0.8833365726092588,1.6687451467433705,2.946279463256675,1.8212749826149988,-8.911851564208495,-9.388740432756885,0.7426542970173746,0.7823950360630737,0.09358213982264317,0.09358213982264317,4.148679331960807,1.0731468919212441,20.85807814921333,0.00033840348713132327,0.009372867328417744,29,4.385643720626831,24.20504665374756,0.7486791610717773,29.339493989944458
13,4,0.5245294547269456,2.771817246083088,0.8392268099581256,1.5983968082426108,2.5318774313357877,1.646725855129176,-9.597760839136848,-9.597760839136848,0.799813403261404,0.799813403261404,0.05123704338490614,0.09358213982264317,2.354965093783079,1.1082976353324183,20.28797311995668,0.00042956158678264365,0.009912326303245051,41,4.551022052764893,22.71461844444275,1.0481665134429932,28.314040184020996
14,5,0.5580262953853304,2.8347301183499223,0.8678407784219861,1.599471101136154,2.5237768544038546,1.6940067970721693,-9.733479645230556,-9.733479645230556,0.811123303769213,0.811123303769213,0.060289081649466156,0.09358213982264317,2.2556242711733034,1.1256537662688926,20.866956812675117,0.00042813810675271127,0.00937836787014979,38,3.8790438175201416,18.5180184841156,1.52402663230896,23.92118525505066
