,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,BETA_3,GAMMA_3,BETA_4,GAMMA_4,BETA_5,GAMMA_5,BETA_6,GAMMA_6,BETA_7,GAMMA_7,BETA_8,GAMMA_8,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance,corr_length,const_kernel,std_energies,average_distances,nit,time_opt_bayes,time_qaoa,time_opt_kernel,time_step
0,0,0.834752865173701,2.4528629282772947,1.5480634516830083,0.11860623633128331,2.058269206028676,0.3270187594964595,2.2485976917140906,0.3742163375991666,2.8123248615972902,2.028203376639167,0.13292612055473774,2.8127311771015795,1.1131573904308159,0.846271835666056,1.8211610950847572,1.3262031522922753,2.6966250011295507,2.169802111047797,-7.002933871937575,-7.002933871937575,0.5835778226614646,0.5835778226614646,0.01763425155277697,0.01763425155277697,6.318289472394191,34.8800581200554,47.56174216177532,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,1.1470591776651442,0.03666725677663014,0.20115330659451014,3.082926693637158,3.1206936083024415,0.16276799639434483,0.11410792353841473,1.7596804460109632,0.9969779801446289,1.4115477170910307,1.9523909154397843,0.7724950845791476,2.9565785033716474,1.133459936561276,2.7940735038426077,2.9209436767509556,0.9938232063034781,2.6013841023150435,-6.069388279292251,-7.002933871937575,0.5057823566076876,0.5835778226614646,0.01317058739832258,0.01763425155277697,8.923378175221352,34.8800581200554,47.56174216177532,0.0,0.0,0,0.0,0.0,0.0,0.0
2,2,0.1917682926631923,0.6090400149286046,1.2044554757368242,2.6557997679726886,2.6221086267643896,2.5070136422329425,0.3410343831978195,1.0388471203286422,0.7232551310107169,0.9531812444575847,2.634016568869755,0.16895032522676007,2.1318408361205017,0.4217282893227159,0.4173098338190128,1.5906035498580195,1.283315181005097,0.7956183173147311,-6.643486539295568,-7.002933871937575,0.5536238782746307,0.5835778226614646,0.006378430074797353,0.01763425155277697,5.86929252416207,34.8800581200554,47.56174216177532,0.0,0.0,0,0.0,0.0,0.0,0.0
3,3,2.5614539510072105,2.8415751898080313,1.7584520979667357,2.325380158570825,0.4504648550755143,1.1121783329281654,0.8025918259886906,1.5064123683769761,1.8302073543469846,0.8529079226337124,2.3298669847970235,1.3692692684263479,1.319205039495496,2.4254191518239425,2.0405819734829223,0.4943547397617645,3.0881974833987482,2.2078343728457996,-7.37568797266832,-7.37568797266832,0.6146406643890266,0.6146406643890266,0.014967403615195307,0.01763425155277697,3.865167275131242,34.8800581200554,47.56174216177532,0.0,0.0,0,0.0,0.0,0.0,0.0
4,4,0.531246992263543,1.6726467785812085,0.41978384208145103,0.3949183277658685,1.6279735252014436,1.5925635027297675,3.0411157502928052,2.932281447348146,1.4765885490022082,1.7956722797692217,0.3880505620225423,2.906876392258034,0.4071202804045056,1.5373396869672087,1.2729028611831372,1.065876509880084,1.7433705074602963,0.03728889455547735,-6.567298907162193,-7.37568797266832,0.5472749089301827,0.6146406643890266,0.0030963949445020804,0.01763425155277697,5.049978457416408,34.8800581200554,47.56174216177532,0.0,0.0,0,0.0,0.0,0.0,0.0
5,5,2.1671323282667676,0.8551248485720395,2.7835977257244138,0.8469288633523162,0.07677222754780236,3.0946755213302253,2.590012426719651,0.13588468298717762,2.098897942844111,2.8754832827321515,3.12828214919629,2.4390071576649857,0.16650582426495128,2.7030961474792075,2.3947843707088827,2.2029989260908334,2.0301804778586527,2.9345444383628934,-7.531879560039473,-7.531879560039473,0.6276566300032894,0.6276566300032894,0.027137622843552367,0.027137622843552367,3.9831537021535937,34.8800581200554,47.56174216177532,0.0,0.0,0,0.0,0.0,0.0,0.0
6,6,2.372524004043738,2.1398962974716658,2.1695413571487743,1.3391777439895982,2.2888209006324387,1.2652566153280504,1.8102570631141963,2.391967070391351,3.0240779469484673,0.14350372020890523,1.5607072236983932,1.952407982108874,2.5989547108739672,2.1726531113807943,1.039558608288071,2.095873411905115,2.379923521302803,1.1995310913847972,-6.7702592422406696,-7.531879560039473,0.5641882701867225,0.6276566300032894,0.010719310014769848,0.027137622843552367,4.80043878354811,34.8800581200554,47.56174216177532,0.0,0.0,0,0.0,0.0,0.0,0.0
7,7,1.3603475607001927,1.394830642302085,2.5080924334200634,2.155288277426032,1.3464419008352604,2.7863412350970687,1.1164487020903964,1.9925719600537517,0.5831793514673906,2.3593667389953565,0.8178901653831377,0.5923533232227539,1.641971543702542,0.2973235561328297,0.6906437074306503,2.7263790250793596,0.8369794737291633,0.5661365548985992,-6.577150634229083,-7.531879560039473,0.5480958861857569,0.6276566300032894,0.0018721973893902164,0.027137622843552367,4.599023628368499,34.8800581200554,47.56174216177532,0.0,0.0,0,0.0,0.0,0.0,0.0
8,8,1.621347317630228,0.9502465881747459,3.0825869874393614,1.692126900280777,1.2491289384855446,2.0775706920206076,1.50693388863768,2.6304116129738846,0.25963107844635913,2.6367190851785267,0.9616202789580562,1.184315100976785,2.4750395358422397,1.6206698057923623,0.3062949609669412,0.7177151372766002,0.04408152199220617,1.8467092036807806,-7.2461562284035566,-7.531879560039473,0.603846352366963,0.6276566300032894,3.5954693641658903e-05,0.027137622843552367,5.003957640983167,34.8800581200554,47.56174216177532,0.0,0.0,0,0.0,0.0,0.0,0.0
9,9,2.9802338565172,2.522919711852584,0.9023705519207665,1.001404342918473,0.7390616543751868,0.9268883520139396,2.14865976883027,0.6602009215097356,2.4947795649685953,0.5248334691755977,1.8780617378894855,1.8082509150800021,0.8824730907429662,2.894090080340817,3.116345892672528,0.28828299864626444,0.4664538624426932,1.5133156014150666,-7.170121608796632,-7.531879560039473,0.597510134066386,0.6276566300032894,0.014329657417938076,0.027137622843552367,5.449121772691555,34.8800581200554,47.56174216177532,0.0,0.0,0,0.0,0.0,0.0,0.0
