,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,BETA_3,GAMMA_3,BETA_4,GAMMA_4,BETA_5,GAMMA_5,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance,corr_length,const_kernel,std_energies,average_distances,nit,time_opt_bayes,time_qaoa,time_opt_kernel,time_step
0,0,2.128272277025237,1.4414174943323146,0.9205816460006521,1.3902172827772539,1.957005513885144,0.05146917715143724,0.5340861677766863,0.9151616873745883,2.7035425037834737,1.3905304617752188,0.5579745358688083,1.687246334486985,-5.827237115879444,-5.827237115879444,0.4856030929899537,0.4856030929899537,0.001231810643179793,0.001231810643179793,5.2052216926520245,8.654042731047172,26.924166071681327,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,1.293226984893228,0.8270232442658716,1.738946121857421,1.0223581889240378,0.1318042782906684,2.2823670243539147,2.3565385494677633,2.2387620929386443,0.5875696650198267,0.44919184978039456,2.17257423059421,0.9603350659075771,-7.0724882441930434,-7.0724882441930434,0.5893740203494203,0.5893740203494203,0.0022367286218590915,0.0022367286218590915,4.108679757207106,8.654042731047172,26.924166071681327,0.0,0.0,0,0.0,0.0,0.0,0.0
2,2,0.18712315101247065,0.5982788616558745,2.545859454309357,2.537548148401721,1.1890881445102734,1.788837610677291,0.26583270282550564,2.0799751812400866,0.8001228176644258,2.7362193430532438,2.412778615920255,3.059404409805704,-6.625287474337645,-7.0724882441930434,0.552107289528137,0.5893740203494203,0.009002842688460628,0.009002842688460628,7.6339692781923745,8.654042731047172,26.924166071681327,0.0,0.0,0,0.0,0.0,0.0,0.0
3,3,1.227216084071311,3.0941736063517378,1.2678488160988457,2.147235903730149,2.256314751487332,1.9192271418097917,2.9434884400825334,2.9299305605712695,1.4823011037677931,2.4644401603211685,2.5296698588337145,2.1203422379513417,-7.213317887097512,-7.213317887097512,0.6011098239247926,0.6011098239247926,0.018287891699061507,0.018287891699061507,5.59601316177357,8.654042731047172,26.924166071681327,0.0,0.0,0,0.0,0.0,0.0,0.0
4,4,2.220401729661079,0.07288682392945604,0.35565279160564983,1.766459127554145,0.5063629964685562,0.8107615422269415,1.5213706876382584,1.752728763276467,0.28568461567006576,1.6888081807976507,1.8141063168751068,2.3724930054360116,-6.949678584659251,-7.213317887097512,0.5791398820549376,0.6011098239247926,7.836975455746952e-05,0.018287891699061507,5.139539926465282,8.654042731047172,26.924166071681327,0.0,0.0,0,0.0,0.0,0.0,0.0
5,5,0.4618051223154524,1.7848378291788862,2.266660926463231,2.2024716670201556,0.648721180794339,0.4936636764060662,0.8059954608379695,1.158952426233543,1.0848623622777491,0.8350715576178509,2.943084588944929,0.4993476159809184,-8.38675214928218,-8.38675214928218,0.6988960124401817,0.6988960124401817,0.0671864397662304,0.0671864397662304,5.415338852168944,8.654042731047172,26.924166071681327,0.0,0.0,0,0.0,0.0,0.0,0.0
6,6,1.5935810908955899,2.0740506059306,0.052556789963059326,0.8281767808711726,2.646359440457293,1.055066451795413,1.5785168690563347,0.23060305470685785,2.3131898821389134,0.20580877057022054,0.25579048665903464,0.20462880976527237,-5.91972092882358,-8.38675214928218,0.493310077401965,0.6988960124401817,0.0007309625776546081,0.0671864397662304,2.2389964733446917,8.654042731047172,26.924166071681327,0.0,0.0,0,0.0,0.0,0.0,0.0
7,7,3.0880288605278885,2.64756285632454,1.0980702228168888,0.3743036481025462,1.4017071009470683,2.7070582108896395,2.154451200432465,2.695984517660369,3.072177248006314,2.979401118025253,0.8729491966534599,1.4429325891168636,-6.2099501867130105,-8.38675214928218,0.5174958488927509,0.6988960124401817,0.0005984325602850677,0.0671864397662304,6.366352947574924,8.654042731047172,26.924166071681327,0.0,0.0,0,0.0,0.0,0.0,0.0
8,8,2.544558278184282,2.3905748286154065,1.9038767652609647,0.2203297633092371,1.6298671371358793,2.88068232804895,1.017585995553415,0.3593957724397847,1.701662226376666,2.0036593292613767,1.4720281340258718,2.6216159656730453,-6.059928668171128,-8.38675214928218,0.5049940556809274,0.6988960124401817,0.006326398709829325,0.0671864397662304,4.742416509961458,8.654042731047172,26.924166071681327,0.0,0.0,0,0.0,0.0,0.0,0.0
9,9,0.6454545401780456,1.0735941286965067,2.8519432749632574,3.13185472799699,3.035559518501168,1.4590724907974693,2.5457022410069587,1.5626297701621805,2.187030645712479,1.1095069950065768,0.984703004409985,0.8766374254175736,-6.942659367813495,-8.38675214928218,0.5785549473177912,0.6988960124401817,0.00441827370611095,0.0671864397662304,6.33597217704866,8.654042731047172,26.924166071681327,0.0,0.0,0,0.0,0.0,0.0,0.0
10,1,0.7581759983834879,3.141592653589793,3.141592653589793,3.141592653589793,0.01,0.01,2.5794684067746427,0.08774361058252825,0.01,1.7701869350469916,3.141592653589793,0.01,-6.087423529434997,-8.38675214928218,0.5072852941195831,0.6988960124401817,0.0004859145626770817,0.0671864397662304,4.481983792261637,4.173144354214486,13.323175860517546,2.7962380074383818e-05,0.00987873670170816,287,17.307147979736328,2.0676352977752686,0.1312248706817627,19.506052494049072
11,2,0.027371789860009106,1.618024851563324,1.7101459164785635,2.489216091034321,1.1653808808822734,0.6269315172991823,0.2649631140794068,2.188071580381838,1.3035552736438467,0.18292146172296078,3.141592653589793,0.01,-7.44734199487978,-8.38675214928218,0.6206118329066483,0.6988960124401817,0.00560152583739135,0.0671864397662304,4.959302030662215,3.209145433937738,10.213326145170972,4.2265800472406915e-05,0.009934159915894435,83,5.2447896003723145,2.4494659900665283,0.1413583755493164,7.835671901702881
12,3,0.4971603559109598,1.5809826897560235,2.2320338242451787,1.923282228774355,0.6888576633872894,0.586908642228112,1.09523557888551,1.064759919831978,1.25933825151916,1.0459350576950732,3.141592653589793,0.7662563733223496,-6.858932832314183,-8.38675214928218,0.5715777360261819,0.6988960124401817,0.0007670252144375513,0.0671864397662304,4.108473632557498,2.134817649906773,16.38660901279169,4.1302965979646985e-05,0.009483696119794336,59,3.7785847187042236,2.410875082015991,0.12143874168395996,6.310935020446777
13,4,0.8313554988694862,2.3752350073159447,2.393031064417627,2.90146596130262,0.48621137165020467,0.7252092008382132,0.29660346128253573,1.48855031517701,0.2921681541377982,0.6058860860079599,1.7250057231218023,0.30791232190669077,-6.850869586558291,-8.38675214928218,0.5709057988798576,0.6988960124401817,0.0034528046550679472,0.0671864397662304,6.205005739695103,1.6046197033504987,14.532079743656153,3.474996372363599e-05,0.009784292773813446,63,4.030608415603638,2.4644477367401123,0.15825176239013672,6.65334415435791
14,5,0.3913632611347448,1.9916245958703962,2.2594316174624733,2.576802229811952,0.7223725550516071,0.31366753552517934,0.7228303095848131,1.2089026528661175,0.9776028602765081,0.664386317465235,2.796628226031591,0.09716115224622693,-7.791112087046153,-8.38675214928218,0.6492593405871795,0.6988960124401817,0.029132992668872256,0.0671864397662304,5.209179070925913,1.4559304348245772,14.897822477241851,7.728932023321757e-05,0.008550702393116824,69,4.404155492782593,2.4625649452209473,0.13171911239624023,6.99847674369812
15,6,0.5475454086546585,1.860515197445298,2.2257211722234627,2.1762204104062843,0.5934474485618164,0.7837805465792582,0.44037605855971773,1.5137716504304262,0.9020028233093741,0.695549506741242,2.7022951449183923,0.6991194048181956,-6.187316446966486,-8.38675214928218,0.5156097039138738,0.6988960124401817,0.004024118744934675,0.0671864397662304,7.0619978623196005,1.1187737628838097,19.326824729386257,0.00011081478795794829,0.008313860781346452,72,4.708622455596924,2.5188958644866943,0.1522970199584961,7.379853248596191
16,7,1.4636914466710997,1.573084991000055,1.4694930505715416,2.315927124420342,1.6037690280753178,1.6058470495699615,2.2406880951661,1.9244989294121824,1.130286634811827,1.664291933187005,1.337562734357848,1.1181039149345333,-7.285500991349632,-8.38675214928218,0.6071250826124693,0.6988960124401817,0.004306230369079983,0.0671864397662304,4.160486649078962,1.141733600693487,18.869545233521404,6.250886402854312e-05,0.009652789791014057,61,3.9622323513031006,2.376004457473755,0.1325976848602295,6.470869779586792
