,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance,corr_length,const_kernel,std_energies,average_distances,nit,time_opt_bayes,time_qaoa,time_opt_kernel,time_step
0,0,0.7048635858038815,0.13343265465861515,0.1008784460197479,3.113690829160426,2.3177600597454444,0.3291685717531244,-6.477248067608014,-6.477248067608014,0.5397706723006678,0.5397706723006678,0.003650388697446379,0.003650388697446379,5.695992778347097,2.2116655963310596,31.20308820601536,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,0.5037252779925854,0.6011184637128208,0.3362285146690309,0.7377877116510987,1.200884329113271,1.052175478384287,-8.95440426405687,-8.95440426405687,0.7462003553380726,0.7462003553380726,0.10330883452080104,0.10330883452080104,4.755410952032392,2.2116655963310596,31.20308820601536,0.0,0.0,0,0.0,0.0,0.0,0.0
2,2,2.2043878840385656,3.0759903364465413,2.2478800156500833,2.2964037348185697,3.072173064805416,1.8310926122217124,-8.166612702250248,-8.95440426405687,0.680551058520854,0.7462003553380726,0.05537276940123386,0.10330883452080104,4.831274233944825,2.2116655963310596,31.20308820601536,0.0,0.0,0,0.0,0.0,0.0,0.0
3,3,1.9033117422781018,1.469185160749799,2.0638880804664286,2.622973555147218,0.18527464465964366,2.5151912909996317,-7.992189838177162,-8.95440426405687,0.6660158198480969,0.7462003553380726,0.03191577642054045,0.10330883452080104,5.084333675689429,2.2116655963310596,31.20308820601536,0.0,0.0,0,0.0,0.0,0.0,0.0
4,4,3.0600911164167584,2.0542299369123036,1.6505573254758485,2.012219356546454,0.5015989713891673,0.8896554628052966,-5.9028631236391265,-8.95440426405687,0.49190526030326054,0.7462003553380726,0.005242275378907531,0.10330883452080104,4.813586645336322,2.2116655963310596,31.20308820601536,0.0,0.0,0,0.0,0.0,0.0,0.0
5,5,2.582711233271576,1.8303561401739044,0.7228196760529394,0.4805505441094266,1.4028673566268068,0.20290937616737634,-9.70807569192642,-9.70807569192642,0.8090063076605349,0.8090063076605349,0.05845113598602762,0.10330883452080104,2.325810277922315,2.2116655963310596,31.20308820601536,0.0,0.0,0,0.0,0.0,0.0,0.0
6,6,0.2595907633102933,0.8963183123991154,1.0617491284025675,1.1761625049091338,2.8239808212463107,1.5154712152133152,-9.506425742312857,-9.70807569192642,0.792202145192738,0.8090063076605349,0.09177328272748851,0.10330883452080104,3.8128627394895034,2.2116655963310596,31.20308820601536,0.0,0.0,0,0.0,0.0,0.0,0.0
7,7,1.2873137782552424,2.6055557362642436,2.9598790132692474,1.7631819466629346,1.6328152777953069,3.0591738281006093,-7.176711203986157,-9.70807569192642,0.5980592669988464,0.8090063076605349,0.013294986865952624,0.10330883452080104,5.251169506389012,2.2116655963310596,31.20308820601536,0.0,0.0,0,0.0,0.0,0.0,0.0
8,8,1.0643849301624029,2.5115149100741645,2.6262314901947064,1.27123049500894,1.9802790144738944,2.804402102594309,-7.131192954065686,-9.70807569192642,0.5942660795054738,0.8090063076605349,0.0006399803273209699,0.10330883452080104,3.8002192541797015,2.2116655963310596,31.20308820601536,0.0,0.0,0,0.0,0.0,0.0,0.0
9,9,1.7037183599796384,1.1634299457071264,1.2877850795769445,0.3174879058937356,0.9457584600019446,2.171988071525071,-7.451839120880783,-9.70807569192642,0.6209865934067319,0.8090063076605349,0.013305082317824107,0.10330883452080104,6.601735887367155,2.2116655963310596,31.20308820601536,0.0,0.0,0,0.0,0.0,0.0,0.0
10,1,1.8161502271365755,1.8588757524592048,0.25390903579386576,0.01,2.6011937006957995,0.01,-6.94514508400367,-9.70807569192642,0.5787620903336391,0.8090063076605349,0.002967787556225926,0.10330883452080104,3.359043704106398,1.5098474812142397,23.82393989286911,0.00014115325445607834,0.009041319156734047,56,1.7025678157806396,1.1789984703063965,0.13499021530151367,3.016599178314209
11,2,0.543370083276798,0.963614388358821,1.2262736154343876,1.5391456506721068,2.3126352693884114,1.4827305914715985,-8.456299459628163,-9.70807569192642,0.7046916216356802,0.8090063076605349,0.03429398138592967,0.10330883452080104,4.886164211346795,1.53640742155069,27.038694335444728,0.00020275499666472585,0.009990664458958444,30,1.0888707637786865,1.4369335174560547,0.13557982444763184,2.6614677906036377
12,3,2.5650985532511297,1.6566450441049718,0.6195936276903043,0.39254699650188624,1.1963263466305414,0.20808182241364587,-8.456553249973577,-9.70807569192642,0.7047127708311315,0.8090063076605349,0.01973950894448947,0.10330883452080104,4.127291930580299,1.1647951535067398,25.837214664743218,0.0002537022088852195,0.008629245787391647,28,0.9117224216461182,1.2240056991577148,0.12929368019104004,2.2650582790374756
13,4,2.55425956806912,2.2216629943820494,1.0337178600391024,0.7547640293854518,1.8344269905420736,0.3456126557585858,-7.378809894818315,-9.70807569192642,0.614900824568193,0.8090063076605349,0.008353825806577923,0.10330883452080104,4.349116723558339,0.8373591910594916,26.723450830800992,0.00044081691277062597,0.009276082961163987,32,1.0144939422607422,1.2353572845458984,0.13823580741882324,2.3881428241729736
14,5,0.2730749158251645,0.8359810606958705,0.788519629221658,0.9353521860220885,2.7425305635510795,1.469697105259156,-8.992447876119677,-9.70807569192642,0.7493706563433064,0.8090063076605349,0.061359609233782454,0.10330883452080104,4.427171713802281,0.8453074493960774,26.110493004662178,0.0004566024565353439,0.009563966990854983,33,1.0453438758850098,1.2306370735168457,0.16150331497192383,2.4375391006469727
15,6,0.19333686415323606,0.9285705013934415,1.185273217022267,1.226826263453553,2.99388035242471,1.5491530944806544,-9.10655642465794,-9.70807569192642,0.7588797020548284,0.8090063076605349,0.0689358575800271,0.10330883452080104,4.33977268010527,0.8174616891074749,24.590893060760074,0.0007947754211925957,0.00980431108083588,33,1.036886215209961,1.243804693222046,0.20108580589294434,2.481813907623291
16,7,0.26140085023903836,0.8423088034361582,1.0840812539359883,1.1733463569203526,2.70762123376849,1.420728494055435,-8.698316540182834,-9.70807569192642,0.7248597116819028,0.8090063076605349,0.055664752145728774,0.10330883452080104,5.25990413329238,0.7730686221940217,26.526805469003605,0.0009347840461033923,0.009656256072774663,46,1.4253625869750977,1.3608860969543457,0.21056914329528809,2.9968860149383545
17,8,0.5453118250886927,1.1813935966415359,0.7544729350484196,1.3129449929175823,2.8530748482096393,1.94866228733221,-7.139648403709701,-9.70807569192642,0.5949707003091418,0.8090063076605349,0.02072687002471771,0.10330883452080104,5.917022235403742,0.6534255615631525,26.222399518125076,0.0005467857973659934,0.009415427765057239,31,1.1002638339996338,1.3502235412597656,0.17531085014343262,2.625842809677124
18,9,0.8794508684013131,0.8931759933626231,0.5591875065481997,0.9312579116726817,1.2918989436148136,1.0965431588021828,-8.008815005090835,-9.70807569192642,0.6674012504242363,0.8090063076605349,0.004074695872549168,0.10330883452080104,3.1238918117302887,0.6647393763599182,26.17661258442986,0.00045472713478360906,0.009096216871695711,38,1.3398005962371826,1.4987928867340088,0.24456429481506348,3.083378791809082
19,10,0.27206944330524424,0.9291553155708115,1.0075498140680945,1.1259994848056138,2.883437694504627,1.5904064058281056,-9.344071594650627,-9.70807569192642,0.7786726328875523,0.8090063076605349,0.10130124467322028,0.10330883452080104,4.023724145140619,0.6435369089053931,26.465895481409778,0.0009253491854142312,0.005468451269488017,42,1.4568181037902832,1.3907735347747803,0.24457073211669922,3.0922091007232666
20,11,0.2511023752564902,0.9220637492461464,1.0015237564749577,1.2561089124762808,2.87156031837541,1.5097470211734778,-9.750576440165744,-9.750576440165744,0.8125480366804787,0.8125480366804787,0.08210356748480242,0.10330883452080104,2.9877515323870227,0.654277439586839,25.951045931787196,0.0009750792303939167,0.004341073123084945,36,1.2773401737213135,1.4198400974273682,0.17833518981933594,2.8755741119384766
21,12,0.2273741804391692,0.9297404496380532,0.918498048652416,1.3264188149657397,2.9027485017290267,1.4656113352851068,-9.33341442968181,-9.750576440165744,0.7777845358068175,0.8125480366804787,0.04744028785864596,0.10330883452080104,3.1219962809703787,0.6157371869348084,26.017267835641178,0.0007146958176695152,0.006461208374482005,34,1.0806593894958496,1.2259626388549805,0.19456696510314941,2.5012426376342773
22,13,0.300074250687223,0.9287041710574458,1.0347470399008545,1.2859554400076443,2.863239092625555,1.5379114625430514,-9.839601415666246,-9.839601415666246,0.8199667846388539,0.8199667846388539,0.09206527551869258,0.10330883452080104,2.9111074015433758,0.6251098937119796,25.51928730800977,0.0005808822486015688,0.0037922048991105486,33,1.062804937362671,1.2413232326507568,0.20516204833984375,2.509342908859253
23,14,0.31166193621277416,0.9237225384445911,1.037719021678433,1.2916615518517103,2.8657487203566667,1.5398468912041294,-9.826711813875683,-9.839601415666246,0.8188926511563069,0.8199667846388539,0.09161642377325527,0.10330883452080104,2.946374787186272,0.6305229558959916,24.933011199396116,0.0008160732806004499,0.0036296064677162018,40,1.2715449333190918,1.2464642524719238,0.24712848663330078,2.765195369720459
24,15,0.2935986079895081,0.9773201994370994,1.0481385590612342,1.2973654225541342,2.8432300733512457,1.5421703142707888,-9.970263097085336,-9.970263097085336,0.8308552580904447,0.8308552580904447,0.10213012119673945,0.10330883452080104,2.636173054026173,0.6327733791895548,24.8096466926166,0.0009743258691479334,0.0051952419606120254,33,1.0545639991760254,1.247382402420044,0.2724759578704834,2.574458360671997
25,16,0.33506503053050873,1.0868843040720926,1.0820991299886789,1.3124808586716044,2.83351344281578,1.506047511612148,-10.163098431610994,-10.163098431610994,0.8469248693009161,0.8469248693009161,0.11687485918463385,0.11687485918463385,2.183699851608594,0.6398800358903494,24.42041274693973,0.0008519579467556028,0.0056529178744241316,34,1.0885231494903564,1.253413438796997,0.27008056640625,2.6120543479919434
26,17,0.3716881128516613,1.143888541172756,1.0991873484200827,1.3129394290725394,2.839775474393625,1.4701347881418088,-10.185015979371663,-10.185015979371663,0.8487513316143053,0.8487513316143053,0.1123056083652023,0.11687485918463385,1.985950532699718,0.650227867754333,24.162037297755212,0.0008731506611635256,0.006143868869931271,40,1.2708334922790527,1.229341745376587,0.26190686225891113,2.7621378898620605
27,18,0.3642487673397896,1.1308060686177697,1.0925371830530146,1.3081014863869733,2.8403476825607634,1.4752443885787874,-10.19507671238088,-10.19507671238088,0.84958972603174,0.84958972603174,0.1161536403034836,0.11687485918463385,2.030112991833505,0.6567221171629747,23.866261663504005,0.0007694885496935048,0.00422741981340595,35,1.1431374549865723,1.2259976863861084,0.26005125045776367,2.629223346710205
