,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,BETA_2,GAMMA_2,BETA_3,GAMMA_3,BETA_4,GAMMA_4,BETA_5,GAMMA_5,BETA_6,GAMMA_6,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance,corr_length,const_kernel,std_energies,average_distances,nit,time_opt_bayes,time_qaoa,time_opt_kernel,time_step
0,0,2.03358370456351,2.720934934820931,3.0260158279074063,0.8322006640861229,2.206046575162636,0.43816504123701877,2.9304218668990263,0.8461466827931174,2.3023516075971138,1.2241271228567958,0.3069597770733561,2.8753473560085925,2.8256475843045608,1.5824454614227295,-6.102330303807398,-6.102330303807398,0.5085275253172832,0.5085275253172832,0.0023467660671477016,0.0023467660671477016,5.631831722766158,5.851064184941121,28.538219791215486,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,1.6299719321387278,1.6430595049794101,2.1870570680472396,3.0766311253778107,0.9964937647482953,1.1271973039464578,1.3792989296401252,2.16382099133488,2.1437619128460095,0.7937537418362253,1.0248030661735361,1.71989430664262,0.6028480438317673,2.2440199268599406,-7.4535115241738605,-7.4535115241738605,0.6211259603478217,0.6211259603478217,0.0030474272876640086,0.0030474272876640086,4.197526934716862,5.851064184941121,28.538219791215486,0.0,0.0,0,0.0,0.0,0.0,0.0
2,2,2.471538641348758,1.1249541610839924,0.4525411807377865,0.5363739070078155,1.7580380566854161,2.550672239884048,2.059898054830859,0.4674483011188779,0.3324008607946837,3.0551659773327815,0.356106692828597,0.20984085610225695,2.1043963217390798,2.552449511528377,-7.416844546653763,-7.4535115241738605,0.6180703788878136,0.6211259603478217,0.021792402584684685,0.021792402584684685,4.648028681195676,5.851064184941121,28.538219791215486,0.0,0.0,0,0.0,0.0,0.0,0.0
3,3,1.555285413254441,0.6780767147797195,1.0034139621614537,2.548245145885989,0.9307642541087477,2.440489938317564,2.2725275861923384,1.4389926742182626,3.139928788737229,2.2983738711770307,2.891137370034175,0.6445781250582204,1.5286144587133728,2.1232128226608755,-6.857398436846337,-7.4535115241738605,0.5714498697371947,0.6211259603478217,0.02023798503289377,0.021792402584684685,5.5350350408183715,5.851064184941121,28.538219791215486,0.0,0.0,0,0.0,0.0,0.0,0.0
4,4,0.9991571965317763,0.29440838765001887,2.7425430185466424,0.18168558801973722,3.010584719999171,0.7795156374652482,0.3642820052255234,1.0649510933998942,2.6236272038663477,0.13769959406567717,0.8834548524376554,2.687618472009049,0.6402209990575224,0.9779031291164098,-4.713810115394734,-7.4535115241738605,0.39281750961622786,0.6211259603478217,0.0004654463377986894,0.021792402584684685,7.481779142009675,5.851064184941121,28.538219791215486,0.0,0.0,0,0.0,0.0,0.0,0.0
5,5,2.901260325097439,1.4086689686279874,1.6168622257261454,2.317707433218313,1.4512938274866238,2.976770774547586,1.8267673229084578,2.6490494535940536,1.4775819001065635,1.9574124190020628,2.2561284352457442,0.32510200866859357,0.0616796969442047,1.5572374562110716,-6.487899937922233,-7.4535115241738605,0.5406583281601861,0.6211259603478217,0.002643493467496444,0.021792402584684685,5.765351869993502,5.851064184941121,28.538219791215486,0.0,0.0,0,0.0,0.0,0.0,0.0
6,6,0.4094892337401854,2.262185223456034,0.6763270629390203,1.42182463382192,2.679397257990678,0.1569300640794196,0.9009590046099739,0.023479824566517864,1.579866059269438,1.4934407308564306,1.9023161749896802,2.450068694868152,1.2360987787071802,0.09385473438163498,-7.052370896697107,-7.4535115241738605,0.5876975747247589,0.6211259603478217,0.011685098451977984,0.021792402584684685,5.390637576460691,5.851064184941121,28.538219791215486,0.0,0.0,0,0.0,0.0,0.0,0.0
7,7,2.5727682393406734,0.5737716890519711,1.277118376312896,1.7637756023010311,0.2649529487405005,1.4816686475209448,2.793105545895029,1.6472527213191523,0.8601294387494942,1.671843496563731,1.4314599398784942,1.2235005983132596,2.331372769682229,0.3334385782702566,-4.364709121592933,-7.4535115241738605,0.3637257601327444,0.6211259603478217,5.3138611556834896e-05,0.021792402584684685,6.330995439455876,5.851064184941121,28.538219791215486,0.0,0.0,0,0.0,0.0,0.0,0.0
8,8,0.8915838847994203,2.840153513655695,2.478299283159446,1.082123435796744,0.5819611905737152,1.8902169474980366,1.0904654543642094,2.8686048529679895,1.041075772003405,0.4958471633142814,2.747133365006902,1.3026887277835546,2.864360766407896,2.8960653150920077,-7.196611329054673,-7.4535115241738605,0.5997176107545561,0.6211259603478217,0.059438535600362725,0.059438535600362725,6.462337934694766,5.851064184941121,28.538219791215486,0.0,0.0,0,0.0,0.0,0.0,0.0
9,9,0.07048151212682734,2.189044516347725,0.2545702373160289,2.0284560562865095,2.1775124860663255,1.7041138700192124,0.026517569414152176,2.404480876077861,0.10696165803621949,2.7652076399448666,1.6395330394660468,1.9213857409617934,1.6336573067934306,0.8114546044784091,-6.551378161425405,-7.4535115241738605,0.5459481801187838,0.6211259603478217,0.012012371131232021,0.059438535600362725,5.872261367790763,5.851064184941121,28.538219791215486,0.0,0.0,0,0.0,0.0,0.0,0.0
