,iter ,BETA_0,GAMMA_0,BETA_1,GAMMA_1,energy,best_energy,approx_ratio,best_approx_ratio,fidelity,best_fidelity,variance,corr_length,const_kernel,std_energies,average_distances,nit,time_opt_bayes,time_qaoa,time_opt_kernel,time_step
0,0,0.9979940601499347,2.1517046425397734,2.0274519848018384,2.086847213387896,-6.6018543530964715,-6.6018543530964715,0.550154529424706,0.550154529424706,0.012251963310050294,0.012251963310050294,5.8264009822250316,2.6962254988338583,43.88893238329105,0.0,0.0,0,0.0,0.0,0.0,0.0
1,1,0.5690074633141388,2.707609016061545,2.3811904428828847,2.636985629490998,-6.673545206319485,-6.673545206319485,0.5561287671932904,0.5561287671932904,0.014548216581505945,0.014548216581505945,6.172769615164434,2.6962254988338583,43.88893238329105,0.0,0.0,0,0.0,0.0,0.0,0.0
2,2,2.5978273300001407,3.136804555962376,1.1830817955014907,0.4471246587330455,-9.488816687609512,-9.488816687609512,0.7907347239674594,0.7907347239674594,0.06059060270588726,0.06059060270588726,2.8976345767919724,2.6962254988338583,43.88893238329105,0.0,0.0,0,0.0,0.0,0.0,0.0
3,3,0.9232548742851231,0.010700324039268946,1.6282986912808421,0.9379606257679941,-7.972850725824532,-9.488816687609512,0.6644042271520444,0.7907347239674594,0.031200154396193103,0.06059060270588726,5.3608283899060325,2.6962254988338583,43.88893238329105,0.0,0.0,0,0.0,0.0,0.0,0.0
4,4,1.3980659758473575,0.7586572864061536,0.9473086735247992,1.2065552870436087,-7.314920742260445,-9.488816687609512,0.6095767285217037,0.7907347239674594,0.01513363246818628,0.06059060270588726,5.02579453240979,2.6962254988338583,43.88893238329105,0.0,0.0,0,0.0,0.0,0.0,0.0
5,5,1.8373086729245733,2.3706077232954397,0.14559682944535576,0.18163970481319036,-7.584210652167599,-9.488816687609512,0.6320175543472999,0.7907347239674594,0.030794034835088784,0.06059060270588726,4.807894580117534,2.6962254988338583,43.88893238329105,0.0,0.0,0,0.0,0.0,0.0,0.0
6,6,2.8535563773120343,1.6337545262074817,2.7028045213166516,1.5121744030241229,-6.328539501022417,-9.488816687609512,0.527378291751868,0.7907347239674594,0.0006571546501652453,0.06059060270588726,4.239267420797077,2.6962254988338583,43.88893238329105,0.0,0.0,0,0.0,0.0,0.0,0.0
7,7,2.4030611604710037,1.3058420681331016,0.5270837078989851,2.8312312714687695,-8.106296997325474,-9.488816687609512,0.6755247497771228,0.7907347239674594,0.012512564055458517,0.06059060270588726,4.11647337426669,2.6962254988338583,43.88893238329105,0.0,0.0,0,0.0,0.0,0.0,0.0
8,8,0.14598351121578898,1.188466588035613,2.9353154894460256,1.6821995430312773,-7.852219592343772,-9.488816687609512,0.6543516326953144,0.7907347239674594,0.006049113944523273,0.06059060270588726,3.481852228165259,2.6962254988338583,43.88893238329105,0.0,0.0,0,0.0,0.0,0.0,0.0
9,9,2.040960727937058,0.5489179807463245,1.3785316070379512,2.3652110765636007,-6.974432171947484,-9.488816687609512,0.5812026809956237,0.7907347239674594,0.004155811223360246,0.06059060270588726,4.293729173787661,2.6962254988338583,43.88893238329105,0.0,0.0,0,0.0,0.0,0.0,0.0
10,1,3.141592653589793,3.141592653589793,1.0448831691453853,0.17740529682179793,-8.428538720334087,-9.488816687609512,0.7023782266945072,0.7907347239674594,0.01796104934212174,0.06059060270588726,4.289026273072935,1.9816905965541047,31.47108040786606,0.0004912214116870454,0.009112959153793844,47,0.9615433216094971,0.7096319198608398,0.15079307556152344,1.822019338607788
11,2,2.177906148391141,3.141592653589793,1.4104693662922503,0.5147678592809409,-9.158406732148167,-9.488816687609512,0.7632005610123472,0.7907347239674594,0.03949089185326245,0.06059060270588726,3.0835811555595,1.817971703942525,27.71980465453082,0.0006885717525179,0.008574905393931671,34,0.7996087074279785,0.7469761371612549,0.14934515953063965,1.6959681510925293
12,3,2.587169188166989,3.141592653589793,0.9642890580244046,0.9159179170839622,-5.498197244985076,-9.488816687609512,0.4581831037487563,0.7907347239674594,0.0016178245653535035,0.06059060270588726,5.743121107516462,0.9139197637362522,32.19439930463075,0.0006438767194238093,0.006209662197334455,31,0.7060294151306152,0.7386410236358643,0.14281916618347168,1.5875284671783447
13,4,2.447472976267188,2.9606610083351446,1.490812429859104,0.01,-9.282778879253085,-9.488816687609512,0.7735649066044238,0.7907347239674594,0.02789147041001538,0.06059060270588726,2.398921774393358,0.7698264419843712,27.86003463815697,0.0009570507414060687,0.00876351369066619,33,0.7165968418121338,0.9450557231903076,0.1519789695739746,1.8136730194091797
14,5,0.8440517741147032,0.30041321507311763,1.8211480319928348,0.992636777443706,-7.923094251871958,-9.488816687609512,0.6602578543226632,0.7907347239674594,0.0055378887246192825,0.06059060270588726,3.067851811636075,0.7954031222883222,27.391529319913978,0.0006522594711669301,0.00507895387865,27,0.6639571189880371,0.9066894054412842,0.1454012393951416,1.716088056564331
15,6,2.4809419591449156,3.141592653589793,1.1972820058179143,0.1679054860546916,-9.136535757593906,-9.488816687609512,0.7613779797994922,0.7907347239674594,0.021612934541165724,0.06059060270588726,2.19893204845134,0.7534072560963725,27.02748660839985,0.00099166984991817,0.005199238041356939,43,1.0261976718902588,0.8161518573760986,0.15324783325195312,1.9956693649291992
16,7,2.6566452100995495,2.9825872929918895,1.550931504900035,0.37798616810095786,-9.669139311453119,-9.669139311453119,0.8057616092877599,0.8057616092877599,0.1290960529412201,0.1290960529412201,3.1759050096276127,0.7606942461546732,26.455992168456724,0.0005681189138704636,0.006101725608813585,25,0.6040534973144531,0.911616325378418,0.14368152618408203,1.6593928337097168
17,8,2.579493742819135,2.9712580574737584,1.3612432642991221,0.36004347714662643,-10.135009676948837,-10.135009676948837,0.8445841397457364,0.8445841397457364,0.14819661544280877,0.14819661544280877,2.187186937909047,0.7424105195047978,25.3721114545123,0.000493840451032203,0.005412080265037307,23,0.5735270977020264,0.908735990524292,0.2873704433441162,1.769674301147461
18,9,2.524562665379589,2.7413924893391166,1.3265979775480514,0.3289412053390737,-9.373893876160288,-10.135009676948837,0.7811578230133573,0.8445841397457364,0.1469499780166234,0.14819661544280877,4.383788100380755,0.7012840747049389,25.104153969733662,0.0006817150837758905,0.007056336036763928,22,0.5444374084472656,0.8631699085235596,0.23608136177062988,1.6437270641326904
19,10,2.5673474312988107,3.036891179411834,1.3772029094595923,0.3540588706972576,-9.999713850668106,-10.135009676948837,0.8333094875556756,0.8445841397457364,0.11200956348310222,0.14819661544280877,2.285345477391317,0.6865302320248675,25.22507044764328,0.000950000634007671,0.005543407764570718,29,0.6603307723999023,0.9069700241088867,0.22608661651611328,1.7934272289276123
20,11,2.6304901262101366,2.9626894327859534,1.3330140381524234,0.35586694626675647,-10.108582617096847,-10.135009676948837,0.8423818847580705,0.8445841397457364,0.14536019383435658,0.14819661544280877,2.2465329626435846,0.7010933361735595,25.066541759588095,0.0007945163386910185,0.004492176086930869,32,0.7582848072052002,0.9054412841796875,0.19576787948608398,1.8595342636108398
21,12,2.58227019487958,2.960790418926345,1.3476502178114933,0.3801447383696191,-10.044090444231651,-10.135009676948837,0.8370075370193043,0.8445841397457364,0.15228791295430444,0.15228791295430444,2.448108230473551,0.6404649258958985,25.081646721713053,0.0009448082596753783,0.00426585106248452,36,0.8526759147644043,0.9033896923065186,0.23171615600585938,1.9878222942352295
22,13,2.6494973625074296,2.9403062269146547,1.3847628120272124,0.23620086511081764,-10.346536213503368,-10.346536213503368,0.8622113511252807,0.8622113511252807,0.11923207512957973,0.15228791295430444,1.393688595756231,0.6447681732049603,25.09797790321864,0.0008125423421836794,0.006273193985946547,35,0.8252956867218018,0.9001095294952393,0.2104015350341797,1.935844898223877
23,14,2.643639823077859,2.941702682831567,1.384045717474456,0.24170686924592427,-10.355276510711356,-10.355276510711356,0.8629397092259463,0.8629397092259463,0.12207234779075643,0.15228791295430444,1.3957909642777508,0.6500508835280376,24.951717465808027,0.00024880762339889645,0.001607545004590225,55,1.1471681594848633,0.8752143383026123,0.2531592845916748,2.275580644607544
24,15,2.603765780785979,2.9365290714167114,1.394420609182518,0.2506935462995426,-10.425949034195119,-10.425949034195119,0.8688290861829265,0.8688290861829265,0.13457319908054155,0.15228791295430444,1.3082903736874414,0.6355878233256822,25.095517911553053,0.0006673499896839888,0.006432913534674568,42,1.0107405185699463,0.8966395854949951,0.2852003574371338,2.192647933959961
25,16,2.583903938176788,2.921394434953493,1.4218779509932074,0.2410582900014641,-10.475511775488897,-10.475511775488897,0.8729593146240747,0.8729593146240747,0.1403650961835385,0.15228791295430444,1.2397803257378115,0.6366796688925155,25.1648943258531,0.00036489101721245965,0.003940056661735891,47,1.0955240726470947,0.899233341217041,0.3022427558898926,2.297041177749634
26,17,0.9755628893227241,0.17361259448403646,1.6364645401278797,1.2302869082853987,-9.010509934320005,-10.475511775488897,0.7508758278600004,0.8729593146240747,0.007773813029307302,0.15228791295430444,2.292355114206643,0.629761104008369,24.761906339827885,0.0006786289229343262,0.006424928692727008,49,1.1359155178070068,0.9031457901000977,0.30100274085998535,2.340104818344116
27,18,0.9629017713076242,0.17164951043144458,1.6318286005821383,1.567346605672186,-6.117778449616613,-10.475511775488897,0.5098148708013844,0.8729593146240747,0.0004251999457758678,0.15228791295430444,4.008325261851844,0.5455659357186167,25.08368528184922,0.0007082524542297808,0.004543232884215656,28,0.6699326038360596,0.8322036266326904,0.28571009635925293,1.7878870964050293
28,19,1.1863071245913925,0.27122898412586927,1.5890844913558613,1.106747916018477,-8.890338281597971,-10.475511775488897,0.7408615234664976,0.8729593146240747,0.008000338106281736,0.15228791295430444,1.9774501847259387,0.5417026912316121,24.29024469775078,0.00038585734606918733,0.0019464194880742184,30,0.7124490737915039,0.8735153675079346,0.30352163314819336,1.889528512954712
29,20,0.958379250957182,0.29455143964946023,1.4523342202089276,1.1139882891028567,-8.159893552009253,-10.475511775488897,0.6799911293341044,0.8729593146240747,0.009494765846800021,0.15228791295430444,3.1759939206714733,0.540978936502574,24.056798442860842,0.0009900581322603399,0.0030821408728215513,37,0.8329083919525146,0.8551058769226074,0.24973106384277344,1.9377870559692383
30,21,2.5826940328229737,2.913738350281563,1.4416524783195659,0.23751398230396373,-10.488389129622611,-10.488389129622611,0.8740324274685509,0.8740324274685509,0.14289624558252434,0.15228791295430444,1.2406018933453709,0.5487270733927264,24.038322062197423,0.0007918468401441035,0.003729187431988756,40,0.949613094329834,0.9045000076293945,0.29677343368530273,2.1509287357330322
31,22,2.5859821163993604,2.910156671392152,1.445701167748128,0.2365810802765801,-10.490083508036825,-10.490083508036825,0.8741736256697354,0.8741736256697354,0.14365878018202077,0.15228791295430444,1.2482115012878268,0.556926705474059,23.99859064810206,0.0008541511146834855,0.0017360545578175089,45,1.073669195175171,1.0127429962158203,0.3299129009246826,2.4163668155670166
32,23,2.5880527695650493,2.9060473094704147,1.4448445809628323,0.23559146896167094,-10.493316885881168,-10.493316885881168,0.8744430738234307,0.8744430738234307,0.14452024399607466,0.15228791295430444,1.252707806190429,0.5631759992594259,23.987860611158407,0.000505919531385365,0.0014226584694651682,48,1.1728990077972412,0.8401327133178711,0.3311641216278076,2.3442440032958984
33,24,1.260099508064987,0.11303719070024477,1.8588499434690553,1.1410128348726434,-8.034800986875695,-10.493316885881168,0.6695667489063079,0.8744430738234307,0.0036645936184524297,0.15228791295430444,3.2109607375309537,0.5540030184203363,23.213694448497268,0.0009632639190497752,0.004821628760053107,36,0.83209228515625,0.9018585681915283,0.30312013626098633,2.0371241569519043
34,25,2.582218552117668,2.893344596845783,1.4425346293720425,0.2254731515361462,-10.510780802574095,-10.510780802574095,0.8758984002145079,0.8758984002145079,0.14472876718422917,0.15228791295430444,1.233413237999443,0.5575981614794339,23.218293345215994,0.000787125709748934,0.004045748354995127,44,1.0324342250823975,0.9038052558898926,0.2807300090789795,2.2170238494873047
35,26,2.5791233579821533,2.8854240781799443,1.4501123927661677,0.20865388754305764,-10.51425607904682,-10.51425607904682,0.8761880065872351,0.8761880065872351,0.13891738176224672,0.15228791295430444,1.1984613982964447,0.5647431785667021,23.18400186970076,0.0007582431118512519,0.0031310405822789406,49,1.1670405864715576,0.898709774017334,0.379901647567749,2.4457056522369385
36,27,2.572915299945704,2.885598227539239,1.44956919851663,0.21685249219436475,-10.521087326867285,-10.521087326867285,0.8767572772389404,0.8767572772389404,0.14422820654892685,0.15228791295430444,1.2252085189523854,0.569621754195374,23.16883983367402,0.0005078980860943634,0.001958538945348727,49,1.1701159477233887,0.8820221424102783,0.3648970127105713,2.4171254634857178
37,28,2.5626047586744973,2.8776244315064163,1.462415155970354,0.22154140746952142,-10.531361260254776,-10.531361260254776,0.8776134383545647,0.8776134383545647,0.15152915805107886,0.15228791295430444,1.2818842650090971,0.5756375903573148,23.216228045631286,0.00038353895832220463,0.002853236785568976,49,1.1720845699310303,0.9024877548217773,0.3170466423034668,2.391669988632202
38,29,1.3952086984731595,0.5617720488011696,1.6450036960643737,1.10774199466162,-7.773340898448319,-10.531361260254776,0.6477784082040267,0.8776134383545647,0.0051787487957177586,0.15228791295430444,3.6313526035826413,0.5789904126701236,23.05935635209772,0.0006883893939132163,0.005345931735482349,40,0.9323639869689941,0.894336462020874,0.3942594528198242,2.2210116386413574
39,30,1.3392452399279229,0.051864082685831966,1.4137902269350877,1.1270541169287185,-9.461539613489162,-10.531361260254776,0.7884616344574301,0.8776134383545647,0.031235585000578575,0.15228791295430444,2.06040370237929,0.5875997162054717,24.249298790682417,0.0008269433430727084,0.0030837406798894813,31,0.7451918125152588,0.9029226303100586,0.32064104080200195,1.9688081741333008
40,31,1.582455060236812,0.01,1.23557968895887,1.1060515812256437,-9.224571691893045,-10.531361260254776,0.7687143076577537,0.8776134383545647,0.028794501672249354,0.15228791295430444,2.344524820503594,0.5882630557628814,23.730288532110073,0.0009908952593019396,0.003439461516477648,38,0.8985917568206787,0.8860645294189453,0.3025224208831787,2.0872340202331543
